mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__fit_intercept	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.0028898239135742186	0.000556084549944652	0.0005533218383789063	2.385968495504997e-05	True	1	{'estimator__fit_intercept': True, 'preprocessing_1__k': 1}	0.4749073990993441	0.4252029510200872	0.4726671627405208	0.48820135494235284	0.42448237016975854	0.4570905295591259	0.026862609749405717	10
0.002532339096069336	6.243464740712286e-05	0.000582742691040039	7.879759648522387e-05	True	2	{'estimator__fit_intercept': True, 'preprocessing_1__k': 2}	0.5974939466442799	0.5432845884634145	0.6261185275925982	0.6271104539496437	0.5657411173167888	0.591944463009351	0.0331355784920562	9
0.002701091766357422	0.00028728267044295395	0.0008693695068359375	0.0006451502888668879	True	3	{'estimator__fit_intercept': True, 'preprocessing_1__k': 3}	0.6833051110431758	0.6658364830322139	0.7152616345825962	0.7027063207838506	0.6734052886743268	0.6880996638706482	0.018360793584114028	8
0.0025054931640625	7.969879142597838e-05	0.0005259990692138671	4.8707462770859695e-06	True	4	{'estimator__fit_intercept': True, 'preprocessing_1__k': 4}	0.6859557947497462	0.674000915077388	0.7196212447343503	0.7023153160939062	0.6771551015319826	0.6918067859317315	0.017028732838858054	7
0.0026489734649658204	0.00011207698070930684	0.0005300045013427734	5.080050409474973e-06	True	5	{'estimator__fit_intercept': True, 'preprocessing_1__k': 5}	0.6907104632874053	0.6748503521964853	0.7246418665128547	0.7023044849795576	0.6814244451569955	0.6947833912951449	0.01755191252574446	6
0.002644777297973633	2.164494070795251e-05	0.0005399703979492188	1.0810646103624948e-06	True	6	{'estimator__fit_intercept': True, 'preprocessing_1__k': 6}	0.6907052316101352	0.6748465801531984	0.7246434945313481	0.7102027195404871	0.6814089801502066	0.696358084425758	0.018492150265639	5
0.0027252197265625	1.354469356493997e-05	0.0005396366119384766	9.41508901223448e-06	True	7	{'estimator__fit_intercept': True, 'preprocessing_1__k': 7}	0.690758095463907	0.6762899732957932	0.7247465333297463	0.7112674230957727	0.6841074847987967	0.6974305060330295	0.017924728320388127	4
0.002917766571044922	8.708957825842349e-05	0.0005533695220947266	1.4508705963156888e-05	True	8	{'estimator__fit_intercept': True, 'preprocessing_1__k': 8}	0.6940631081858526	0.6765030722064267	0.7272886250961831	0.711337002419482	0.6844397397374724	0.6987230274931134	0.01840902055775337	3
0.0029988765716552736	2.6031291218511195e-05	0.0005459785461425781	4.869812557863917e-06	True	9	{'estimator__fit_intercept': True, 'preprocessing_1__k': 9}	0.7027071269903289	0.686924748959782	0.7267485898598172	0.7113972663368611	0.6845322010657631	0.7024601199314099	0.015700113420993072	2
0.0031108856201171875	3.433326878699941e-05	0.0005555629730224609	4.410163738163706e-06	True	10	{'estimator__fit_intercept': True, 'preprocessing_1__k': 10}	0.7028819374518769	0.6868366392236587	0.7349872452132395	0.7197442483043923	0.6899915723259802	0.7068853917264453	0.01821151196215637	1
0.002128314971923828	2.4826415709300184e-05	0.0005137920379638672	6.518906345418691e-06	False	1	{'estimator__fit_intercept': False, 'preprocessing_1__k': 1}	-0.03152945225583581	-0.21230866452949382	-0.0556279615662707	0.04882781493739119	-0.19632575882637848	-0.08940074542808445	0.10013507029268771	20
0.002199888229370117	1.9376259001465293e-05	0.0005147457122802734	4.989731201280677e-06	False	2	{'estimator__fit_intercept': False, 'preprocessing_1__k': 2}	-0.03152256648419205	-0.2122920393854435	-0.055621027257913624	0.0488379318970672	-0.19632129914077523	-0.089391740382567	0.1001340917660153	19
0.0022930622100830076	2.74189244032752e-05	0.0005174160003662109	5.441796347689479e-06	False	3	{'estimator__fit_intercept': False, 'preprocessing_1__k': 3}	-0.031578721343412886	-0.21181586139428332	-0.05557894403865826	0.049058079798647625	-0.19613825244200256	-0.0892186711709255	0.10003530213316364	18
0.0023562431335449217	2.7358737126164894e-05	0.0005257606506347656	6.554386488317901e-06	False	4	{'estimator__fit_intercept': False, 'preprocessing_1__k': 4}	0.09363126465827432	-0.16956410988667403	0.058604973448595055	0.12090572989387682	-0.09449323840193391	0.001807211211334727	0.11357053669219552	17
0.0024300098419189455	2.6849954754288308e-05	0.0005237579345703125	3.812908706990014e-06	False	5	{'estimator__fit_intercept': False, 'preprocessing_1__k': 5}	0.09357299656617035	-0.061438362751773834	0.05857345408195369	0.26250118331039274	-0.09451128471610315	0.051730888245298146	0.126810887003232	16
0.002553558349609375	1.902430870290742e-05	0.0005336761474609375	6.1779402036520985e-06	False	6	{'estimator__fit_intercept': False, 'preprocessing_1__k': 6}	0.18817299755058237	0.03828778711269809	0.15286794215046706	0.26204658617069543	0.04514486893237113	0.137298159028858	0.08565830494303167	15
0.00261688232421875	2.1540165322240666e-05	0.0005409717559814453	5.039607082601681e-06	False	7	{'estimator__fit_intercept': False, 'preprocessing_1__k': 7}	0.20031116716816644	0.03815273384016271	0.16440246353555898	0.2611346021879065	0.04495697943451005	0.14178608150896183	0.08751662409590168	14
0.002761983871459961	1.6574876080714438e-05	0.0005404472351074219	4.158063765829399e-06	False	8	{'estimator__fit_intercept': False, 'preprocessing_1__k': 8}	0.1998707617679818	0.05328304694185071	0.16440700759709015	0.2668677924709094	0.06160026941042862	0.1492002510108741	0.08187461443227201	13
