mean_fit_time	mean_score_time	mean_test_score	param_estimator__C	param_estimator__intercept_scaling	param_estimator__loss	param_estimator__random_state	param_preprocessing_2__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.22992181777954102	0.006951252619425456	0.3602961814630808	0.01	0.1	epsilon_insensitive	3111696	1	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	899	0.35890173338990494	0.3594399463147967	0.3625468646845408	0.044588649128826124	0.0014996955717589038	0.001606569743408031
0.21173834800720215	0.006565014521280925	0.425208568391394	0.01	0.1	epsilon_insensitive	3111696	2	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	809	0.4212483205273009	0.42684398867545914	0.42753339597142204	0.040764622640086796	0.00023479419490949515	0.002814426284191555
0.27732690175374347	0.007962465286254883	0.4626718759285356	0.01	0.1	epsilon_insensitive	3111696	3	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	717	0.45787852498782067	0.4658236286936225	0.46431347410416357	0.030018722548694424	0.0011076307429944991	0.003445025558846195
0.30950387318929035	0.009197155634562174	0.47780969885818914	0.01	0.1	epsilon_insensitive	3111696	4	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	667	0.4736436692673234	0.48040995562417865	0.4793754716830655	0.02770427241950743	0.0013082947247847693	0.0029759470391885158
0.2659931182861328	0.007852395375569662	0.49473792305560943	0.01	0.1	epsilon_insensitive	3111696	5	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	578	0.49144574236686966	0.49664852609733734	0.49611950070262123	0.014757365841967109	0.0013088564220351373	0.0023379203340500175
0.31220205624898273	0.008421659469604492	0.4996883725991584	0.01	0.1	epsilon_insensitive	3111696	6	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	575	0.496970443959623	0.5012898511703154	0.5008048226675368	0.033804858669655775	0.0005718978417254322	0.0019320395491694063
0.3323180675506592	0.010337034861246744	0.5029662923995295	0.01	0.1	epsilon_insensitive	3111696	7	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	530	0.4997266494539059	0.5047294244476599	0.5044428032970227	0.014732271012036557	0.0011106774026204364	0.002293760047366887
0.3663049538930257	0.011075337727864584	0.5029371596842449	0.01	0.1	epsilon_insensitive	3111696	8	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	531	0.4996062114822899	0.5049544788543644	0.5042507887160803	0.02889861812842849	0.0020487830746202277	0.002372791168751809
0.4105793635050456	0.014900843302408854	0.5030137329172458	0.01	0.1	epsilon_insensitive	3111696	9	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	529	0.49984024228347	0.5048447826887248	0.5043561737795428	0.006592314328939818	0.0030814295312082125	0.002252845129834758
0.32155712445576984	0.01216904322306315	0.5028953846921107	0.01	0.1	epsilon_insensitive	3111696	10	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	532	0.4995700679690641	0.5046641640244577	0.5044519220828103	0.025297271336228472	0.0006285874476323317	0.002352949941651762
