mean_fit_time	mean_score_time	mean_test_score	param_estimator__learning_rate	param_estimator__loss	param_estimator__n_estimators	param_estimator__random_state	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.0343015988667806	0.001886606216430664	0.6059855851998048	0.001	linear	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	55	0.658951722640893	0.4914213049073183	0.6659786935832914	0.006138808961880006	0.0005421821965222327	0.08045376694818898
0.11894313494364421	0.004269123077392578	0.653674167905742	0.001	linear	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	40	0.6776813138674402	0.5845607835670469	0.6980529170111722	0.014671062447187246	0.0014736473202445492	0.04921565419190867
0.1590437889099121	0.00577553113301595	0.666061531489507	0.001	linear	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	28	0.67114503866311	0.6008224595094032	0.7260630506240804	0.0011894334373976142	5.609691881026257e-05	0.05100364205706844
0.3391272226969401	0.010789076487223307	0.6653295538503461	0.001	linear	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	29	0.6672322910904619	0.5987707431886253	0.7299279685677053	0.047108317898047855	0.0001715903149796519	0.05329381756913508
0.015304962793986002	0.0008902549743652344	0.6064568581499836	0.001	square	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	52	0.659567607807366	0.4904125792113839	0.6677809707749163	3.310175786618882e-05	1.1529865953650242e-05	0.08151036542005222
0.07523512840270996	0.002939462661743164	0.6529781188355599	0.001	square	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	41	0.6704457733792887	0.5939600741673733	0.6939991860950563	4.491433116662129e-05	5.266838558763152e-06	0.04252615005057783
0.15009427070617676	0.005504290262858073	0.6686244032619697	0.001	square	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	26	0.6721583490998007	0.6038599095870647	0.7297478618312307	0.00012296775769938165	1.830948444657385e-05	0.05119879623845027
0.3001592953999837	0.010608355204264322	0.667593655092547	0.001	square	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	27	0.6607294212046277	0.6177538486085794	0.7245057025519464	0.0004709449281359012	3.148650111422232e-05	0.043641790533164734
0.015328725179036459	0.0008945465087890625	0.6060677206923056	0.001	exponential	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	54	0.658951722640893	0.4916702003391389	0.6659786935832914	2.8062135719790082e-05	6.24456446347656e-06	0.08033680803899047
0.07550740242004395	0.0029622713724772134	0.6565353439490782	0.001	exponential	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	39	0.6772981077073497	0.5799124607817296	0.7117662886988139	3.3389384934597715e-05	1.9394960228861296e-05	0.05559383195420355
0.1505605379740397	0.005485216776529948	0.6729450907611078	0.001	exponential	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	23	0.676743553428463	0.6100482871294995	0.7319283267960466	4.598711979639908e-05	1.1748551096407583e-05	0.04958291582400846
0.38136768341064453	0.014023780822753906	0.6725193555069653	0.001	exponential	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	24	0.6691968094218763	0.6101002617711488	0.7383616785425705	0.0740461015602035	0.004413451965657338	0.05215458214643486
0.027659813563028973	0.0012126763661702473	0.573955536748494	0.01	linear	10	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	58	0.6201034107572951	0.43536563149242336	0.6649991475712541	0.005238607708253297	0.0003798255322336978	0.0989837675286043
0.10535287857055664	0.004808743794759114	0.627140733820826	0.01	linear	50	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	47	0.6401593584726752	0.5450991576072437	0.6957691816052302	0.0319397742335323	0.0013857624321060647	0.061911634640991656
0.15612459182739258	0.0060520172119140625	0.6489891643015807	0.01	linear	100	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	44	0.6627873424353035	0.5640125814078555	0.7197494424514707	0.0010635904031815635	0.00020827478891280237	0.06403112199628305
0.3126225471496582	0.01179941495259603	0.6570707406435665	0.01	linear	200	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	37	0.6671945367044712	0.5777637790202904	0.7259471245071224	0.0008163693302297389	0.00011329513294584787	0.06062935478102935
