mean_fit_time	mean_score_time	mean_test_score	param_estimator__criterion	param_estimator__max_features	param_estimator__min_weight_fraction_leaf	param_estimator__random_state	param_preprocessing_2__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.004550854365030925	0.0012404918670654297	0.721274784040375	mse		0.0	3111696	1	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	112	0.7084755420984905	0.7807072824307774	0.6746415275918572	0.0005729501666126072	7.877368134176427e-05	0.04423687400877725
0.004132668177286784	0.0011528333028157551	0.7349460368954618	mse		0.0	3111696	2	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	64	0.7050912868632281	0.7198450549217408	0.7799017689014164	0.0001694681913819457	3.6260706084326615e-05	0.032354101214781696
0.0032036304473876953	0.0008818308512369791	0.6319901475408648	mse		0.0	3111696	3	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	264	0.7454605928233667	0.7565958402066426	0.3939140095925848	0.0007497651626509718	0.00019486897531757202	0.16840661908774646
0.002124945322672526	0.0005865891774495443	0.7009717745023113	mse		0.0	3111696	4	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	141	0.76354406844958	0.799044383529395	0.540326871527959	0.00012610402185287317	9.034487833688668e-05	0.11451391976937662
0.0021893183390299478	0.0005640188852945963	0.6771885451991592	mse		0.0	3111696	5	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	155	0.7077574702078124	0.7860422057256196	0.5377659596640458	0.0003626028282139752	0.00010785453838386638	0.10363756710043347
0.001924276351928711	0.000448147455851237	0.7691186090137883	mse		0.0	3111696	6	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	34	0.7866016957251408	0.6708484819671965	0.8499056493490273	0.000306322011471122	1.1105176954296473e-05	0.07413775933318889
0.0023681322733561196	0.0007139046986897787	0.6866708474173538	mse		0.0	3111696	7	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	151	0.7891472335602893	0.4539752170997804	0.8168900915919921	0.0003955869503168343	7.555357331530337e-06	0.16493000297017205
0.002398252487182617	0.0006153583526611328	0.8026793534081722	mse		0.0	3111696	8	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	4	0.7498706828805738	0.8209670539362791	0.8372003234076637	0.00022868936446301778	8.026672274686256e-05	0.03792489526772599
0.002268075942993164	0.0006267229715983073	0.6382080310850383	mse		0.0	3111696	9	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	224	0.7427476645690168	0.4409854381645012	0.730890990521597	0.00036217202603860315	0.00012070046366841435	0.13954141212937854
0.0020577112833658853	0.0004525184631347656	0.7091432960371197	mse		0.0	3111696	10	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	127	0.6864209115494697	0.6578747140704362	0.7831342624914529	0.00024620781720405917	4.022614394774044e-06	0.053601733089286716
0.0016872882843017578	0.0005388259887695312	0.7017493463885158	mse		0.1	3111696	1	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	133	0.6560714312158831	0.7596124135813256	0.6895641943683386	7.029022891230126e-05	2.439182480688541e-06	0.04313963533006385
0.0022646586100260415	0.0007087389628092448	0.7208558170966863	mse		0.1	3111696	2	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	120	0.7396556764910424	0.7309327023308525	0.6919790724681645	2.1137689185831286e-05	6.332944810592822e-06	0.02072715376513764
0.0023087660471598306	0.0007054805755615234	0.7316341448356646	mse		0.1	3111696	3	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	72	0.7264782739328595	0.757299605231565	0.7111245553425692	1.751398641211583e-05	7.587057104023376e-06	0.01920019204135915
0.002300421396891276	0.0007140636444091797	0.7294084406132565	mse		0.1	3111696	4	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	100	0.725597596150857	0.7566235621199773	0.7060041635689351	1.3883433200097553e-05	6.523555236254098e-06	0.020840229990009906
