mean_fit_time	mean_score_time	mean_test_score	param_estimator__criterion	param_estimator__max_features	param_estimator__min_weight_fraction_leaf	param_estimator__random_state	param_preprocessing_2__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.003100236256917318	0.000762780507405599	0.951652022136568	mse		0.0	3111696	1	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	37	0.9956356207541506	0.9213491938590312	0.9379712517965222	0.000301547217664066	5.932434720758714e-05	0.031832801877243806
0.00302735964457194	0.000743707021077474	0.9608555456316349	mse		0.0	3111696	2	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	9	0.9865567677847918	0.965120383330502	0.930889485779611	3.1413601883491254e-05	9.649432169477165e-05	0.022925287376015485
0.0031287670135498047	0.0007434686024983724	0.9591779327327867	mse		0.0	3111696	3	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	23	0.9823643783458532	0.9646486907643271	0.9305207290881801	0.00017647624477085564	6.84058686992028e-05	0.021515697946195872
0.00328826904296875	0.0008016427357991537	0.9498286421099653	mse		0.0	3111696	4	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	47	0.9820884935780282	0.9551891555470146	0.9122082772048535	0.00030558460637407294	1.3124335831542344e-05	0.02877918794687132
0.0033026536305745444	0.0007397333780924479	0.9543433725477284	mse		0.0	3111696	5	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	27	0.9660802342399452	0.9537660546793834	0.9431838287238566	0.00025361225281194863	9.919785666272183e-05	0.009356328280193572
0.003264745076497396	0.0008253256479899088	0.9607826528010742	mse		0.0	3111696	6	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	11	0.9823992996253228	0.9536248672346695	0.9463237915432305	0.00012071239371467136	6.0353449880445407e-05	0.015573181895088106
0.003600517908732096	0.0007771650950113932	0.9644529510873092	mse		0.0	3111696	7	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	3	0.9819069000089992	0.9650064715210522	0.9464454817318765	0.00014368873253257577	7.766356875381547e-05	0.01448235328964624
0.0035844643910725913	0.0007421175638834635	0.9597913847566851	mse		0.0	3111696	8	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	19	0.9817619730594629	0.9626608416479207	0.934951339562672	0.00016032608976170393	6.625072279908999e-05	0.019217772837154597
0.0038825670878092446	0.0008790493011474609	0.96073824302727	mse		0.0	3111696	9	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	13	0.9802254028736522	0.9554811560268843	0.9465081701812732	0.00010553451173588591	5.990366634403659e-05	0.014258112729372139
0.003866910934448242	0.0008067289988199869	0.9543225494061793	mse		0.0	3111696	10	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	29	0.9615002102907363	0.9548762973184169	0.9465911406093849	7.122639498179006e-05	4.4622011471102924e-05	0.006099183948342522
