mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__C	param_estimator__intercept_scaling	param_estimator__loss	param_estimator__random_state	param_preprocessing_2__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.002951526641845703	0.0002884022376902089	0.0006062984466552734	3.499315546074012e-05	0.01	0.1	epsilon_insensitive	3111696	1	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	-76.53100347829755	-101.83819675958134	-714.5661150805171	-64.33854644192476	-88.61300949786327	-209.1773742516368	253.00141902779228	360
0.002799510955810547	2.3896631266261723e-05	0.0005917072296142579	9.502588145633019e-06	0.01	0.1	epsilon_insensitive	3111696	2	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	-76.53253793257164	-101.78642607230908	-714.613304952304	-64.32977506376427	-88.48588759298212	-209.14958632278623	253.03762822068109	359
0.0028148651123046874	2.194155704220833e-05	0.0006032943725585938	1.991707198859283e-05	0.01	0.1	epsilon_insensitive	3111696	3	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	-76.51541966703194	-101.66792846256008	-714.5418382647579	-64.3113138370345	-88.35005770284582	-209.07731158684604	253.03599840224155	358
0.0028021812438964845	1.3687303099759887e-05	0.0005887031555175781	1.5816624566248694e-05	0.01	0.1	epsilon_insensitive	3111696	4	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	-75.39097449366794	-100.11946944092335	-703.6841440642803	-64.23795496668305	-88.24761528469365	-206.33603165004968	248.96604125060955	341
0.0019283294677734375	3.1724187926791414e-05	0.0	0.0	0.01	0.1	epsilon_insensitive	3111696	5	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}								670
0.0019155502319335937	1.1325861236040895e-05	0.0	0.0	0.01	0.1	epsilon_insensitive	3111696	6	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}								671
0.0019149303436279297	9.606109120860604e-06	0.0	0.0	0.01	0.1	epsilon_insensitive	3111696	7	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}								672
0.0019220352172851563	1.1890945875376286e-05	0.0	0.0	0.01	0.1	epsilon_insensitive	3111696	8	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}								673
0.0019249916076660156	7.5935475301339655e-06	0.0	0.0	0.01	0.1	epsilon_insensitive	3111696	9	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}								674
0.0019510746002197265	5.569033410596273e-05	0.0	0.0	0.01	0.1	epsilon_insensitive	3111696	10	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}								675
0.0027901172637939454	1.8012582821751977e-05	0.0005893707275390625	1.1520330479470394e-05	0.01	0.1	squared_epsilon_insensitive	3111696	1	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'squared_epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	-75.52990285290741	-90.3023578374619	-711.838274840884	-61.16396910464564	-73.78795323830171	-202.52449157484014	254.8245892004596	327
