mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__C	param_estimator__intercept_scaling	param_estimator__loss	param_estimator__random_state	param_preprocessing_2__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.0029110431671142576	0.00027188920253487563	0.0005957603454589844	2.9999992951439488e-05	0.01	0.1	epsilon_insensitive	3111696	1	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	-48.54147195674312	-51.26172395838018	-52.54313310929344	-80.4294523266061	-35.43475827119739	-53.521446312609136	14.488203427387116	425
0.0027206897735595702	8.07611536985134e-05	0.0005887508392333985	2.657040020971114e-05	0.01	0.1	epsilon_insensitive	3111696	2	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	-48.54288796800273	-51.2967400744494	-52.54393280508188	-80.42961373374632	-35.439090300337284	-53.530109784223605	14.485963343277666	426
0.0025176525115966795	8.997872953402274e-05	0.0005313873291015625	3.5114904768141765e-05	0.01	0.1	epsilon_insensitive	3111696	3	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	-48.532961305907065	-51.29527337083127	-52.53428376454023	-80.45696699710464	-35.434644287400516	-53.53028695784102	14.497761779269233	427
0.0024213790893554688	5.824151592377947e-05	0.0005278587341308594	2.3808933412639925e-05	0.01	0.1	epsilon_insensitive	3111696	4	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	-48.530062273981606	-51.31313573169838	-52.53561970471301	-80.45887548528228	-35.4344995258555	-53.534024365549186	14.498099100929268	428
0.002512073516845703	0.00012567202294389175	0.0005376815795898437	3.716620656768992e-05	0.01	0.1	epsilon_insensitive	3111696	5	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	-48.498892293400594	-51.30053605644472	-52.530919931327965	-80.43458042956043	-35.43799089266884	-53.51991070307541	14.491249709654786	424
0.0017739295959472655	0.0001307105892820977	0.0	0.0	0.01	0.1	epsilon_insensitive	3111696	6	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}								695
0.0016554832458496095	3.957937994403422e-05	0.0	0.0	0.01	0.1	epsilon_insensitive	3111696	7	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}								696
0.001680135726928711	8.155727742768459e-05	0.0	0.0	0.01	0.1	epsilon_insensitive	3111696	8	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}								697
0.0017798900604248046	9.508886183092822e-05	0.0	0.0	0.01	0.1	epsilon_insensitive	3111696	9	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}								698
0.0017438888549804687	9.456566910003827e-05	0.0	0.0	0.01	0.1	epsilon_insensitive	3111696	10	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}								699
