mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__C	param_estimator__intercept_scaling	param_estimator__loss	param_estimator__random_state	param_preprocessing_2__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.02981400489807129	0.004123485392158836	0.0009618282318115234	0.0001980676404855466	0.01	0.1	epsilon_insensitive	3111696	1	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	-1.8800819206007624	-1.4005018295705343	-1.6519521723930346	-1.6800016448212172	-1.6111100878939033	-1.6447295310558905	0.1532739201254947	900
0.026215028762817384	0.00409397608645683	0.0007228374481201172	6.279664768330888e-05	0.01	0.1	epsilon_insensitive	3111696	2	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	-1.8228948456425558	-1.3351452338772734	-1.6036105786521766	-1.6238817909531655	-1.5405752275257663	-1.5852215353301875	0.15675000737665515	898
0.02395639419555664	0.000175842881367198	0.0007002830505371093	1.6874511806407237e-05	0.01	0.1	epsilon_insensitive	3111696	3	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	-1.7979445052414706	-1.3158584497987653	-1.5811122300142708	-1.612401691691268	-1.495954782699708	-1.5606543318890964	0.15717124213130634	895
0.02373061180114746	8.700319618460149e-05	0.0006990909576416015	2.445872513108893e-05	0.01	0.1	epsilon_insensitive	3111696	4	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	-1.7857181069613364	-1.2941042452853582	-1.568949897924702	-1.6011467482763884	-1.4691868552109342	-1.5438211707317437	0.16146865109740915	894
0.023750877380371092	0.00019618714894576432	0.0007112026214599609	1.8632072554247065e-05	0.01	0.1	epsilon_insensitive	3111696	5	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	-1.7691782311604887	-1.2818863458694953	-1.5507624422822612	-1.5689841414444468	-1.4513746128980949	-1.5244371547309574	0.15921349137571514	891
0.021683740615844726	0.0012627741440015604	0.0006261825561523438	5.524660090992292e-05	0.01	0.1	epsilon_insensitive	3111696	6	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	-1.7534145710781073	-1.2694698145207814	-1.5325678480325742	-1.5366605095913402	-1.4345070740961208	-1.5053239634637847	0.15742640779067915	889
0.020560216903686524	0.00010792368231905663	0.0006452083587646484	3.522190519453535e-05	0.01	0.1	epsilon_insensitive	3111696	7	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	-1.7376880865463642	-1.2581963124012092	-1.5158222753959745	-1.5056366403329045	-1.417638469209337	-1.4869963567771578	0.15568218523918564	886
0.02088165283203125	0.00046315350518027603	0.0006272315979003907	5.225347717144831e-05	0.01	0.1	epsilon_insensitive	3111696	8	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	-1.7223025802581562	-1.2461571085254288	-1.4984949938605032	-1.4748863693699916	-1.4013160914779146	-1.4686314286983986	0.15447083071064419	883
0.021427631378173828	0.0004924408633526743	0.0006626605987548828	4.3664486550824296e-05	0.01	0.1	epsilon_insensitive	3111696	9	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	-1.706651385499077	-1.2359472801888454	-1.483381680557656	-1.4437549430169896	-1.3856631931382037	-1.4510796964801542	0.15295439442229095	881
0.020968008041381835	0.0003899916237148545	0.0007298946380615235	0.00015195226902068663	0.01	0.1	epsilon_insensitive	3111696	10	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	-1.6920255981717789	-1.2251172129592898	-1.467502446018015	-1.4134667297388348	-1.369413080249572	-1.4335050134274983	0.1522652306043113	877
0.02129058837890625	0.0003421495312793455	0.0006236076354980469	2.7084014783040152e-05	0.01	0.1	squared_epsilon_insensitive	3111696	1	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'squared_epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	-0.21766988757702532	0.030292215403542877	-0.13550047757438466	-0.1710872218627888	0.08389131685434192	-0.0820148109512628	0.11775790601582692	802
0.020665073394775392	0.00018130002168040472	0.0005919933319091797	3.0379429695504142e-05	0.01	0.1	squared_epsilon_insensitive	3111696	2	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'squared_epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	-0.08239776719199199	0.22297807942731585	-0.013587036488699855	9.029875079846761e-05	0.3288168659866897	0.09118008809682245	0.15699982209436855	791
