mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__fit_intercept	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	split10_test_score	split11_test_score	split12_test_score	split13_test_score	split14_test_score	split15_test_score	split16_test_score	split17_test_score	split18_test_score	split19_test_score	split20_test_score	split21_test_score	split22_test_score	split23_test_score	split24_test_score	split25_test_score	split26_test_score	split27_test_score	split28_test_score	split29_test_score	split30_test_score	split31_test_score	split32_test_score	split33_test_score	split34_test_score	split35_test_score	split36_test_score	split37_test_score	split38_test_score	split39_test_score	split40_test_score	split41_test_score	split42_test_score	split43_test_score	split44_test_score	split45_test_score	split46_test_score	split47_test_score	split48_test_score	split49_test_score	mean_test_score	std_test_score	rank_test_score
0.00327244758605957	0.0006644666802206334	0.0007346630096435547	0.00020428263721576487	True	1	{'estimator__fit_intercept': True, 'preprocessing_1__k': 1}	0.2744267940622517	0.26039501004253296	0.23358634852131022	0.27586522518406953	0.2864591128386711	0.2679468731318716	0.2553187003170042	0.2488879247420912	0.2798229262654657	0.27726169824384117	0.24616208773343617	0.2776413688229319	0.23993012346910814	0.3022265591716409	0.26673401962128973	0.27385616594068507	0.24394554735712026	0.23575219728113295	0.2933529349685937	0.28293807037043184	0.2691726683315667	0.25217588049239137	0.2830264069856847	0.2523953099106153	0.2760868127724201	0.26902461656104026	0.25691968585206926	0.2799670970302536	0.28356838347810254	0.24275622487950888	0.2577865441587587	0.2704576273734297	0.2625303188495487	0.2651149870918842	0.27850134450705477	0.27001485460012875	0.2808287491604592	0.2503904455025898	0.2795001032996173	0.24765467123927987	0.2706268481971408	0.2482174680757826	0.26836931685529974	0.2804547926769294	0.26214863390140053	0.25847917907741924	0.2716734810143352	0.24267206993868717	0.2724140009777404	0.2824012082368397	0.2661562016437761	0.015551894523484044	15
0.0034623289108276366	0.0005477612086490297	0.0007800149917602539	0.00017738089694255111	True	2	{'estimator__fit_intercept': True, 'preprocessing_1__k': 2}	0.38805914523624085	0.36586103906727085	0.3298510668471122	0.38495419254831065	0.38171669689715537	0.38043154968624737	0.37345554590938923	0.3506351836525564	0.37444325292479597	0.3709490981996507	0.3333854970907064	0.3687753103113396	0.34014546295026205	0.3986938871790894	0.4091530348722877	0.38549189792468863	0.3394597381442689	0.35211443300036227	0.3935194110056245	0.3800634147785884	0.38530849250287413	0.34001034815645126	0.3984084058873366	0.3572489070314292	0.36973444047177073	0.38673666284640884	0.353536138127294	0.36788101047594846	0.3846580829611176	0.35783743165796955	0.36517090647451	0.38071070529001905	0.34323301634984726	0.38525352626326936	0.3778875355929673	0.3536588992189441	0.3990448434286151	0.34851879966542987	0.37965361206531845	0.3650207606869391	0.3747192165190252	0.353947634852829	0.3633168370297478	0.35471802555746546	0.40236233595684445	0.37346936772810935	0.36660001752132365	0.33816472984631574	0.38669442000170373	0.38329668419384255	0.36995883034539245	0.01924985043663691	1
0.003580503463745117	0.0004210123646055917	0.000801239013671875	0.0001615933152044099	True	3	{'estimator__fit_intercept': True, 'preprocessing_1__k': 3}	0.3881381829978532	0.3656098836205003	0.329230969170374	0.3840490741053775	0.3817990548294402	0.3797000726792248	0.3735563634383543	0.3505613129505737	0.37450216705843553	0.3708299079192986	0.33326808469433855	0.36887705786955016	0.34018465207589843	0.3952367803711382	0.4083829421398646	0.3851767100073229	0.3389549160185963	0.3515925497601231	0.39356798134547555	0.38019300538441414	0.38460741653402464	0.3394435844067474	0.3981628164371743	0.35599189409563803	0.3696429297297146	0.38645506801027196	0.3532762272073998	0.3675197011412379	0.38399868819707716	0.35795011238890395	0.3653006853126374	0.3804235063275013	0.342945019578176	0.38512476320557976	0.3772058316708514	0.3537165945368239	0.3990747172376504	0.348533649412596	0.37940353902150414	0.36496494788172407	0.37485230330927133	0.35329937588371607	0.3619374939836443	0.3545033046049407	0.4025000271146043	0.3730066589851655	0.3667011504456308	0.3382025977657245	0.3865554003989411	0.382912340924482	0.36963212370355697	0.01917574935303403	2
0.003767871856689453	0.0003946696615010699	0.0008098745346069336	0.00010639989472171788	True	4	{'estimator__fit_intercept': True, 'preprocessing_1__k': 4}	0.38784912526801185	0.3654933692865461	0.32935155160116136	0.3833805435911891	0.38152645144266784	0.3786855294054565	0.3722895953085208	0.34982650994548337	0.3746407174700582	0.37087304994463643	0.3333349504965154	0.3687016639960028	0.339347153778078	0.3947813442344279	0.4074594772730151	0.3849922868858868	0.3389652906088353	0.3516822397274658	0.39363501777066456	0.38020774437008964	0.3840238737890288	0.33944232621510984	0.3979513043370815	0.3533507034049358	0.36915947201193144	0.3852158165117904	0.3532403137728042	0.3676290594767896	0.3840821911199067	0.35802602262441896	0.36533881526345624	0.3802703175958354	0.3429947413438681	0.38462882058908365	0.3773420260414099	0.3527512790433094	0.39874364524296246	0.3484361258310066	0.37952851278610433	0.36479494191283834	0.37490211281486696	0.3525656024882937	0.36175103973750733	0.3546309936415758	0.4024467663764032	0.37296233277322666	0.3659407022489126	0.33728364506067354	0.3863073990051229	0.3829036541647445	0.36931299036624127	0.019168393334676744	3
0.003977341651916504	0.00043909480438741167	0.0008278417587280273	0.0001654281036987726	True	5	{'estimator__fit_intercept': True, 'preprocessing_1__k': 5}	0.3877308937814009	0.3651960723402581	0.3290095997256762	0.38330384802740114	0.3816087133958217	0.37868901098549856	0.37231465115599516	0.3497554603637798	0.37452152436649266	0.3708156823879214	0.3323931888068512	0.36871837975649135	0.3394187282131834	0.39485549654709995	0.4071929326497864	0.38479271259359094	0.3387905374089084	0.35159202044467464	0.39354197370630906	0.38021636822765215	0.38355639322330315	0.3392704032832783	0.3980376846886615	0.3531715580567394	0.369179729555161	0.3846314672633421	0.35322199379691277	0.3676565298012644	0.38416665712383635	0.35807830785417727	0.36532903780511805	0.3802949002230165	0.34266358433203337	0.3846955262242586	0.37739763360338585	0.35260414802709994	0.3987540014457054	0.34850417846026804	0.3794084415155996	0.364886557518159	0.37495071567216665	0.3526066452115625	0.3606811540806458	0.354484398829803	0.40247515861631056	0.372281517416025	0.3659772115815887	0.3362791730599004	0.3862624589659506	0.38285922682282947	0.369176100163211	0.019256456044625093	4
0.004027376174926758	0.0005551568048506196	0.0008128404617309571	0.00011364338305594175	True	6	{'estimator__fit_intercept': True, 'preprocessing_1__k': 6}	0.3874431953283589	0.36525699376261145	0.3289372090472944	0.3833194609925329	0.3814123440486168	0.37871840031005743	0.3723939305300178	0.349823091659479	0.37460733236641963	0.37094640198698203	0.3323436889726811	0.36858318698178616	0.3394914135645688	0.3949415131628262	0.40725788492031234	0.38480457489020836	0.3388032687143936	0.35154520877280626	0.3935577508567588	0.3799940641141203	0.3834978412453015	0.33929170852668133	0.39806058384837495	0.35317560813568105	0.36909287211584574	0.3838873611952831	0.3531830789723217	0.36767650790772355	0.38417242040424615	0.35810575871452743	0.3653331974708298	0.3803773873230064	0.3423742393327862	0.3844325904672271	0.3772252132770906	0.3525103962388646	0.398640231233103	0.3485355266425425	0.37930098796889966	0.36489128227875955	0.3750223420787404	0.352635680615791	0.35977103356721296	0.35451256906886597	0.4025394372341875	0.37194653087078655	0.36604431250182246	0.33627905839519256	0.38632324553000197	0.3829250626658769	0.3691185131332423	0.019252736861380376	5
0.004048075675964356	0.0005688879891817331	0.0007829809188842773	0.00011446426481280152	True	7	{'estimator__fit_intercept': True, 'preprocessing_1__k': 7}	0.387505966923699	0.3651881903276766	0.32869009492669865	0.3834136286796035	0.381386073493046	0.3786470162404123	0.372402469973095	0.34990697694038775	0.3746071362578045	0.3709690306805561	0.3310063959173911	0.36859774492654707	0.3394298742400018	0.3944603978309549	0.4071146329851957	0.38488419421340647	0.33873266795940793	0.351568847784291	0.3933748915066363	0.380035014203411	0.38318254456287926	0.33931993159064544	0.39808537865445837	0.3531988320737902	0.36909745433625274	0.3833008969446877	0.35319542531253467	0.36775825033850296	0.3842126091962007	0.35806949280077205	0.36542420919934104	0.38036744200911465	0.3423981570727599	0.38446337996629587	0.3772360730389561	0.35241226635890144	0.39869002934907194	0.3484273960476023	0.3792900166416677	0.3649356011005388	0.37497442223093425	0.35265133925913783	0.3594413997560554	0.3545498449395811	0.4026157833354641	0.3719157879536934	0.3660945918072629	0.3363640705227786	0.38639285986118865	0.38232940400780446	0.36904592681589626	0.01928348916873452	6
0.004257369041442871	0.0007000219853994704	0.000800313949584961	0.0001531561207285305	True	8	{'estimator__fit_intercept': True, 'preprocessing_1__k': 8}	0.38746513163793406	0.3651293008396683	0.32877191111726345	0.3832686533542111	0.3813372886631118	0.3787318214078046	0.37243298672292313	0.3499140249025927	0.3746517271909321	0.3710004057523665	0.330933365155026	0.36860887698351685	0.3395137226207503	0.3939593635969849	0.40698826926796505	0.38477089664578634	0.33868931540277303	0.3515360967376714	0.39332939996162963	0.3798309877834539	0.3830012642732634	0.3391111810208487	0.39788890133240906	0.3532308438384901	0.36916151488987103	0.3831752677668032	0.35324192849028135	0.36773660087695537	0.3841848853543801	0.35789498657873975	0.365507759675505	0.38040675494503395	0.3423102650006642	0.38447771305536294	0.37726080756023483	0.3523769245738616	0.3985800940579174	0.34843155154654837	0.3793330591135825	0.3650091376192036	0.37491666978011884	0.3526701144619452	0.3595216954681697	0.3543235223792741	0.4025780566879956	0.3719417772721867	0.36612012586940235	0.3364059325713582	0.3864245257532787	0.38205762446314695	0.36900250700693	0.019249518314047816	7
0.0010531425476074218	0.0005317751932478041	0.0	0.0	True	9	{'estimator__fit_intercept': True, 'preprocessing_1__k': 9}																																																					18
0.0007399177551269531	2.8422181111288046e-05	0.0	0.0	True	10	{'estimator__fit_intercept': True, 'preprocessing_1__k': 10}																																																					17
