mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__alpha	param_estimator__fit_intercept	param_estimator__l1_ratio	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	split10_test_score	split11_test_score	split12_test_score	split13_test_score	split14_test_score	split15_test_score	split16_test_score	split17_test_score	split18_test_score	split19_test_score	split20_test_score	split21_test_score	split22_test_score	split23_test_score	split24_test_score	split25_test_score	split26_test_score	split27_test_score	split28_test_score	split29_test_score	split30_test_score	split31_test_score	split32_test_score	split33_test_score	split34_test_score	split35_test_score	split36_test_score	split37_test_score	split38_test_score	split39_test_score	split40_test_score	split41_test_score	split42_test_score	split43_test_score	split44_test_score	split45_test_score	split46_test_score	split47_test_score	split48_test_score	split49_test_score	mean_test_score	std_test_score	rank_test_score
0.0031317567825317385	0.0018353876800307146	0.0008413171768188476	0.00024512453027299315	0.1	True	0.0	1	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'preprocessing_1__k': 1}	-0.4037411184961388	0.01685168917187685	0.33961265749165215	0.36788335257456706	0.48853166875798404	0.24828231415402147	-0.12723193946590428	0.4667881976357111	0.32995716376620576	-0.6682377560496748	0.24390782025476343	-1.5747367195755189	0.2515495749955805	0.03556105193299852	0.38674155947938216	-0.06296873932622793	0.474732657473501	-0.09565927140981456	0.5003727884779339	0.4866269177643334	0.2786908616554937	-0.3052607358272257	0.3509109976481549	0.5535125443122402	0.3871709502663052	0.169329011108602	0.34786804833942386	0.3628624218749762	0.09927093893379302	0.44239699178177205	0.5401510461854033	0.5924904450736216	-0.06182899797689001	0.22323318334953623	0.2669591642453991	-0.5091265879333331	0.4307173786516645	0.42471690390879724	0.1507603790534422	0.019086550885572873	0.24780041142018994	0.3601079615705094	0.31759488232600663	0.4086409156587466	0.6645723238773051	0.09982874848538326	0.11923378279729135	0.40832985865572646	0.5138879693712888	0.34074898443653545	0.1989896240748593	0.3775662306598668	291
0.0026061868667602538	0.000646069943936152	0.0007986688613891602	0.00020927518057321627	0.1	True	0.0	2	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'preprocessing_1__k': 2}	-0.2517723560351097	0.17976606159766462	0.596396767545961	0.44218766741098114	0.4568218005567508	0.3384574612357798	0.3178618988505405	0.5266735101200359	0.44818855803632673	-0.1549164318635614	0.5052350448755696	-0.060692265934869205	0.0018934663992169476	0.3756224921369222	0.2930090908415113	0.11969402089032133	0.6846997775024095	-0.2505429881550527	0.28242583901840357	0.48021599480253274	0.2832359485389666	-0.5413318685310322	0.4745763266667494	0.5296611398409011	-0.03628734019618296	-0.22705052172589246	0.4720124424339961	0.22251357254437387	0.20722291227346668	0.32355579352752084	0.7387279631033234	0.6544295998148236	-0.2913265589325609	0.09937489152197121	0.2818760029137606	-0.1312128915793911	0.40404669523311065	0.45857803844723966	0.26339097594827077	-0.28830065032128505	0.19237893828439379	0.42085687688037854	0.5724612685828228	0.11437572615060532	0.3009976839982381	0.08669602783458696	0.1756314723036837	0.4346883799135882	0.5104112412800081	0.25641320574869564	0.2458765740466293	0.28758536799648815	261
0.002766742706298828	0.00049888373250187	0.000781550407409668	0.00017330347487068366	0.1	True	0.0	3	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'preprocessing_1__k': 3}	-0.13658094947613209	0.14890845389565743	0.6718480813499548	0.3085358058557215	0.5941046280072833	0.3778313080253888	0.4154769940787436	0.5247597145059424	0.5244598794368371	0.048880299153490125	0.4923036791535844	-0.11577097556019611	0.06804115980171666	0.3232641753180131	0.4410490238415401	0.1287153769934143	0.7196982496453053	-0.15532888655787058	0.41717666417712196	0.5095112056150384	0.41350506776134577	-0.44097457907841076	0.5961619968347358	0.5564165201667384	-0.01696049712342318	-0.15753787481098902	0.644480785800728	0.24038773517129863	0.30858968535670384	0.5400550803385737	0.6856633767044858	0.7681292072091085	-0.19643404234567163	0.15023179767868378	0.30279762631858953	-0.1335660379492325	0.35666265963215626	0.47515040687089216	0.4140828022120775	-0.03198093944528768	0.3423689358130284	0.5219480052969466	0.6363275855920796	0.25073254683977697	0.32695083336721587	0.2839007474723213	0.08009871307304683	0.5290218871423202	0.5247158347554632	0.5088411941088251	0.31573301896049366	0.2797588293284688	217
0.002737631797790527	0.0005235277488702891	0.0007197237014770507	0.00013381691118047938	0.1	True	0.0	4	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'preprocessing_1__k': 4}	-0.07826021320181176	0.3370362657824041	0.7899631018207044	0.3393834356494382	0.6456278499929672	0.37915083378423187	0.4256148766499923	0.5861472528758596	0.5931322345063648	0.263887425256103	0.5922161460387032	-0.13102868869158435	0.4123813151933541	0.2754259353597289	0.5264693759009995	0.32240204376391446	0.7202013738516682	0.21163201497126238	0.500484089073626	0.5111231167850494	0.43383616661933344	0.07092331943787455	0.6781226077516067	0.6202404044760712	-0.01668358391305169	0.31750207357068616	0.6049148534422051	0.20678080867130422	0.30659924657932436	0.5845112593078909	0.7301591512418333	0.7666004697374182	0.0426133657154264	0.46588800785770923	0.2947481320169947	0.03283950309396888	0.5702760063750845	0.4361344334028453	0.2130797040396959	0.22709632218170583	0.574132652697607	0.5934578760364871	0.6991067793885265	0.49247144573278545	0.5173824719304408	0.5323873032267978	0.2949343680979051	0.515763969316326	0.6193019968353459	0.6313432323863553	0.4255890826523496	0.22370130029916097	119
0.0034705209732055664	0.001330585892186633	0.001019124984741211	0.0013093160137392936	0.1	True	0.0	5	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'preprocessing_1__k': 5}	-0.08156975040762782	0.47436380143902	0.7939275813784564	0.3242455000777983	0.6735121098870369	0.37799967801661294	0.5211074506954451	0.6548436864953389	0.5468760385787068	0.22766354097287	0.6575038168378222	-0.13290671391734898	0.3615151908211247	-0.14872187872749665	0.5276015333850679	-0.3046703693153867	0.7973481901255054	0.2869672065075579	0.35506464458285514	0.466766384396915	0.6353897055682278	0.17191895520461487	0.6765155052420821	0.6057038401387584	-0.02666621447598949	0.2961287400714774	0.6575084562131435	0.2012138956707502	0.5953961701392159	0.5302315483754068	0.6901107376016125	0.7643319134021196	0.07692131198503949	0.5018726048602171	0.37853766586189974	-0.01468986990804022	0.598739274108768	0.2654833956871774	0.3619524138662509	0.28781215183611875	0.5973379564957816	0.6192180451957818	0.6897599603682945	0.5648241395413145	0.5108106916926483	0.5411347699676681	0.41078820605581745	0.6330185224771172	0.6158159969656368	0.4222655909719565	0.42477647446022276	0.260930099311028	124
0.0034360694885253906	0.0007011860413861695	0.0008507537841796875	0.00021072850478647573	0.1	True	0.0	6	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'preprocessing_1__k': 6}	-0.061373732670383596	0.5976380521157353	0.7726304826679694	0.32624387283538536	0.673334153506333	0.2623496370806112	0.5165726226020182	0.7177635552016512	0.5632629232918377	0.3004429219160334	0.6578477323857673	0.14547625695869937	0.49922669501880823	-0.11505557871928884	0.4936690597817156	-0.11491123568839212	0.8904241398294879	0.3070021291178052	0.2627139209203433	0.46986211204754846	0.7130069523640328	0.0867852785726978	0.6230073902613459	0.6271808178502551	0.2692516935040822	0.28876627062528215	0.6841801285816187	0.40219171692018796	0.5624627328740153	0.5302461664174479	0.6871132418170136	0.89194811898781	0.011062627078827103	0.42876205063989026	0.47212259975006454	0.25072271588903394	0.6502444566448228	0.2433134080813525	0.5027109518210175	0.05494175887661379	0.6474052700810069	0.517631854914731	0.7990707327840179	0.5840615688082934	0.5087424210914835	0.5451225467021141	0.47255900157545405	0.6802404655385095	0.613067718476515	0.4882037189850663	0.46002492193428574	0.2459239561168335	22
0.0027730274200439453	0.0006175921587983413	0.0006514787673950195	0.00014000707348323124	0.1	True	0.0	7	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'preprocessing_1__k': 7}	-0.06197467183092087	0.5447410009975834	0.7722240394706255	0.5295588564784237	0.6485767496450667	0.40389058694346514	0.5757528286881377	0.7493596785886019	0.563372116353161	0.061692358896727195	0.7799436628932094	-0.00913358223053784	0.5070809814342427	-0.14155162184297687	0.4920205247467394	-0.1167513792752275	0.890708480327071	0.33514568383040044	0.31790078745691897	0.6512701403699528	0.7686662444458354	0.06136286584155681	0.6394044344916028	0.6268989457745722	0.1863842404417665	0.28208052177016374	0.7489823729674007	0.2719365485364902	0.5915663700451912	0.5529203083003578	0.685071941918468	0.895094900151533	-0.6380990058407447	0.49210158314524055	0.47224384442402634	0.3033896045112736	0.6394727655536295	0.25873691004834687	0.4558898555836932	0.05181736180396923	0.6478938879647413	0.5172069102759982	0.7966183153446342	0.6246886742626447	0.5241584201875773	0.5521034070619235	0.47295237168391535	0.6717359499658397	0.4883588636184858	0.4887531249316739	0.4524843952230494	0.2992335329717453	49
0.0033296060562133787	0.0006747678414112944	0.000779714584350586	0.0001720845236487018	0.1	True	0.0	8	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'preprocessing_1__k': 8}	-0.25225635453069994	0.5451829906340347	0.375676890474965	0.5456482760288284	0.5929546079320924	0.4550846535908436	0.5775352010643888	0.7289733757972816	0.5899587445608938	0.06229180251276889	0.796650677034913	0.012089651775197718	0.5070074814806549	-0.13898870524671025	0.5221191556645861	-0.08895415118370797	0.8961925672410281	0.33225145058959094	0.31699379072311806	0.6504900589423566	0.7506800719423802	0.06248752004912428	0.6375191678689597	0.2907924850247119	0.22241071966374282	0.16204720634662773	0.7494388698045698	0.23867900580739143	0.5934160893275914	0.6189814243351519	0.6925816451682434	0.8969232024976462	-0.6378279919883576	0.5149806765798413	0.5219598657588701	0.3219403884020837	0.640283305034899	0.2581700415753275	0.4564409624178831	0.11188170959728849	0.6457463475824998	0.5647123312784743	0.8141013389348946	0.6183912212954317	0.44038467156216343	0.6019057510294988	0.5160772159342706	0.6905208997769594	0.5071423255022125	0.49715913034896586	0.44053659527091543	0.30341798805710324	77
0.0035375404357910157	0.0012045589348388007	0.0008537626266479492	0.0006860304574795176	0.1	True	0.0	9	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'preprocessing_1__k': 9}	-0.16992158198670215	0.5326624709782931	0.3893022167437713	0.5339507914593034	0.6073227602438418	0.45621927403873586	0.261690747790121	0.7409228916232731	0.5506135034938829	0.02937044043653092	0.8034123516661675	-0.5052812828720512	0.47351183645380857	-0.12369615735046624	0.4752251877839613	-0.0035856618834397835	0.910521561150216	0.1624715986224875	0.31262774430269535	0.6665974764550895	0.7480636875948357	0.05593039237048547	0.6825296219635753	0.31156639012168885	0.28754479397422505	0.11758888997637984	0.7490673104579219	0.2648641462135829	0.005444874999526839	0.6483359515270489	0.6682003612402168	0.9063038041641147	-0.5866995799017058	0.5105463849913919	0.49881513930966925	0.38662173722381465	0.6566653520464005	0.221426145876648	0.43399004384257467	0.12850908544459105	0.6465137329413706	0.5936620880764412	0.7859845028687004	0.6288275365869695	0.4753503310217103	-0.0010690998270153074	0.5240600607006808	0.690393882842401	0.5144769453203424	0.5159429171094873	0.40346791200455184	0.3284433697243914	154
0.0034972810745239257	0.0007719556732640916	0.000707855224609375	0.0001652704173901445	0.1	True	0.0	10	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'preprocessing_1__k': 10}	-0.11752543456619202	0.5406845419358425	0.4134786459364864	0.5539474106521747	0.5883820995191642	0.44932713451314166	0.07741999974523273	0.7431388118359437	0.5483491832610746	0.06259910317152162	0.8177388464772577	-0.4220657535635728	0.45811274097891364	-0.05283656142302018	0.5150522377055231	-0.008593516435935422	0.9143759929462858	0.19170340823992305	0.3568502061775817	0.6996773663827613	0.7631687388788386	-0.0031411760971498115	0.6358913740239638	0.3693577457647804	0.29566851056528665	0.17847529929023953	0.7548573580138113	0.3000540359951064	0.12075071238203638	0.6448433589788654	0.4980452421868079	0.9093560209770492	-0.5485904949434448	0.45497785690934545	0.5272453268828514	0.39852521562805354	0.6620792696157956	-0.974831360567826	0.3844349863475486	0.08438726889987158	0.6682590572078084	0.5668100274553526	0.7265986528046533	0.6593460523421859	0.4014674644331263	-0.08534711133946526	0.5217954770291804	0.7277477644974208	0.5175456642692163	0.5518199868842206	0.38082829577611277	0.37221638067483004	175
