mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__loss	param_estimator__max_features	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	split10_test_score	split11_test_score	split12_test_score	split13_test_score	split14_test_score	split15_test_score	split16_test_score	split17_test_score	split18_test_score	split19_test_score	split20_test_score	split21_test_score	split22_test_score	split23_test_score	split24_test_score	split25_test_score	split26_test_score	split27_test_score	split28_test_score	split29_test_score	split30_test_score	split31_test_score	split32_test_score	split33_test_score	split34_test_score	split35_test_score	split36_test_score	split37_test_score	split38_test_score	split39_test_score	split40_test_score	split41_test_score	split42_test_score	split43_test_score	split44_test_score	split45_test_score	split46_test_score	split47_test_score	split48_test_score	split49_test_score	mean_test_score	std_test_score	rank_test_score
0.03561471939086914	0.013035583997214401	0.0011260461807250976	0.00038080023336487163	ls		1	{'estimator__loss': 'ls', 'estimator__max_features': None, 'preprocessing_1__k': 1}	0.6246872890625346	0.49879655666494993	0.5615004447965388	0.6056289848809102	0.6140053814482402	0.5809146224159267	0.6045934353712517	0.6187622748431816	0.5771199354282213	0.5875809139059172	0.6348074252127602	0.4749453534932718	0.6196981630238523	0.5246704895649048	0.653602586805748	0.5977435838307065	0.5651289440934013	0.5735118233484963	0.627085374385254	0.6132401969195573	0.5841236521365758	0.5400887153480372	0.5042431553666118	0.6154184111118985	0.6844530633578345	0.5647222995757211	0.5739920206791922	0.5964477808238922	0.6147929963812682	0.5661318856645494	0.5252356685104063	0.5353828152354987	0.6236665972687249	0.5824075613417302	0.6408291238354351	0.4262905535970649	0.6388852885064276	0.6580855824254939	0.5400013017003111	0.6446646264618232	0.6702543060644484	0.5859941805011221	0.6125419206515135	0.5255575395199994	0.5550988678352747	0.6484129334922413	0.5652949725383617	0.562868815425997	0.5961795882953188	0.6626309987341115	0.5880544200376502	0.051731693822366975	59
0.03322737216949463	0.0004496339548365325	0.0009016370773315429	2.9704345248663157e-05	ls		2	{'estimator__loss': 'ls', 'estimator__max_features': None, 'preprocessing_1__k': 2}	0.8485946996726014	0.7893278101798469	0.8167477801894868	0.8064344330553576	0.8281077421902625	0.8308080177231495	0.8371591353328867	0.8250300783336945	0.7991405592846104	0.8193535448887856	0.814792011537125	0.7865561097982405	0.8122604562457296	0.8067293746232773	0.8463460104218141	0.806508199866097	0.823470444105399	0.825183714007893	0.8404141449086363	0.836297090726518	0.8343205261989761	0.7958478311788587	0.8091585207811638	0.8174368066657055	0.7003837917131643	0.8188586817988592	0.8478011152495265	0.8191945760715754	0.8111987504469835	0.8151677538114187	0.8098319059402372	0.8001863956097494	0.8491797213188095	0.8098713499699057	0.8306880798973542	0.7921307993349637	0.8379034709818615	0.8123491609326562	0.7844255365708993	0.8514034329612687	0.8534515240532323	0.8315715604265969	0.8361265300818972	0.7644559550860217	0.8068341206106453	0.8258748232305808	0.8365736046602047	0.8238776583865894	0.8124451392881713	0.8205047895619768	0.8171663053982252	0.025175125876048733	43
0.040340452194213866	0.0006709929969887829	0.0009662532806396485	6.441500954162412e-05	ls		3	{'estimator__loss': 'ls', 'estimator__max_features': None, 'preprocessing_1__k': 3}	0.8980461789133127	0.8704762856764129	0.876570863821358	0.8684399328565108	0.888562386736657	0.8739479895222586	0.8815031370762854	0.9014144773205128	0.8888543268838324	0.8683154855906807	0.8712310823563885	0.8821831956970554	0.8656935367365844	0.8640042880283716	0.8945587864156581	0.8752387165158981	0.862603686142563	0.9019020834089697	0.8704266119488	0.8898774777431573	0.9169012663186158	0.8623243148114985	0.871030812942363	0.8713031532172408	0.8846599722751158	0.8828480653761334	0.8958237430951862	0.8917196393665896	0.8630527519640636	0.8805039452317724	0.8765335285004155	0.8607580170658904	0.8931842073639442	0.8768721341279831	0.8914908918523266	0.8559355573767963	0.8810512473816294	0.8838667104545184	0.8559311831647839	0.8981497941599698	0.8715433807680337	0.8915518956459527	0.8741105489032185	0.8524002567747777	0.8107618908218774	0.8838851068763295	0.8740432933453008	0.8757220155578656	0.8790612309623652	0.8738118620008086	0.8774936589418927	0.016384232399180725	26
0.04755016326904297	0.0008338283512696308	0.0010081243515014649	7.473314528661422e-05	ls		4	{'estimator__loss': 'ls', 'estimator__max_features': None, 'preprocessing_1__k': 4}	0.9230758141322802	0.9040945741529361	0.9169360693867886	0.9048019785868631	0.9160536857095963	0.9018272124152288	0.9175503622944164	0.9228503386874621	0.9110395902792924	0.9018374715716495	0.9017743124685266	0.9093426448464152	0.9074353235153855	0.9026906877095302	0.9290964613496977	0.9175524650298138	0.8973780994382401	0.9118113766094131	0.9047012436935182	0.9145339922594904	0.9352472542016685	0.9043548993594245	0.8912261386358055	0.912192332858567	0.9178002259029396	0.9180440541047802	0.9193655618704379	0.9210532538204729	0.9037159580295908	0.9143100435834005	0.9053465761083181	0.8957745062878049	0.9249869972064843	0.9033365214912465	0.9274341416513887	0.8815667075495166	0.9189778582520826	0.9157799622214594	0.8927604713023709	0.9268650919801805	0.9089700981664661	0.9226698165544268	0.9050724963641357	0.8987524495239194	0.9051675682192828	0.9157455732452668	0.9077838322589156	0.912776822109956	0.9192620639297171	0.9081641219723716	0.9110177420579788	0.0105595141261827	13
0.05630656719207763	0.010166979267125568	0.0010628318786621094	0.0002709626023275105	ls		5	{'estimator__loss': 'ls', 'estimator__max_features': None, 'preprocessing_1__k': 5}	0.9484266000827952	0.9390607505866116	0.9435372391362651	0.9258106913069563	0.9462770189023655	0.9341473914313183	0.9459497190488432	0.9383560526612524	0.931344296589729	0.9345829825432627	0.9317313591570354	0.9350881572998601	0.9317541975369946	0.9379598986871185	0.9445666324496819	0.9392379495449219	0.9371370513386625	0.948795320146252	0.9215782077848259	0.9497696647214369	0.9538226788922769	0.9271081583637152	0.9289640996487927	0.9376651760046463	0.9478221232917401	0.9435306244978555	0.939650550581298	0.9418346437853652	0.9322754003500137	0.9395577052931805	0.9404398887734099	0.9191185696648136	0.9498353526953727	0.9384614403837981	0.9484420969168813	0.9239211199471841	0.9394387362351032	0.9426782757625712	0.9271366512629793	0.9543247122151135	0.9362052796579406	0.9455625065973093	0.9383764405446752	0.9315995778079129	0.9302153539811083	0.948906060275508	0.934973734311959	0.9373831695367805	0.9413924754884586	0.9370661530698965	0.9384563987358769	0.008111874188785645	1
0.0003547048568725586	1.7457047436109595e-05	0.0	0.0	ls		6	{'estimator__loss': 'ls', 'estimator__max_features': None, 'preprocessing_1__k': 6}																																																					131
0.0004003429412841797	9.00988619161403e-05	0.0	0.0	ls		7	{'estimator__loss': 'ls', 'estimator__max_features': None, 'preprocessing_1__k': 7}																																																					130
0.0005385494232177735	0.0001697680807726514	0.0	0.0	ls		8	{'estimator__loss': 'ls', 'estimator__max_features': None, 'preprocessing_1__k': 8}																																																					129
0.0007691812515258789	0.0002548905752391267	0.0	0.0	ls		9	{'estimator__loss': 'ls', 'estimator__max_features': None, 'preprocessing_1__k': 9}																																																					128
0.0008217096328735352	0.00023937892263362217	0.0	0.0	ls		10	{'estimator__loss': 'ls', 'estimator__max_features': None, 'preprocessing_1__k': 10}																																																					127
