mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__epsilon	param_estimator__fit_intercept	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.029642105102539062	0.005900891273106518	0.0007808685302734375	5.219099780634443e-05	1.0	True	1	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 1}	0.5005078719256895	0.46434619136148614	0.4940853445140282	0.5091168278923319	0.48019959762617404	0.48965116666394193	0.01578680386739943	44
0.046566438674926755	0.005574607985758831	0.0008528709411621093	0.00015228042321306024	1.0	True	2	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 2}	0.5038926914054602	0.4711211471074003	0.507718645004889	0.5093814197068989	0.4851340284336435	0.4954495863316584	0.01492779618728508	38
0.0505582332611084	0.00850266729040085	0.0007475852966308594	8.944478824473545e-06	1.0	True	3	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 3}	0.5120320843433088	0.4821101113641041	0.5173160833201622	0.5143465952573403	0.498126401094272	0.5047862550758375	0.013110758106857428	31
0.0575314998626709	0.011813202940901357	0.0007649421691894531	1.3500977025971914e-05	1.0	True	4	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 4}	0.5134991858794011	0.48276319174986915	0.5150852078853273	0.5176643220282955	0.4965127361040672	0.505104928729392	0.013422271570343692	30
0.06948528289794922	0.00237069638123942	0.0008591651916503906	0.00014501797873636517	1.0	True	5	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 5}	0.5202592675697684	0.4841805693840985	0.5154720956176468	0.5210862442082252	0.49698232717665314	0.5075961007912784	0.014596645903753187	25
0.06853284835815429	0.009252811386906666	0.0008090972900390625	4.749298095703125e-05	1.0	True	6	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 6}	0.5224809354626401	0.48682454076970716	0.5167711372189698	0.520215549134573	0.5029220741317827	0.5098428473435346	0.013364542294634376	23
0.07194175720214843	0.00512020482315413	0.0007984638214111328	5.322942402281606e-05	1.0	True	7	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 7}	0.5239852734979525	0.48748202960214826	0.5181005262997886	0.5176446319942267	0.5034733785255758	0.5101371679839384	0.013184904268921405	22
0.06912751197814941	0.0013093014053079226	0.0007847785949707031	1.4213907029801423e-05	1.0	True	8	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 8}	0.5265673735076946	0.47106665805256653	0.5153216681249863	0.5210899916739418	0.5025290874046465	0.5073149557527672	0.019805848979830447	26
0.07363352775573731	0.001104274832917677	0.000804901123046875	2.6320374509881872e-05	1.0	True	9	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 9}	0.5278164753458215	0.3683973853330311	0.49533204955177035	0.5141613082985941	0.5030133707379261	0.48174411785342863	0.05772006781080393	46
0.07358994483947753	0.002576323456467827	0.0007878303527832031	1.406030994860613e-05	1.0	True	10	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 10}	0.5275029857291055	0.33542863353558794	0.1782731677738506	0.5269440027914002	0.5049455511394849	0.4146188681938859	0.13831055843881415	51
0.02411231994628906	0.003130498039315394	0.0007347583770751954	4.914893618288088e-06	1.0	False	1	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 1}	-0.5728377084132952	-0.5281466738023204	-0.5061574229395975	-0.5226012157283404	-0.5380484763247804	-0.5335582994416668	0.022195427755486098	140
0.036220550537109375	0.005685355954587103	0.0007598400115966797	1.1612722631036227e-05	1.0	False	2	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 2}	-0.5598956674187692	-0.5240117300500344	-0.5039400561573013	-0.5143003864261964	-0.522781519063654	-0.524985871823191	0.018876482230647376	139
0.035019731521606444	0.0022914566917264668	0.0007565498352050781	2.6864177743917986e-06	1.0	False	3	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 3}	-0.5561330940117974	-0.5169974719846926	-0.4969588740354065	-0.5045097993787075	-0.5197876042521108	-0.518877368732543	0.020392150771768102	138
0.04051532745361328	0.0032679806049121045	0.0007708549499511718	7.933859609906416e-06	1.0	False	4	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 4}	-0.5513058287264423	-0.5090290285692733	-0.49035893816544673	-0.4952278647082542	-0.5106589512487931	-0.511316122283642	0.02146101065087407	137
0.0494044303894043	0.009420221668768115	0.0007626056671142578	1.1100785429113294e-05	1.0	False	5	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 5}	-0.5467000722522508	-0.5034538859907283	-0.4843219785241377	-0.49081111652395926	-0.5058452445645794	-0.5062264595711311	0.021741135682394074	135
0.052849626541137694	0.0027708240612323437	0.0007890701293945312	1.5615670717770937e-05	1.0	False	6	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 6}	-0.5398065719903657	-0.5026424669725249	-0.47488996072618894	-0.4886474568884889	-0.4994855979847148	-0.5010944109124567	0.021657405412296816	133
