mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__epsilon	param_estimator__fit_intercept	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.015591192245483398	0.002024381969466315	0.000597381591796875	4.7386338871321435e-05	1.0	True	1	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 1}	0.9939584908832553	0.9996188332663194	0.9994053623736074	0.8752942172990013	0.99852685313512	0.9735466871905347	0.048926074203349414	22
0.02509140968322754	0.0026563561706375877	0.000563955307006836	2.5801076566989937e-05	1.0	True	2	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 2}	0.9939438363827152	0.9996180766969506	0.9994248107886827	0.8766039166372679	0.9985139460974707	0.9738047271556906	0.04840364905979248	11
0.0296964168548584	0.007877599667197158	0.0006717205047607422	0.00013848738495755383	1.0	True	3	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 3}	0.9939498320976707	0.9996256241446384	0.728322768978674	0.49891290411052747	0.9985070361933441	0.8450773163987502	0.20117278813582487	31
0.037013816833496097	0.008838519677309647	0.0007118701934814454	0.00019527057434274263	1.0	True	4	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 4}	0.7406765192038784	0.730622008163369	0.7132924529905966	0.5731637526403373	0.6893123498217136	0.6897803677315952	0.06057937711215938	114
0.043413734436035155	0.01578413856094496	0.0005135536193847656	0.0002568170299925848	1.0	True	5	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 5}	0.7444691840262707		0.7603495686004399	0.6548772732581408	0.7700930602539087			140
0.053264951705932616	0.015147985478739927	0.0006811141967773438	0.00010454804485731201	1.0	True	6	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 6}	0.6796904631262195	0.80763989177338	0.758035618373172	0.6611387726516874	0.7542269707768328	0.732237762658588	0.054225709161300005	55
0.04158563613891601	0.012916442418953771	0.0006540298461914062	5.6442576119005115e-05	1.0	True	7	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 7}	0.6550540315186539	0.8269203294845717	0.7056073649194037	0.6071698454167167	0.6531263223128201	0.6899836073159187	0.07563469062389833	113
0.04416613578796387	0.007708421960002373	0.0006006240844726562	1.1960345905046184e-05	1.0	True	8	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 8}	0.6602701714611625	0.6907222729388585	0.7030340510341642	0.5895564590190852	0.7079977378248463	0.6703572502313724	0.04350734396058656	131
0.02699761390686035	0.003098263595199372	0.0004854679107666016	6.755326961611684e-05	1.0	True	9	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 9}	0.6153920546238194	0.6883443354797079	0.7439436791934234	0.6286203708730445	0.7064794852062268	0.6763600502337882	0.04816419137045329	128
0.0239654541015625	0.004050308566930354	0.0004253864288330078	1.037424963716892e-05	1.0	True	10	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 10}	0.6392683471401508	0.7077058603554052	0.7528931973056602	0.6387662527419515	0.7214422295033189	0.6918681292056345	0.0456357599756752	109
0.007582950592041016	0.0012687504433642922	0.00045142173767089846	3.8768825739283406e-05	1.0	False	1	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 1}	-0.10742930035913734	-0.08483763799781019	-0.09301793136029546	-0.09376175407864462	-0.08828992518673262	-0.09348846979161889	0.007739410037035045	139
0.011793041229248047	0.003311028262397824	0.0004371166229248047	2.247547551855602e-05	1.0	False	2	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 2}	0.7778740405271944	0.7492587546983054	0.74202860695296	0.5593596599556094	0.6925657481453578	0.7046883861476065	0.07734585286260759	67
0.01782670021057129	0.0013062248647830398	0.00045142173767089846	2.3289285257877974e-05	1.0	False	3	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 3}	0.7798173101234959	0.7499165472603913	0.7464608442563248	0.5488300004593714	0.6951017911537972	0.7045081687303688	0.08210071047578667	69
0.021833419799804688	0.004641818489343658	0.00046477317810058596	2.6215464452259766e-05	1.0	False	4	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 4}	0.7523294562876747	0.7421266059028018	0.7469806201921612	0.5829957367776428	0.7001923537132613	0.7052606932772523	0.06356008156254994	66
0.026351213455200195	0.005585521753740224	0.0004435062408447266	2.923109012498746e-05	1.0	False	5	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 5}	0.7676485592904587	0.8240287411459817	0.7708031488973702	0.6545857198120356	0.7887639321537017	0.7614411998627534	0.05684690815761075	45
0.02854132652282715	0.0063198527546700295	0.0005110740661621094	3.433181179581341e-05	1.0	False	6	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 6}	0.7490111542964972	0.8331820095427469	0.690494549016194	0.6495692560915831	0.641361918683188	0.7133457839101179	0.07143191855366836	60
0.025965070724487303	0.004728046508929729	0.0004664421081542969	2.711715524910272e-05	1.0	False	7	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 7}	0.6796965472605299	0.8426780968077551	0.7815582261052472	0.7054195960351921	0.653329771498897	0.7327638354343228	0.06991150595133969	54
