mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__booster	param_estimator__max_depth	param_estimator__n_estimators	param_estimator__random_state	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.019534206390380858	0.002470372455124021	0.001304960250854492	0.0003705938575106643	gbtree	1	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	-0.16696622670699734	-0.19081295351852434	-0.11319840808935777	-0.10771866914908945	-0.208344607521598	-0.15740042483244585	0.040557573369693546	60
0.05832328796386719	0.0031753674056142927	0.001976633071899414	7.944951350304335e-05	gbtree	1	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.6966179960236057	0.6909274209343343	0.7105936368358969	0.7142547478722302	0.7239351966762375	0.7072632640133031	0.011983362624768219	35
0.09613871574401855	0.0013289192817914112	0.0027936458587646484	9.476202492703973e-05	gbtree	1	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.7352554943713964	0.727631146757898	0.7495019294430951	0.7565914169223845	0.7625535370241241	0.7463042335268218	0.013044375624490689	28
0.18849568367004393	0.0028269446232528266	0.004792451858520508	0.0006585222840128293	gbtree	1	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.7528368234497721	0.7456556493472242	0.768579998174374	0.7733969386934507	0.7791035383618712	0.7639122791476632	0.01263674733605519	24
0.022899675369262695	0.0004888478964193069	0.0012636661529541015	1.4223341871334645e-05	gbtree	2	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	-0.0809462512834942	-0.08277684998050217	-0.021601247957724112	0.010365733635887775	-0.08600720014307117	-0.052188019544168775	0.039383452865867086	58
0.08988761901855469	0.0012781540196743527	0.0024179935455322264	6.024463390605441e-05	gbtree	2	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.7405611196534115	0.7310097140763774	0.7562293292191586	0.7618114774370943	0.7703782053973899	0.7519951732582622	0.014305589787357253	26
0.1765427589416504	0.0023880275625379017	0.004027271270751953	0.0001323882874978417	gbtree	2	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.7615249865424933	0.7540967045597491	0.7784117759104388	0.7827952777535061	0.7885657784341411	0.7730765488637051	0.013087822332266463	20
0.3696159839630127	0.03286598831608204	0.007597780227661133	0.0006034885925127232	gbtree	2	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.7723642090999416	0.7660109257445175	0.7888503043972621	0.7956919396962013	0.7955931980674102	0.7837003065962801	0.012273474689892963	15
0.03240847587585449	0.0015095075615868835	0.0012866020202636718	4.7685289356971646e-05	gbtree	3	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	-0.048300290120570244	-0.043705667960531214	0.017234584487882287	0.047925972226246394	-0.04360007378365305	-0.01408460598559314	0.03935988392444997	56
0.13910255432128907	0.0034116655629686586	0.0030631065368652345	7.443512043060435e-05	gbtree	3	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.7570667366703718	0.7496410129120565	0.7745256367907207	0.7829872313124535	0.7883232506474533	0.7705060638283115	0.014867960277335448	21
0.27088351249694825	0.004346719572971611	0.005342960357666016	0.0001971598544077441	gbtree	3	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.7722716995278167	0.7659773913851726	0.7906722600251848	0.798817173309688	0.8004985665299343	0.7856451590821831	0.014036024828590829	13
0.5246212005615234	0.002337749534527082	0.009791707992553711	0.0003215133935537399	gbtree	3	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.7784876001084579	0.7743690286243543	0.7948601262201637	0.8081565217392821	0.8013840314748374	0.7914499507466163	0.013032722848126566	7
0.04440383911132813	0.0008819475898284118	0.0014793872833251953	6.424024806869225e-05	gbtree	4	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	-0.0279101131840942	-0.02666523651277264	0.043187173115180943	0.06128000119368615	-0.02001788449437636	0.005978741883049865	0.03829675292736197	53
0.20014443397521972	0.003986617568153632	0.003812360763549805	0.0006582980633280718	gbtree	4	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.7709862533713331	0.7626232520012534	0.7836128715118387	0.7906334503628102	0.7949837101640078	0.7805657146312169	0.012101027898451994	18
