mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__booster	param_estimator__max_depth	param_estimator__n_estimators	param_estimator__random_state	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.0027400970458984373	0.000565041879973166	0.0006330013275146484	0.00010823751851881075	gbtree	1	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	-0.0862787377818286	-0.2090243191402985	0.0033535171311520617	0.4011647649666583	0.13092437897132314	0.047506559457439514	0.20920757029991463	59
0.0062526226043701175	0.000858661533307117	0.0007731914520263672	0.0001141880141690228	gbtree	1	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.8340941906508368	0.7552156776348284	0.9277957473957803	0.8679097425870227	0.8718224831425578	0.8512389210189324	0.05685902140543062	23
0.011216831207275391	0.000624336976218984	0.0008504867553710937	0.0002177024263496457	gbtree	1	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.8747264197308185	0.8070924570330498	0.9354291731859358	0.8548273433074992	0.8966772961114968	0.8736063444257238	0.04283230482481219	9
0.02004714012145996	0.0014539479753883245	0.0008546829223632813	0.00013254386808334638	gbtree	1	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.8804544604258961	0.8288656632008675	0.9339280488019971	0.8572065929481418	0.9028643609072359	0.8805241992464478	0.03630140106593764	1
0.002503776550292969	0.0002755538176394856	0.0006077289581298828	3.8147568698041213e-05	gbtree	2	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	-0.09035542269537444	-0.022282039940387577	0.17541187505992462	0.4429823566217599	0.22939970476949834	0.1465132544485784	0.1903234725278678	51
0.00731511116027832	0.0004116722840806777	0.0006688117980957031	0.00012801052089549315	gbtree	2	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.8830190938170979	0.7978206705380259	0.9210767861348511	0.8771757832048104	0.8908760578149678	0.8738874998144474	0.0410841310955294	5
0.014068698883056641	0.0002662459290178335	0.0007071495056152344	7.589309411419014e-05	gbtree	2	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.8822515102868559	0.8289110856156465	0.9101279716358439	0.8736859383189961	0.9035730515336259	0.8795598288363354	0.028725792964186706	3
0.027926301956176756	0.0006968433461528454	0.0008746623992919922	6.250689507379845e-05	gbtree	2	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.8700209980343001	0.8297005933103452	0.8975911133392509	0.8751461850277096	0.8964690374453661	0.8736429222111807	0.02467222740327597	7
0.0028118133544921876	0.0003480058265059554	0.0005147457122802734	4.2999238558394616e-05	gbtree	3	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	-0.18315334340293776	-0.03793102429097961	0.16747507954783147	0.44354415164772576	0.2757874833143863	0.13224734348929845	0.22275343627060462	53
0.009896326065063476	0.0008076182713560433	0.0007022857666015625	7.219897212676845e-05	gbtree	3	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.815457973660873	0.8102011423685902	0.9016182981861534	0.8802322323431289	0.8934471438619773	0.8599822021987494	0.03933815835060141	15
0.019202136993408205	0.0007009981359869925	0.0008792877197265625	0.0001431518835780273	gbtree	3	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.8277309370682252	0.8379875395864288	0.8897173867700703	0.8778458820216425	0.8932239913134862	0.8651255319811435	0.02716358567712572	11
0.03816986083984375	0.0005411942097329977	0.0009253978729248047	0.00012143317108659282	gbtree	3	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.817286897609219	0.8397956449340701	0.8826945724471894	0.8807657998102593	0.8879929165081937	0.8615418470778466	0.02811008274910965	13
0.0029737472534179686	0.0002555281928886458	0.0006194591522216796	0.000107839061101099	gbtree	4	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	-0.20541919930294683	-0.028148557217388515	0.15960960311033967	0.4325761597906638	0.2765821746623188	0.12609951961454882	0.22461611547122268	55
0.012300729751586914	0.0007956601040224183	0.0006702899932861328	9.482355001698227e-05	gbtree	4	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.8086272640761509	0.7790877067025513	0.9028546154998177	0.8907757932627083	0.8860668364533738	0.8532775099080119	0.04996265033831159	21
