mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__booster	param_estimator__max_depth	param_estimator__n_estimators	param_estimator__random_state	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.0018109798431396485	0.0005061193578847781	0.0005304813385009766	8.457712170724304e-05	gbtree	1	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.312627439517429	0.325609548297491	0.36474189128571477	0.20044603998255883	0.4010169900469174	0.3208883818260222	0.0677356840029891	39
0.0037024497985839845	7.044458504026805e-05	0.000472259521484375	3.916351567488399e-05	gbtree	1	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.6882615376290173	0.5416647384286912	0.4054033856992766	0.1828028196646182	0.6735375368045882	0.4983340036452384	0.18806505607878518	31
0.006709623336791992	0.0001546772867390295	0.0005195140838623047	1.0836904694903862e-05	gbtree	1	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.7769106028690573	0.600777095101618	0.5062464261400187	0.2953631216655307	0.7533849703959173	0.5865364432344284	0.17635869010436492	27
0.012610054016113282	6.678148236823715e-05	0.0005582809448242187	2.3516146760598584e-05	gbtree	1	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.8493194714899938	0.7039500032545116	0.6033415199765237	0.41397816376544205	0.8400324888406716	0.6821243294654284	0.1621571210898916	9
0.0016688823699951172	6.838888889343951e-05	0.00047855377197265626	1.3353483861135277e-05	gbtree	2	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.410865270103954	0.40193339501156544	0.4440505788345537	0.45726412711861086	0.535425933170963	0.4499078608479293	0.04738699476473052	37
0.005237388610839844	9.619501566710888e-05	0.0004889965057373047	1.70718357883133e-05	gbtree	2	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.7409191970039717	0.6569648265914136	0.6294390990815002	0.37332342735715396	0.8212637535862011	0.6443820607240482	0.15130165417017852	26
0.009654569625854491	0.00019990333120463712	0.0005551815032958984	4.0678038646069254e-05	gbtree	2	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.7633193928608963	0.7066270878957022	0.6695094003627433	0.3591861555700401	0.8611786795440886	0.6719641432466941	0.16922502028230627	12
0.01857914924621582	0.00012312509758256974	0.0006365776062011719	3.943792117834596e-05	gbtree	2	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.7620974439908941	0.7272814334261397	0.6955242909799988	0.3785459680610428	0.8636994434397631	0.6854297159795678	0.16351705579623116	8
0.001966524124145508	5.869987433844169e-05	0.0004922389984130859	3.682300664745746e-05	gbtree	3	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.44778522012521216	0.42422804542221626	0.4786878663682891	0.5403435045908975	0.5835872869821186	0.49492638469774675	0.05900458359208496	34
0.006966924667358399	0.00014953073484545574	0.0005254745483398438	1.3572698767898248e-05	gbtree	3	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.7819070798589771	0.6621387056875473	0.6684352369682521	0.47016451651493074	0.8454247371454333	0.6856140552350282	0.12812221369615748	5
0.012999153137207032	0.0004325744281950738	0.0005897998809814454	2.314669925483773e-05	gbtree	3	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.8037848541774513	0.689297507026468	0.6773079339437107	0.47213919105474345	0.8506790867621202	0.6986417145928988	0.13116118322034448	3
0.025369739532470702	0.0005678313466377986	0.0006591320037841797	2.417362174581279e-05	gbtree	3	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.8074152721690838	0.6963436745705123	0.6871866521512917	0.4903687400517399	0.852834622801045	0.7068297923487346	0.12552772446793992	1
0.002390623092651367	6.898945525187559e-05	0.0005021572113037109	2.2009741263332097e-05	gbtree	4	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.41173782280280236	0.4881565948470724	0.4823887960267289	0.5636307682877113	0.5263849821398094	0.4944597928208249	0.05066005359660729	35
0.008939409255981445	0.00016243418425155765	0.0005465984344482422	1.6271679388023413e-05	gbtree	4	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.723284667354332	0.7079989370315138	0.6633476402469592	0.4302126803918138	0.7274106535004716	0.6504509157050181	0.1124371265883638	23
