mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__criterion	param_estimator__max_features	param_estimator__min_weight_fraction_leaf	param_estimator__random_state	param_estimator__splitter	param_preprocessing_2__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.006758451461791992	0.005671780317420705	0.0010805606842041015	0.00012214799733653695	mse		0.0	3111696	best	1	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'best', 'preprocessing_2__k': 1}	-0.9332538384219067	-0.3740015975325772	-0.6320363724299121	-0.6104732594576094	-0.725925218326936	-0.6551380572337884	0.1810665904555558	633
0.00527486801147461	0.0016346506955384685	0.001225900650024414	0.0001900677578083443	mse		0.0	3111696	best	2	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'best', 'preprocessing_2__k': 2}	0.20279087632827686	0.47633051491154665	0.5731954306028348	0.0895289912222954	0.0755258797950944	0.2834743385720097	0.20420528703526364	194
0.007612276077270508	0.004167198839574188	0.0021433353424072264	0.0015329673554941566	mse		0.0	3111696	best	3	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'best', 'preprocessing_2__k': 3}	0.6915053337712813	0.7564654795825576	0.7421436036567652	0.613432045923177	0.6670117749550102	0.6941116475777582	0.05185646201087635	3
0.01228346824645996	0.0140038566040346	0.004242753982543946	0.0040477226800758655	mse		0.0	3111696	best	4	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'best', 'preprocessing_2__k': 4}	0.6094728203376365	0.7350599062235821	0.7771160143835822	0.6339028999910734	0.652346836604285	0.6815796955080319	0.06374066124501959	11
0.004603910446166992	0.0010430308400627096	0.0008691787719726562	0.00015159256980995896	mse		0.0	3111696	best	5	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'best', 'preprocessing_2__k': 5}	0.6455651493454206	0.753954711753851	0.7766028262812592	0.5980402619530668	0.6213158909486729	0.6790957680564542	0.07231085605157338	15
0.0054511547088623045	0.00015574741080599225	0.0012466907501220703	6.342256867654549e-05	mse		0.0	3111696	best	6	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'best', 'preprocessing_2__k': 6}	0.6869080614243616	0.6641857811301144	0.7765381892527838	0.6221558798976475	0.5414458274447294	0.6582467478299273	0.07719405919930748	23
0.005634212493896484	0.0001343274564865348	0.0011122703552246093	5.041082203791464e-05	mse		0.0	3111696	best	7	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'best', 'preprocessing_2__k': 7}	0.5597728639602337	0.6521653981394606	0.7882889666496286	0.6029429305796621	0.5979624235615298	0.6402265165781029	0.0796418678549073	35
0.008811664581298829	0.004286601010901861	0.001424121856689453	0.00023839313371296238	mse		0.0	3111696	best	8	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'best', 'preprocessing_2__k': 8}	0.6113939048555292	0.640026080729978	0.748886460778856	0.5863511643237205	0.5987599925461387	0.6370835206468445	0.05867022622368591	41
0.006115579605102539	0.0018415197603308005	0.0010843276977539062	0.00041778073397656147	mse		0.0	3111696	best	9	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'best', 'preprocessing_2__k': 9}	0.5500484466570154	0.6449663816216425	0.7792754819433794	0.6370713537083708	0.5868669043164674	0.6396457136493752	0.07790337861442713	37
0.009086418151855468	0.0032743001429653106	0.0014154911041259766	7.773864359186512e-05	mse		0.0	3111696	best	10	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'best', 'preprocessing_2__k': 10}	0.6285548746297285	0.6690852672295112	0.7632859087821359	0.5866625067122356	0.6175208786800819	0.6530218872067386	0.06112071714599433	25
0.0019815921783447265	0.00019582562498193063	0.0007205486297607421	6.10395146840344e-05	mse		0.0	3111696	random	1	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'random', 'preprocessing_2__k': 1}	-0.8662210648538013	-0.3590300805291391	-0.2863497083955373	-0.6264522852159411	-0.62421779409475	-0.5524541866178337	0.20847055714337787	625
0.0031574726104736327	0.0006303570919682723	0.000999116897583008	0.0002522817652439616	mse		0.0	3111696	random	2	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'estimator__splitter': 'random', 'preprocessing_2__k': 2}	0.09281717240619292	0.4968265877604804	0.3561719430680551	-0.09366222345852604	-0.12976316618722894	0.1444780627177947	0.24639467412944271	426
