mean_fit_time	mean_score_time	mean_test_score	param_estimator__alpha	param_estimator__fit_intercept	param_estimator__l1_ratio	param_estimator__random_state	param_preprocessing_1__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.001787265141805013	0.0004838307698567708	-0.018079175927989872	0.1	True	0.0	3111696	1	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 1}	546	0.007088392178421832	-0.02865552326365961	-0.03267039669873184	0.00027104074034271395	5.380459336909897e-05	0.01787147942893119
0.0021371046702067056	0.00047850608825683594	0.6454450913266158	0.1	True	0.0	3111696	2	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 2}	452	0.685623893401398	0.6292643412653611	0.6214470393130882	5.2749388480885826e-05	4.989731201280677e-06	0.028589387944674437
0.002383708953857422	0.00048613548278808594	0.6575629499815495	0.1	True	0.0	3111696	3	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 3}	409	0.7018484305484609	0.6353442896180516	0.6354961297781365	5.9991534584082766e-05	1.3025308345418353e-05	0.03131462497130543
0.0026280085245768228	0.00046698252360026043	0.6899857911650785	0.1	True	0.0	3111696	4	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 4}	185	0.7137175450023205	0.6799107128004998	0.6763291156924154	4.336349764244562e-05	1.2382983499332628e-05	0.01684446624472949
0.00291291872660319	0.0004581610361735026	0.7061435865982999	0.1	True	0.0	3111696	5	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 5}	71	0.7220026403275905	0.6959486632732352	0.7004794561940737	0.00013341734590232156	1.5392725609283946e-05	0.011365568178033077
0.0030443668365478516	0.00043471654256184894	0.7065628575244892	0.1	True	0.0	3111696	6	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 6}	52	0.7081138104280384	0.7069679084372448	0.7046068537081844	0.00015122317437554414	3.6405683430330735e-05	0.0014600767194855185
0.0033016204833984375	0.00044846534729003906	0.7042068221619863	0.1	True	0.0	3111696	7	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 7}	126	0.7079737713822696	0.7061078405465868	0.6985388545571024	5.138385947804412e-05	2.9021198966519376e-05	0.004079609217265596
0.0034583409627278647	0.00045172373453776043	0.7069259176220533	0.1	True	0.0	3111696	8	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 8}	30	0.7058637031792753	0.707311847223941	0.7076022024629434	0.00018237866397658812	2.2202674618878354e-05	0.000760395152991118
0.0036420822143554688	0.0004471143086751302	0.6999661010853161	0.1	True	0.0	3111696	9	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 9}	169	0.6827714152030635	0.7103956512074844	0.7067312368454006	6.840688432513216e-05	1.819529343858471e-05	0.012250167348415171
0.003831783930460612	0.00045228004455566406	0.7003507250734319	0.1	True	0.0	3111696	10	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 10}	163	0.6832699898477956	0.715074162203374	0.702708023169126	5.6226809538209884e-05	1.7099782063523394e-05	0.013090556024345867
0.0013665358225504558	0.00044655799865722656	-0.018078920508823648	0.1	True	0.0001	3111696	1	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_1__k': 1}	545	0.007088650197047075	-0.028655292182197423	-0.0326701195413206	4.182432436131861e-05	6.879797969763802e-06	0.01787147953410951
0.0014028549194335938	0.0004535516103108724	0.6454450167424144	0.1	True	0.0001	3111696	2	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_1__k': 2}	453	0.685623825811094	0.6292642757516801	0.6214469486644687	2.6953604372211525e-05	1.7037987680084688e-05	0.02858939400465587
0.0015977223714192708	0.0004762013753255208	0.657562866654683	0.1	True	0.0001	3111696	3	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_1__k': 3}	410	0.7018483394740429	0.6353442246318662	0.6354960358581396	3.9364023351328186e-05	3.838086611636599e-05	0.031314619469589695
0.0016002655029296875	0.00045752525329589844	0.6899857087357835	0.1	True	0.0001	3111696	4	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_1__k': 4}	186	0.7137175088016572	0.6799106098275716	0.6763290075781216	9.263556433959689e-05	2.165369285772102e-05	0.016844498992119438
