mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__C	param_estimator__intercept_scaling	param_estimator__loss	param_preprocessing_2__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	split10_test_score	split11_test_score	split12_test_score	split13_test_score	split14_test_score	split15_test_score	split16_test_score	split17_test_score	split18_test_score	split19_test_score	split20_test_score	split21_test_score	split22_test_score	split23_test_score	split24_test_score	split25_test_score	split26_test_score	split27_test_score	split28_test_score	split29_test_score	split30_test_score	split31_test_score	split32_test_score	split33_test_score	split34_test_score	split35_test_score	split36_test_score	split37_test_score	split38_test_score	split39_test_score	split40_test_score	split41_test_score	split42_test_score	split43_test_score	split44_test_score	split45_test_score	split46_test_score	split47_test_score	split48_test_score	split49_test_score	mean_test_score	std_test_score	rank_test_score
0.01085115909576416	0.004593266780834291	0.0035705280303955076	0.005013466470169402	0.01	0.1	epsilon_insensitive	1	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'preprocessing_2__k': 1}	0.18765383428359528	0.07478713934795778	0.1848656955825435	0.2009404408258233	0.15574592381648256	0.09383613543858149	0.19092049558248203	0.1569975539214048	0.1507013063164364	0.20650143538234045	0.1978267357482434	0.17163805693281242	0.14644840213506438	0.14731768034315018	0.16285334477200486	0.18283253656955678	0.11120125020278382	0.1837818260623031	0.1348857032660995	0.20632454613394657	0.16601283430217229	0.19605372766177287	0.15436243455735033	0.18062898442384645	0.12323650483042214	0.19682567514101068	0.16567070312118248	0.19545744248365415	0.1396713640636048	0.1312411037377168	0.20323074961721532	0.17084975345808873	0.18390454466299444	0.13479882361945528	0.13952610845625368	0.15620961678178624	0.1873473073956069	0.20321365597391727	0.12208481869620258	0.13969286511540335	0.19263124923829966	0.14864903451116818	0.15734872883202444	0.14226843360983044	0.18583083443795112	0.1485128519579858	0.18578465207257389	0.17084374035422278	0.18599088322684743	0.1446244827541321	0.16401127903516613	0.029806285100450948	782
0.012671198844909668	0.006904011432240818	0.003302001953125	0.0036537903749022985	0.01	0.1	epsilon_insensitive	2	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'preprocessing_2__k': 2}	0.18793146033997787	0.05895736412986119	0.18241261378470786	0.19647545713766856	0.15481362203065618	0.0878769106832552	0.19051373732430366	0.1571300064953648	0.14811458889714169	0.2068604127249607	0.19093405852668366	0.17003448906430485	0.1410579092225157	0.13340658253196513	0.16015274426271087	0.17444970380460345	0.11112395083460536	0.19053539817989185	0.13454927993088206	0.20331906678711398	0.1589213615783458	0.19707412871339047	0.13948627119721835	0.18315578964420742	0.12227727859062099	0.1918308436695778	0.169445862239199	0.19466675257944022	0.13928229475322706	0.12403237269803469	0.19709695153045037	0.1699467694029423	0.18291425628911273	0.13906880268798294	0.13843481017527692	0.15368358427533302	0.18339653451498028	0.20094909582605247	0.11638100380014582	0.14026427581607992	0.17943805371816557	0.1482019849357974	0.15643432650925881	0.1383328375485149	0.18547170667991397	0.1451591088604921	0.18212472851025696	0.16918912908666262	0.1840055004100709	0.14475377613382567	0.16112139098135503	0.030963235915954165	815
0.010427479743957519	0.003992802923077058	0.0023853063583374025	0.0026652523442584784	0.01	0.1	epsilon_insensitive	3	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'preprocessing_2__k': 3}	0.20230208845411524	0.07583850437399486	0.18938532736034153	0.20192746499974457	0.16796927942745699	0.10077797069925265	0.19920127617141814	0.16927391241213718	0.16207584555685228	0.2145792438457259	0.24401799471584673	0.17838308390215962	0.14915722238395113	0.1498381050336418	0.21406589068595394	0.18785522585218783	0.12011914125199286	0.23550189946979672	0.1435263337365309	0.21204948744042196	0.1970409081442589	0.20500466304776788	0.1518187542402517	0.19379589095689154	0.1301178298338158	0.20152217288032148	0.17527945869488504	0.20454255234132335	0.15446100996595857	0.136559177208178	0.20769775447677663	0.1771488340152163	0.19446540348703167	0.14939208516869662	0.14852044996430758	0.20521242371624437	0.19065990757514406	0.21300088067840506	0.128634749278152	0.14920089186723917	0.2415180602253072	0.15629040932158755	0.17020409773197542	0.1476899056800921	0.1935212761057422	0.154998861922916	0.18994600901996894	0.17771030754814277	0.19728779395537233	0.15414626838015133	0.1763046817041129	0.03452002353659784	759
0.01122483730316162	0.0044961875018625815	0.002783660888671875	0.0028293609784847485	0.01	0.1	epsilon_insensitive	4	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'preprocessing_2__k': 4}	0.23275208147418525	0.11251780172921055	0.23732220698369	0.244003913157669	0.2026061037654191	0.12034928899327346	0.2502828848070927	0.22068623279255983	0.1944140825369991	0.2541394813680975	0.2439030873078124	0.22446479573438316	0.1903390976068544	0.18094864297806568	0.21090069571952652	0.23631408427408096	0.13461644340843004	0.2322523526327669	0.1917549249858892	0.2538161012463308	0.19550499932149235	0.2449571814089515	0.19406697853497334	0.25109853146805927	0.15935804076729632	0.2511943193710433	0.22372241876903443	0.20809183779086238	0.19597194021445385	0.1790425851126657	0.25104983926204183	0.22416040478309052	0.23159049465761983	0.19992192904969308	0.17167636951885612	0.20558308004276005	0.23919357392879315	0.26034655647103133	0.14914302299043902	0.18245491739350683	0.24442458038288029	0.2086080413092748	0.19833857871239247	0.18733242777542114	0.22692857033072977	0.20723090852559511	0.24252656898018565	0.21306086009904612	0.2358948432381317	0.1676093645258634	0.21036936136477044	0.03523916505961528	557
0.012888603210449219	0.00527689841414063	0.0037795639038085936	0.0045210920237589835	0.01	0.1	epsilon_insensitive	5	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'preprocessing_2__k': 5}	0.2329865004217908	0.12036396756763701	0.23969408377481516	0.24737657551955017	0.20250969123933904	0.1214316556084789	0.24995669598216508	0.2210827182217442	0.19407482180716074	0.25662151768124974	0.24536192284959824	0.22386449339562842	0.18920772339745573	0.18367612847592352	0.21495512950437823	0.23828667837225093	0.1331272085169316	0.23644174162128606	0.1908357535222458	0.2572570943634709	0.19603298473400022	0.2429801498386467	0.19854291738843022	0.25475084368353584	0.1633131739617253	0.25147959651325247	0.22357106906679014	0.19920573115702378	0.19602491266855349	0.17954699369752392	0.25029566869740605	0.22622036940780277	0.2360739115494952	0.200372869487623	0.16548177849544543	0.2065269826109598	0.2402515239451598	0.2629565728778267	0.14782518321101423	0.18527263747860367	0.24297225670000433	0.20788260664298408	0.20023835422144476	0.18735144175573082	0.22862067954038368	0.21076113509068606	0.2388026513272592	0.21462393980339767	0.23847094094242016	0.16377248946844236	0.2111866893561334	0.03545591716680899	556
0.013757128715515137	0.009348371896218845	0.0038745784759521484	0.004121939135910011	0.01	0.1	epsilon_insensitive	6	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'preprocessing_2__k': 6}	0.23845401019888623	0.10402727017346847	0.2360364066285615	0.2530339293039372	0.20640887343182457	0.11594527267930166	0.253999552748816	0.20647710840447786	0.19642236473760344	0.26584563825737484	0.25964692825425406	0.2274962537227625	0.17900633421448686	0.17315949118803498	0.20795274941576314	0.21637184819633404	0.14448366372571408	0.23481443110469213	0.1915108115637414	0.2562896541046491	0.19825921704566185	0.24910508816749732	0.1820875598283166	0.2370660808727646	0.15276560313824628	0.24790757981430256	0.22473839001339002	0.201729416413284	0.20012299925487786	0.18321262939793437	0.2490963056567087	0.22200158940773573	0.22893273091863986	0.19924789438550394	0.15985306129716603	0.20858935190600603	0.22907145254079364	0.2654149012670306	0.1360726517891604	0.19228926188764073	0.24263213006846174	0.20079939309100536	0.19465933413327408	0.17270642171468442	0.23223106202156418	0.20816731661485155	0.23871546919194198	0.1904550977316949	0.23412285845796943	0.160696583868302	0.20820264047902193	0.03779064276912937	562
0.013137364387512207	0.007513124020275619	0.002803196907043457	0.003158112888383397	0.01	0.1	epsilon_insensitive	7	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'preprocessing_2__k': 7}	0.23216329050220963	0.10648088773438891	0.23725561200418877	0.2522845896591769	0.20166277067649574	0.1183058513330496	0.2486623396693497	0.20542575950284503	0.19021813819096112	0.2669346103564557	0.25637232939293886	0.2273831629064662	0.18017951777793728	0.16987429496057738	0.20864803738838655	0.2160163109606864	0.13986701993305795	0.2294970290472781	0.19820638163824122	0.256231001746411	0.19612658204198108	0.24938270066045576	0.18237690989684385	0.23854600989828112	0.15970213243803077	0.24772405027118094	0.22424565249615624	0.20134397807414095	0.19944663784875383	0.18427221673053296	0.2459709899336584	0.2096451080145305	0.2281715840187747	0.20834036988195292	0.16096247229400762	0.20459133913606997	0.22359436219943485	0.26817493486279753	0.1339571614628614	0.18695677688524515	0.244605423983287	0.2082438477003956	0.19389125390636974	0.1709735285668228	0.23202831590665007	0.2028423308261318	0.25940594618326374	0.19113726747827597	0.22569165400041347	0.14987503007069358	0.2074779100609819	0.0379625971571309	571
0.012213578224182129	0.0055673019058608145	0.002748866081237793	0.003705907835797335	0.01	0.1	epsilon_insensitive	8	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'preprocessing_2__k': 8}	0.2305087100406893	0.10824711440802792	0.23833564479935598	0.25163956162092616	0.20049642387362399	0.1056608302915355	0.24877878738455794	0.2039066861273513	0.19122981439491404	0.25840133710671087	0.25234053519270094	0.22575225524480313	0.1822873325193073	0.17038568184219915	0.20252031154880223	0.21763381231157708	0.13925486727543268	0.22886341381530217	0.19685423841089422	0.2572317656976535	0.19908068904972775	0.24990432746790814	0.180886950586991	0.23935089698606504	0.16084004820291298	0.2533452268289086	0.22159094040282012	0.19822789971810018	0.1962502981547284	0.18352182889230784	0.25046180277141905	0.20372041208685876	0.22997399685925157	0.20810732741972304	0.15802620685936564	0.20222744948482008	0.2227373355106087	0.2703386228364939	0.13537894041455123	0.18864705090108225	0.24294441866196725	0.20898804786315517	0.195385628072257	0.16802025899127182	0.2305696127511625	0.20669894545527656	0.25770917444943087	0.19191571833808208	0.22429549768831247	0.15024320045852624	0.20679435756140907	0.03838979211537265	575
0.013108358383178711	0.007372996896601177	0.0019460201263427734	0.002944206011720895	0.01	0.1	epsilon_insensitive	9	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'preprocessing_2__k': 9}	0.22810852603622123	0.10913995023173328	0.24029579459075756	0.252345666907444	0.20194807110876756	0.10676069685827849	0.2451451719151092	0.20481627546655756	0.17587063009975346	0.2608491185388465	0.24838256221787092	0.22535734706217414	0.18292760528119678	0.17211798407235135	0.202416503612605	0.2161633852075283	0.14196922811051393	0.2315860769066619	0.1968436874208902	0.25676091857676697	0.20004237599409136	0.24454429855032656	0.182030935078055	0.24062078456613478	0.15928534599331579	0.24970752814394537	0.2211693703198938	0.1992943799899516	0.19549687934699433	0.1784871922402408	0.24567412815339384	0.18996251950045395	0.22957265578206487	0.20098540585505553	0.15842546765854204	0.19179744913192298	0.22369163178676388	0.26844319627950164	0.13706462287392018	0.1879329164761263	0.24206047168086686	0.20759658064643027	0.18611107962672313	0.16540961651323216	0.22871704320827912	0.20929118409615777	0.2522718297177997	0.1926872302511291	0.2278269029600597	0.1517562693451826	0.20535524983977166	0.03799431131874892	589
0.011315922737121582	0.0047404722361095285	0.0017303657531738282	0.0017035442894242088	0.01	0.1	epsilon_insensitive	10	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'preprocessing_2__k': 10}	0.22272775484709373	0.09981140462177263	0.2388861369787748	0.25227281106118205	0.20061315813263314	0.10536239086350618	0.2455650642758156	0.20375223842870271	0.17557632687320368	0.2584381047096702	0.24823919374003456	0.22502645436890745	0.18126767962049217	0.16884914191095457	0.20304366399362783	0.21270872056813006	0.13716898488676932	0.22148082039448602	0.19443413809734922	0.2566045023244924	0.19856568992707624	0.2453127172064421	0.1818073368262253	0.24131120858406319	0.1578900166595293	0.24910720059141866	0.2220704869516934	0.19512455481842994	0.19102902302100022	0.17956844628908175	0.24962925352226384	0.18670379494670208	0.2313073000761353	0.19946358635537198	0.15447656603504845	0.188105256647789	0.21985520095131628	0.26874926181855874	0.13654519180896274	0.18687350702608418	0.2421707350646325	0.2026146737593596	0.1864079156756725	0.16364731915819386	0.228145461560728	0.20817391614252467	0.2515792163571017	0.19335047032431818	0.22610827384951737	0.14660519428387297	0.20368254933873428	0.03901197662763449	604
