mean_fit_time	mean_score_time	mean_test_score	param_estimator__epsilon	param_estimator__fit_intercept	param_preprocessing_1__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.024853626887003582	0.0006558895111083984	0.3042710826912516	1.0	True	1	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 1}	140	0.32026493428280867	0.40698850521819996	0.18536711156561902	0.005190278644168399	7.72456573111498e-05	0.0910093710598116
0.017095645268758137	0.0003712177276611328	0.42183786174669546	1.0	True	2	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 2}	126	0.4466897198111702	0.48918761321394033	0.32933683223829546	0.0010137787191101125	1.2906940492414977e-05	0.06748485146789893
0.01333324114481608	0.00037821133931477863	0.5755647690131291	1.0	True	3	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 3}	112	0.5876290095595277	0.6496221260839178	0.4892978191002023	0.0006223606767362436	5.455335712982977e-06	0.06588242845052696
0.01831841468811035	0.000387271245320638	0.7166951071671258	1.0	True	4	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 4}	21	0.7554602065369889	0.7874092533722885	0.6067488122021014	0.004208588426307164	3.703929802615288e-05	0.07860254094631129
0.033584992090861	0.0006533463795979818	0.7169705461186386	1.0	True	5	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 5}	20	0.7604099490355616	0.7860356873533704	0.6039426356667796	0.017208325470215606	0.0003899263923553147	0.08036831599034609
0.044804652531941734	0.0005522569020589193	0.7142022900920324	1.0	True	6	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 6}	45	0.7585817108367077	0.7872078879287437	0.5962825796944449	0.021565754274960658	0.0001312163580593491	0.08395082918709328
0.022062301635742188	0.0003631909688313802	0.7117106612837123	1.0	True	7	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 7}	74	0.761191701754401	0.77780407767373	0.5955400473089012	0.002015051554550885	6.051429055786602e-06	0.08217959152452575
0.029561916987101238	0.00037225087483723957	0.7127417374732454	1.0	True	8	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 8}	57	0.7570088781854549	0.7842492311500296	0.5964337640395262	0.013088182368087814	5.510627690429598e-06	0.08274772757334695
0.02686142921447754	0.0003734429677327474	0.702129329633502	1.0	True	9	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 9}	95	0.7352596543069114	0.787659291139791	0.58306988291557	0.008725860892376707	1.4161787091034403e-05	0.0866236369275046
0.027505159378051758	0.00037988026936848957	0.6949775117928345	1.0	True	10	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': True, 'preprocessing_1__k': 10}	98	0.7304985470929889	0.7759302498423344	0.5780757741624555	0.008791722325607217	1.2276949257740986e-05	0.08447943045669606
0.0112306276957194	0.0003693103790283203	0.31161180432075447	1.0	False	1	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 1}	133	0.32479070955287614	0.40694704744146637	0.20293887397717247	0.002749626805501043	1.046872062687881e-05	0.08364626495811009
0.010660171508789062	0.0003589789072672526	0.4232813622827041	1.0	False	2	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 2}	124	0.444034848860545	0.4869551619138146	0.3386040340667905	0.0014626369875538263	5.184652465279926e-06	0.06221965692965819
0.014999469121297201	0.00036676724751790363	0.580802495155182	1.0	False	3	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 3}	111	0.5897609386300023	0.6508217266099762	0.5017168871716541	0.004363573971395568	5.224698357230378e-06	0.06108325738464728
0.01498103141784668	0.0003749529520670573	0.7121088824457363	1.0	False	4	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 4}	71	0.753828201968746	0.7817444122449211	0.6002513907196503	0.003681784278655122	5.959934634924785e-06	0.07967891038042747
0.021104176839192707	0.00037590662638346356	0.7173834550340047	1.0	False	5	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 5}	14	0.7599543251475005	0.7840504226879852	0.607632715216968	0.0030407884350948503	1.1203700313535794e-05	0.07799685430147252
0.02172430356343587	0.00038544336954752606	0.7169858041729656	1.0	False	6	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 6}	19	0.7593231388019334	0.7867227142264583	0.6044014711214818	0.0033092396995095972	6.844823519431583e-06	0.08015631457861906
0.035603602727254234	0.0008333524068196615	0.7126617104482175	1.0	False	7	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 7}	60	0.760709691708537	0.7819661922372985	0.5947303560583312	0.02214344550409713	0.0003273824432981269	0.0835925619763832
0.05468034744262695	0.0005695819854736328	0.707941212754618	1.0	False	8	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 8}	92	0.7591576790288416	0.7809530401537252	0.5830958532225614	0.016977449120323836	0.0001284155017153631	0.08846380390279734
0.02786707878112793	0.00038814544677734375	0.7010284327556199	1.0	False	9	{'estimator__epsilon': 1.0, 'estimator__fit_intercept': False, 'preprocessing_1__k': 9}	96	0.7255719172958366	0.7816234775588989	0.5955941987791097	0.012996003868802938	1.0836904694903862e-05	0.07777894505098985
