mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__criterion	param_estimator__max_features	param_estimator__min_weight_fraction_leaf	param_estimator__splitter	param_preprocessing_2__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	split10_test_score	split11_test_score	split12_test_score	split13_test_score	split14_test_score	split15_test_score	split16_test_score	split17_test_score	split18_test_score	split19_test_score	split20_test_score	split21_test_score	split22_test_score	split23_test_score	split24_test_score	split25_test_score	split26_test_score	split27_test_score	split28_test_score	split29_test_score	split30_test_score	split31_test_score	split32_test_score	split33_test_score	split34_test_score	split35_test_score	split36_test_score	split37_test_score	split38_test_score	split39_test_score	split40_test_score	split41_test_score	split42_test_score	split43_test_score	split44_test_score	split45_test_score	split46_test_score	split47_test_score	split48_test_score	split49_test_score	mean_test_score	std_test_score	rank_test_score
0.0036371326446533203	0.0008083394553039977	0.0010892295837402345	0.0002835616239589228	mse		0.0	best	1	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 1}	-1.297287027685286	-1.1511155955530317	-0.5932762730509771	-0.8125519196411581	-0.33507612518788776	-0.9749292720035583	-0.6953136728267146	-0.29451844899933666	-0.6293941694737191	-0.328618121356818	-0.6573572454458154	-0.6304200702346345	-0.7592359590040252	-0.7380367876627298	-0.615164087550947	-0.7177298708009912	-0.7082453099056008	-0.6405887216542818	-1.1552680659213648	-0.31792215739052954	-0.3861132771577076	-0.8352172591056162	-1.1587384978684665	-0.47312860367868037	-0.5866233642337277	-0.5812248222223175	-0.8130359971429413	-0.7907465259284194	-1.6196036904298419	-0.2225624674013975	-0.6584146281169876	-0.7884048643997674	-0.5041787016009527	-0.9243042989826424	-0.8662951610799119	-0.519011975015822	-0.7382454366310307	-0.5396481124145598	-0.9370159709636978	-0.7926707620863753	-0.9648596854875409	-1.0023919289523056	-0.6111934834638977	-0.7422187872294166	-0.6614743565514232	-1.083177742102956	-0.24441227267581755	-0.8590526519676944	-0.608240053831663	-0.44766737437808835	-0.7202384330890215	0.27681400996606115	421
0.003526906967163086	0.0010577643565559992	0.0009989595413208007	0.0003549768783987688	mse		0.0	best	2	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 2}	-0.9587773498326966	-1.3496978738346033	-0.2834465097267225	-0.9247491632893627	-0.5792034794868506	-0.848004931055014	-0.9808871881100087	-0.7039533624278718	-0.823212050021656	-0.6290255960469642	-0.4256337391334919	-1.1852769270245194	-0.799445929772836	-0.7213750982386062	-0.6292229109763765	-0.6136802596787121	-0.7401875513193223	-0.7314148607617279	-1.0156783219840317	-0.6355591737153243	-0.6931759621013596	-0.4615680140089282	-0.8473077220117475	-0.6215690222302026	-0.6729473512260828	-0.8505499663700797	-0.9332427686383966	-0.9974224554111526	-1.6684473994760882	-0.4626665895711892	-0.7534763256649177	-0.4164500435705978	-0.6575667299526278	-0.9452774918814524	-1.0282007084191376	-0.7963874680947263	-0.392850779593761	-0.682021876168059	-1.0035904876682489	-0.839274287035074	-1.0654653529087574	-1.4330498907032743	-0.9211196446924583	-0.8781515903320201	-0.32522549528238254	-0.9362155637470553	-0.22169082779489724	-0.7636823404907642	-0.34865450157192224	-0.6053617146792452	-0.7760208529546663	0.2837775923933864	434
0.003639254570007324	0.0010237224323456262	0.0009275054931640624	0.0003188607921973268	mse		0.0	best	3	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 3}	-0.5030584917086942	-0.8768257627853322	-0.21730178309537052	-0.7266800417375177	-0.11698142000470146	-0.5506935604677667	-0.5777135685402788	-0.2081757914737552	-0.8831832341414285	-0.4380449228604406	-0.5678105114749286	-1.2408505794357643	-0.5183073100531894	-0.0812077087083729	-0.2911039110031335	-0.4994897683918069	-0.6625652852984492	-0.5343131704105182	-1.0392773203134515	-0.2810271297499205	-0.47318328916428976	-0.3674052746144951	-0.4443070340347193	-0.7945137889307672	-0.508331789023847	-0.4278111408327967	-0.7401489605359217	-0.8735740688543168	-1.1588251193976395	-0.05622105214879003	-0.5784232067415989	-0.5742771608058665	-0.45994911865185584	-0.6260612181211322	-0.5361229099949398	-0.3054586302233888	-0.34383131929124566	-0.3540269612865228	-0.6711151660761778	-0.9686768296197299	-0.6460177226842145	-0.34975915740254826	-0.5958296726841799	-0.5357884155757189	-0.37574846993040345	-0.46698126629769066	-0.22065139564472402	-0.7301576476540101	-0.8298581705396337	-0.5553811094549026	-0.5476609667574577	0.2572322685532724	404
0.003790469169616699	0.0006716784808641999	0.0008695220947265625	0.00023265009537863822	mse		0.0	best	4	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 4}	-0.8745438192315163	-0.9447917723672425	-0.06398402424821992	-0.44496998569140467	-0.06244286910032315	-0.25114098674159613	-0.34326824595172734	-0.3389173387983895	-0.6363091679105091	-0.13302331864928219	-0.527804984548981	-0.7189424794259842	-0.6423894709445317	-0.40546711984359773	-0.32277124819426284	-0.44215994578407525	-0.5037703058773058	-0.2607678947845977	-0.6635080850451702	-0.4565686281296406	-0.10597961262139921	0.028799371768335025	-0.6067391754075295	-0.5629104469147552	-0.31411730950776473	-0.15647751247697284	-0.6961170893068171	-0.4708978403447768	-1.0743198502156064	-0.3035877896087136	-0.5651818833259443	-0.4945547471600755	-0.45113908879391595	-0.4882173821818625	-0.3314289353680204	-0.5716749621794981	-0.31299471773539667	-0.1539941277684258	-0.42404870508979364	-0.44458996772775095	-0.3295348615027369	-0.6245035033711732	-0.09482441062480906	-0.27376950610755113	-0.3074761100784915	-0.191064794435011	-0.14467669667847716	-0.7139403827188295	-0.30323708923615245	-0.31356906436167753	-0.41668619764699905	0.23204381466295726	376
0.004230237007141114	0.0008864192812030093	0.0008639335632324219	0.00014971052675916068	mse		0.0	best	5	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 5}	-0.5572234421992526	-0.5831549660969666	-0.016775769776419036	-0.5817902364664544	0.0407249569550544	0.07858640745300016	-0.4936632426805414	-0.41704986936727284	-0.5682942188266753	-0.060769202613775386	-0.08715187580149264	-0.6369743541286625	-0.34178516473421294	-0.2713600205174922	-0.2646101914575185	-0.531229285074249	-0.12163632431017746	-0.1838189033849984	-0.152067963148802	-0.2676549615865438	0.0010749573673177748	0.10726974536832867	-0.4910988305449957	-0.6082213519847925	-0.04432469560781449	-0.35190637501138444	-0.401980429103199	-0.393254198897826	-0.869139833254059	-0.06472070066327795	-0.36570893299103235	-0.1666786036700565	-0.6592657647613278	-0.7452303798623963	-0.31455861842139665	-0.0572203698761522	-0.7706191068379629	-0.15314765672288466	-0.4929262966591095	-0.3748821599890566	-0.12077913141532726	-0.33287672689154557	-0.3468476692812812	-0.7336740171275178	-0.18797727800275843	-0.1200285584298022	-0.14093466024099266	-0.5656981874497755	-0.31991409606501686	-0.2717776713684854	-0.32749492452318074	0.24111327833582807	348
0.004163661003112793	0.0007323144695045422	0.0008232641220092773	0.00017372613812677786	mse		0.0	best	6	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 6}	-0.4685757831081825	-1.0651110738311917	-0.14218962911670263	-1.0062079778906616	-0.17435337018700747	-0.06341723100709085	-0.4107626080544249	-0.24283018194979555	-0.3056973726729366	-0.20589801090869697	-0.08741541812436093	-0.2991848430291508	-0.3413102045916734	-0.22942013615375756	-0.17448791563942034	-0.39459389244803544	-0.28359723335132325	0.02470275865004401	-0.33759189063118944	0.1264462563609664	-0.1657119203369486	-0.22457153982296596	-0.25668294558106197	-0.28925390887392544	-0.008726992737805972	-0.10792034117435323	-0.2478021157585415	-0.5167155921352626	-0.8439874571039669	0.022008461805941515	-0.3587193097651451	-0.27413213454081053	-0.39361790917171247	-0.24135774372117424	-0.08921491057828268	0.11047261351768112	-0.1760511472452968	-0.01604698335574617	-0.47085729609248905	-0.5852216037483713	-0.4318382127933591	-0.12086575879401629	-0.19249682992531025	-0.7505074344282054	-0.20286481125753042	-0.05909498964722881	-0.14841930946909598	-0.47760083551073307	-0.2070615494177832	-0.3779718431030161	-0.28368656216902216	0.24572717693211077	344
0.00506307601928711	0.0018108674440146238	0.0009323549270629883	0.00017675004759213302	mse		0.0	best	7	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 7}	-0.1569146819946836	-0.567205695198951	0.0762631348141003	-0.400672077899741	-0.23776088214427382	0.004957509672975924	-0.3206448814660998	-0.2108928323264141	-0.540184785021474	-0.1926848795797218	0.1985874823845779	-0.4880238431352051	-0.13174680602874234	-0.1333719687235999	-0.23596957196285584	-0.4485321347366724	-0.14313373520549932	-0.17043978298166107	-0.2539820137306561	0.13247679834554993	0.035911405515051786	-0.29397964217439454	-0.07409512015132513	-0.20397429265429734	-0.20148525203006318	-0.2516452676179084	-0.022634721101587152	-0.49145331431034966	-0.7239473493542805	0.032823337479208736	-0.09174460404178886	-0.21933987915702757	-0.18120245453157757	-0.16206031851209612	-0.18242619897329004	0.12110827849579642	-0.05143620333654497	0.08055209583918765	-0.18935162999960298	-0.35290944846820405	-0.3476918856862261	-0.28924214246118085	-0.37654132167568366	-0.22806829383458083	-0.06367767275745773	-0.09510067240330167	0.14633613512995325	-0.5047471221157247	0.06014629158816032	-0.3858822425207584	-0.19455270305481884	0.20166032937611644	337
0.0009214210510253906	0.00014208567205491713	0.0	0.0	mse		0.0	best	8	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 8}																																																					648
0.0009683465957641601	0.0003030982537572712	0.0	0.0	mse		0.0	best	9	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 9}																																																					647
0.000981130599975586	0.0002605099011912455	0.0	0.0	mse		0.0	best	10	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 10}																																																					646
