mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__criterion	param_estimator__max_features	param_estimator__min_weight_fraction_leaf	param_estimator__splitter	param_preprocessing_2__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	split10_test_score	split11_test_score	split12_test_score	split13_test_score	split14_test_score	split15_test_score	split16_test_score	split17_test_score	split18_test_score	split19_test_score	split20_test_score	split21_test_score	split22_test_score	split23_test_score	split24_test_score	split25_test_score	split26_test_score	split27_test_score	split28_test_score	split29_test_score	split30_test_score	split31_test_score	split32_test_score	split33_test_score	split34_test_score	split35_test_score	split36_test_score	split37_test_score	split38_test_score	split39_test_score	split40_test_score	split41_test_score	split42_test_score	split43_test_score	split44_test_score	split45_test_score	split46_test_score	split47_test_score	split48_test_score	split49_test_score	mean_test_score	std_test_score	rank_test_score
0.0027786779403686525	0.0008880230021914306	0.000971684455871582	0.00033282069268531563	mse		0.0	best	1	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 1}	-0.35971148332656333	-0.35902556695832755	-0.03499036520068821	-0.6532726152050532	-0.7105794471094029	-0.6078428160466915	-0.4585398165900165	-0.6946396641940387	-0.5779536278880717	-0.8251150388088389	-0.4464423436681857	-0.3870466545089948	-0.7146499742523549	-0.22353451148191428	-1.2214124802737105	-0.8597998855892957	-0.5443886909303284	-0.6690566408752123	0.06802440350697148	-0.5874690130745257	-0.6398924823868837	-0.27187100971806855	-0.26451266963353226	-0.2964306656101734	-0.41801107019802686	-0.4519658805642215	-0.12193689768070226	-0.4664634178207947	-0.33447087268435327	-0.8761562937793828	-0.4297096122262696	-0.29451125406776324	-0.6406338620351888	-0.5073288470282149	-0.4749107684831577	-0.6334725063859139	-0.2436850744399479	-0.38231366601089056	-0.23049551093459342	-0.7768042351595252	-0.975996185442144	-0.9456461284701472	-0.740868551985423	-0.3142880088696367	-0.25624514288149713	-0.09041123364174819	-0.6390082717646228	-0.9758075642107951	-0.7568145574254372	-0.4620991500002265	-0.5156041524802906	0.2640467814703098	316
0.0031694746017456054	0.000893172352711416	0.0011023283004760742	0.00027690660991188065	mse		0.0	best	2	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 2}	0.3322627960469704	0.4539177640537837	0.5521142534033515	0.4050432755033353	0.3234487217633042	0.44897433695297095	0.12470150494660237	0.45320895619946744	0.1878456637304744	0.5613053427608493	0.29788429229748814	0.46700331149228125	0.22581407357465155	0.5182349414385021	0.21547315163993708	0.6213699612565565	0.28610197383996394	0.5229078778209719	0.31726059123757244	0.39421308148827927	0.2198899131465708	0.6732347928304596	0.5501964874751466	0.5784972337128973	0.16798881209897165	0.4238377377193455	0.47195287278320086	0.45626727026556757	0.3168190966413482	0.41299216767320257	0.30647417104345864	0.5512642740975832	0.4954432751588478	0.24314475589100026	0.48328989544504464	0.6363904722851956	0.4524109058174385	0.1633584988829221	0.5486474993088231	0.5089470718259896	0.16465578047662732	0.4009091238626017	0.2769279013445337	0.5392793997092211	0.3207471872105261	0.4783756662427411	0.2713106588255634	0.25133365886723236	0.28425481017489396	0.6858625133781873	0.4008757955128492	0.14519845430292505	61
0.0025845766067504883	0.0004689916258524122	0.0008748817443847656	0.00019322419683136903	mse		0.0	best	3	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 3}	0.7432948793856232	0.6400329365062752	0.6915186209911204	0.7037009803654627	0.5465137966864876	0.6528584698080405	0.7072166209625782	0.45673272070286874	0.5514536409681685	0.8151739701239129	0.635876925632223	0.5687731723332792	0.6801541495675778	0.6373079238369239	0.34984307426863126	0.5827691231302545	0.37840128895853997	0.7060173322300534	0.7744290024562046	0.3515351812184636	0.7776228548933792	0.774276958320032	0.7101900430592543	0.6227102149762402	0.4654680830477871	0.7296145335310906	0.6562458351250755	0.28857185136753405	0.775297848142879	0.7385912668588694	0.689351242491528	0.8010626214747734	0.23957186656569784	0.6625023117490283	0.5997555106365914	0.7151461189379638	0.6347288185290583	0.5747454802357446	0.5333607744052808	0.7166006444716354	0.2279255535730299	0.7204921984634427	0.3351519364690657	0.7283236636792026	0.6809952595699125	0.46096805691132536	0.5900715867573347	0.07545331808204303	0.1385884778030545	0.5891942857575094	0.5885236605203611	0.17748959050399565	9
0.0030341863632202147	0.0006404947145205657	0.0009667491912841797	0.00027227206054091234	mse		0.0	best	4	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 4}	0.7215751790138928	0.6423995312747208	0.6938270291516437	0.7007459754852736	0.4673710167674525	0.5493770882921214	0.7086851552417577	0.594169531580615	0.5977599410218573	0.807969525432961	0.6756355460369553	0.6952728871833178	0.7777072687093842	0.7356753729720729	0.4204698058626637	0.49813020614005155	0.46312233691846216	0.7355813081421285	0.7488618877861808	0.22589853044371289	0.6627939552582855	0.763479365986801	0.7024463198789312	0.5941945428377039	0.25125127599988517	0.7555846993226213	0.7041364331796003	0.28153842493352343	0.7393108600652303	0.7627382475059755	0.5839099898348972	0.7940115933409272	0.27463763099399074	0.7215867768286066	0.7244471694378228	0.7853987832405943	0.7490220478213286	0.7158430543915982	0.5582909371793163	0.6145878872380962	0.13530350657708368	0.7490980611138941	0.44157741233822423	0.7075504360859723	0.6615178772923194	0.3401148476580814	0.5849312923618525	0.2109127710729498	0.5329309266269932	0.7018865771428868	0.6053053765400643	0.17434605183763108	6
0.0034296417236328123	0.0007469840842797053	0.0009784460067749023	0.00019535393509381631	mse		0.0	best	5	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 5}	0.7349201595280512	0.6589401382412448	0.6930066392254144	0.6986673133924783	0.5762044136754183	0.504796499770434	0.7143623886940405	0.6655752788116904	0.5711560771795425	0.8120716236019392	0.6977723554016967	0.6660514824217858	0.759994818535732	0.7762402280250447	0.42485658333026	0.7912296936953196	0.6596326390831854	0.7347072837871857	0.773774177193597	0.5524686088407285	0.6431601837997287	0.7851849425464652	0.7351793057818505	0.6559365114461335	0.4816362205081992	0.7439608627260541	0.621752243913356	0.755127585787772	0.7772043025595057	0.7680805086382898	0.6533658711958548	0.786288884820753	0.6615078013592406	0.7052168081876347	0.5581725467876295	0.6504413644171206	0.7082915721645395	0.7393209671992198	0.617357207986001	0.6400901445214839	0.5495578491087572	0.7895652052995771	0.34103791739616063	0.7654377225860932	0.5998503076121146	0.7326268177904856	0.5038742329292498	0.5399789114892739	0.6411359809654515	0.7381560086857222	0.66709850385289	0.10296623287926514	2
0.0010180044174194335	0.0003880773324330791	0.0	0.0	mse		0.0	best	6	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 6}																																																					595
0.0007582426071166993	0.00014705031942273075	0.0	0.0	mse		0.0	best	7	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 7}																																																					596
0.000699610710144043	0.00012336173464072122	0.0	0.0	mse		0.0	best	8	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 8}																																																					597
0.0006583881378173828	6.192870598795979e-05	0.0	0.0	mse		0.0	best	9	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 9}																																																					598
0.0006744623184204102	5.060952573419967e-05	0.0	0.0	mse		0.0	best	10	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__splitter': 'best', 'preprocessing_2__k': 10}																																																					599
