mean_fit_time	mean_score_time	mean_test_score	param_estimator__l1_ratio	param_estimator__random_state	param_preprocessing_2__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.042104085286458336	0.0	0.0	0.0	3111696	1	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	51	0.0	0.0	0.0	0.0014439185598413378	0.0	0.0
0.030233224232991535	0.0	0.0	0.0	3111696	2	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	51	0.0	0.0	0.0	0.0059117516823610685	0.0	0.0
0.02588645617167155	0.0	0.0	0.0	3111696	3	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	51	0.0	0.0	0.0	8.855067025836766e-05	0.0	0.0
0.02543791135152181	0.0	0.0	0.0	3111696	4	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	51	0.0	0.0	0.0	0.0008000754733847028	0.0	0.0
0.024552583694458008	0.0	0.0	0.0	3111696	5	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	51	0.0	0.0	0.0	5.9331586350144834e-05	0.0	0.0
0.024609883626302082	0.0	0.0	0.0	3111696	6	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	51	0.0	0.0	0.0	0.00014155002043660718	0.0	0.0
0.024632056554158527	0.0	0.0	0.0	3111696	7	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	51	0.0	0.0	0.0	0.00023375766039309014	0.0	0.0
0.025385061899820965	0.0	0.0	0.0	3111696	8	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	51	0.0	0.0	0.0	0.0002548139082590817	0.0	0.0
0.02538951237996419	0.0	0.0	0.0	3111696	9	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	51	0.0	0.0	0.0	0.00010762098343956352	0.0	0.0
0.025401989618937176	0.0	0.0	0.0	3111696	10	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	51	0.0	0.0	0.0	0.0001102996831028391	0.0	0.0
0.11935766537984212	0.0015128453572591145	0.013005881901049603	0.0001	3111696	1	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	50	0.012910065578433216	0.012905397252193973	0.013202189923542496	0.0010401744818126673	1.3108445341870014e-05	0.00013882126335179075
0.12647231419881186	0.0015309651692708333	0.018905872507285846	0.0001	3111696	2	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	49	0.018779168017563297	0.018772809540207436	0.01916564928813491	0.0007976490006629553	1.7007934696700334e-06	0.00018370488539071062
0.13713876406351724	0.0016481081644694011	0.0246703241272838	0.0001	3111696	3	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	48	0.024567069858778767	0.024520392551949044	0.024923517569494957	0.009009237317206598	4.3012514896565733e-05	0.00018004280932992818
0.1282342274983724	0.0016597906748453777	0.028075854710080856	0.0001	3111696	4	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	41	0.027991157062032368	0.027911435039000954	0.02832497826201874	0.0003097076206314605	1.6578046153168285e-05	0.00017913517282766516
0.1334535280863444	0.001713116963704427	0.028074064907110213	0.0001	3111696	5	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	47	0.02798811892433195	0.027912831476913036	0.028321250644758766	0.00035058019615572157	1.2266140949342212e-05	0.00017746543873617702
0.13473947842915854	0.0015993913014729817	0.028074887379956472	0.0001	3111696	6	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	44	0.027989996179426102	0.02791110793219287	0.028323564275303248	0.0036366221523239026	0.00011138279352689437	0.00017876297194303192
0.13333392143249512	0.0015793641408284504	0.02807560440510631	0.0001	3111696	7	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	42	0.02799070104583634	0.02791175119576661	0.028324367221663538	0.0008186302734171933	2.019142471299569e-05	0.00017882726366059068
0.12964542706807455	0.001617113749186198	0.02807519841134218	0.0001	3111696	8	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	43	0.027989080363827634	0.027912639461904143	0.028323881745629942	0.00036163927237404094	4.0414273886892254e-05	0.0001785901542484977
0.13440585136413574	0.0016777515411376953	0.028074394165835632	0.0001	3111696	9	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	46	0.027989744520323656	0.027910871498745826	0.028322572707714433	0.0005038978032401552	3.2570107196329566e-05	0.0001784152446866485
0.15106280644734701	0.0018423398335774739	0.028074445877523186	0.0001	3111696	10	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	45	0.027990001554376476	0.027910769584646222	0.028322572707714433	0.01886548984089392	0.0002414160756294154	0.00017840579114195216
0.18026351928710938	0.0021804173787434897	0.3062037465205561	0.01	3111696	1	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	40	0.3047403924644647	0.30570991691069405	0.30816103787317206	0.014615223822977752	0.0006812991661999247	0.0014394752883105663
0.16321285565694174	0.0022684733072916665	0.4399730571234254	0.01	3111696	2	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	36	0.438668527537309	0.4381528331860288	0.44309790664587767	0.019901647047653785	0.00018677741852985244	0.0022195690167133245
0.16728599866231283	0.0026435057322184243	0.570603145818562	0.01	3111696	3	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	32	0.5721559487566915	0.5685645263674234	0.5710888480624607	0.018435758926972624	0.0008180307025407904	0.0015058866116175248
0.15149648984273276	0.0017400582631429036	0.6438148851137864	0.01	3111696	4	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	22	0.6454501435518929	0.6429043028370043	0.6430900886155393	0.02928815701662018	0.0006087154054283899	0.0011588296058921226
0.12218157450358073	0.0013662974039713542	0.6437689425595502	0.01	3111696	5	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	26	0.6453661113253966	0.6428723195667376	0.6430682792525725	0.00016223040726845211	8.552845382586483e-06	0.0011322401556921496
0.12648701667785645	0.0013809998830159504	0.6437664902205328	0.01	3111696	6	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	27	0.6453723261375544	0.6428498689652112	0.643077157387082	0.0001121887146720769	1.023133978518417e-05	0.0011393239976743288
0.13157431284586588	0.0015178521474202473	0.6437620046207079	0.01	3111696	7	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	28	0.6453766762966207	0.6428419235122671	0.6430672952312713	0.0007517343554319972	2.1212853074799114e-05	0.001145488295022744
0.12770001093546549	0.0015689531962076824	0.6437974380630656	0.01	3111696	8	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	23	0.6454418597884334	0.642847502927034	0.6431028304624904	0.00016554072677653356	5.476274029054214e-05	0.0011674870423533038
0.1318647861480713	0.001616080602010091	0.6437838779064259	0.01	3111696	9	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	25	0.6454429468354068	0.6428234170182816	0.6430851477764783	0.0007596930586270687	3.322859009683067e-05	0.0011780377827525245
0.1543238957722982	0.0017902851104736328	0.6437960137848179	0.01	3111696	10	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	24	0.6454429468354068	0.6428598255465242	0.6430851477764783	0.019656753244008607	0.00026495102451480135	0.001168227509709289
0.1420292854309082	0.0015291372934977214	0.34437828822971067	0.1	3111696	1	{'estimator__l1_ratio': 0.1, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	39	0.3414339457257993	0.3433088033282531	0.34839233230610056	0.013464050087119558	0.0001832881582913461	0.002939699678103801
