mean_fit_time	mean_score_time	mean_test_score	param_estimator__l1_ratio	param_estimator__random_state	param_preprocessing_2__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.13132977485656738	0.0	0.0	0.0	3111696	1	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	51	0.0	0.0	0.0	0.018960565018845663	0.0	0.0
0.1318023999532064	0.0	0.0	0.0	3111696	2	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	51	0.0	0.0	0.0	0.021275377702465577	0.0	0.0
0.11870614687601726	0.0	0.0	0.0	3111696	3	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	51	0.0	0.0	0.0	0.013321279645862312	0.0	0.0
0.10516222318013509	0.0	0.0	0.0	3111696	4	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	51	0.0	0.0	0.0	0.000943272414466632	0.0	0.0
0.10521078109741211	0.0	0.0	0.0	3111696	5	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	51	0.0	0.0	0.0	0.0011765749055701194	0.0	0.0
0.10613671938578288	0.0	0.0	0.0	3111696	6	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	51	0.0	0.0	0.0	0.0013182794353968276	0.0	0.0
0.1268904209136963	0.0	0.0	0.0	3111696	7	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	51	0.0	0.0	0.0	0.005756794176702098	0.0	0.0
0.11687723795572917	0.0	0.0	0.0	3111696	8	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	51	0.0	0.0	0.0	0.006512850964291155	0.0	0.0
0.11220971743265788	0.0	0.0	0.0	3111696	9	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	51	0.0	0.0	0.0	0.0049507854429313445	0.0	0.0
0.10868382453918457	0.0	0.0	0.0	3111696	10	{'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	51	0.0	0.0	0.0	0.00018980345204056142	0.0	0.0
0.38805492719014484	0.005538225173950195	0.013680452425013884	0.0001	3111696	1	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	50	0.013660935989273426	0.013653631634216401	0.01372678965155183	0.00226007078632494	0.0007571362534810631	3.290078340628913e-05
0.4234910806020101	0.00540773073832194	0.017157525131801687	0.0001	3111696	2	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	49	0.017112647105893664	0.01714234236620904	0.01721758592330236	0.02021821939679539	0.0007487610877039909	4.4165794668610695e-05
0.5494437217712402	0.007931232452392578	0.01856050177129124	0.0001	3111696	3	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	48	0.018523616346241445	0.018544370603546967	0.018613518364085313	0.006727896149512813	0.0031006596690160188	3.843396182800867e-05
0.4981660048166911	0.007796843846638997	0.01922965508372824	0.0001	3111696	4	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	47	0.01919777426321767	0.019216981195428917	0.019274209792538133	0.03689486027010012	0.0026810502575153683	3.246606555664541e-05
0.586943785349528	0.008051236470540365	0.01987253317721423	0.0001	3111696	5	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	46	0.019846670152621537	0.019851897683308528	0.01991903169571263	0.008059027322580018	0.003019854474418342	3.2948605799338194e-05
0.5372971693674723	0.008792877197265625	0.020423386913548426	0.0001	3111696	6	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	45	0.02040187933576254	0.020399765160364902	0.020468516244517843	0.006114868472712796	0.0025651145091051355	3.1922926136902374e-05
0.6383617719014486	0.007913668950398764	0.020643911697628026	0.0001	3111696	7	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	44	0.02061886438741445	0.020626001045078723	0.020686869660390905	0.040907424965250024	0.00017220956345759714	3.051527370795346e-05
0.5638331572214762	0.0071973005930582685	0.02066304857205274	0.0001	3111696	8	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	43	0.02063634363326572	0.02064613761567302	0.02070666446721947	0.08832699555865794	0.001858293100032154	3.109919887762681e-05
0.6719365914662679	0.009036699930826822	0.020668316060454904	0.0001	3111696	9	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	41	0.02064148569874591	0.020650694364799937	0.02071276811781886	0.11288803958493819	0.0009881425211819756	3.165637308705274e-05
0.5620954036712646	0.007912317911783854	0.020668260476643087	0.0001	3111696	10	{'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	42	0.020641512608936763	0.020650694364799937	0.020712574456192567	0.05440252990883111	0.0010272568451865462	3.155812360091991e-05
0.38763872782389325	0.004766066869099935	0.3466906509622781	0.01	3111696	1	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	40	0.34508142371335215	0.3464911473506781	0.3484993818228038	0.0058947920904672	0.00010077942026534704	0.001402488426042004
0.44678298632303876	0.006254355112711589	0.40510897048867656	0.01	3111696	2	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	36	0.40239297009435737	0.4060389897892549	0.4068949515824175	0.04752091393287582	5.9813557190197e-05	0.0019520350499406445
0.5339107513427734	0.005688826243082683	0.4334846641448209	0.01	3111696	3	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	35	0.43124636850633025	0.43427079805139834	0.4349368258767342	0.017779966267879737	0.000169298494517799	0.0016059003269184617
0.5556445916493734	0.007032950719197591	0.4448202931969338	0.01	3111696	4	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	34	0.44287825679066284	0.44564485318985136	0.4459377696102871	0.03763527442272252	0.0017776520417342576	0.0013784239937458722
0.5788180828094482	0.008382558822631836	0.45866045735892197	0.01	3111696	5	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	30	0.45696956338797723	0.4592015071501432	0.45981030153864544	0.027020790149645424	0.0015260065666082726	0.0012212014487383222
0.6550543308258057	0.008705457051595053	0.4640399325586825	0.01	3111696	6	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	29	0.4625323007568297	0.4644602220995564	0.4651272748196613	0.03789903915601748	0.0019823595202500097	0.0011002893771846851
0.6698753833770752	0.011275450388590494	0.4670431173275983	0.01	3111696	7	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	28	0.465396139429307	0.4676487520828616	0.46808446047062613	0.027261521667718277	0.004633624601278611	0.001178095241731879
0.5860427220662435	0.008799870808919271	0.46713945724658695	0.01	3111696	8	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	25	0.46544594229122127	0.46778425244638033	0.4681881770021593	0.07418601499469249	0.002653988340428859	0.0012087964923084395
0.5766602357228597	0.007352670033772786	0.4671277350166408	0.01	3111696	9	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	26	0.46543324091188387	0.46775832953082075	0.4681916346072177	0.08441026617942574	0.001329152285535847	0.0012111760195775974
0.5209874312082926	0.006168206532796224	0.4671272454382955	0.01	3111696	10	{'estimator__l1_ratio': 0.01, 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	27	0.4654339018006315	0.4677561999070372	0.4681916346072177	0.015542953398607123	9.143020070396012e-05	0.0012104986165331782
