mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__fit_intercept	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	split10_test_score	split11_test_score	split12_test_score	split13_test_score	split14_test_score	split15_test_score	split16_test_score	split17_test_score	split18_test_score	split19_test_score	split20_test_score	split21_test_score	split22_test_score	split23_test_score	split24_test_score	split25_test_score	split26_test_score	split27_test_score	split28_test_score	split29_test_score	split30_test_score	split31_test_score	split32_test_score	split33_test_score	split34_test_score	split35_test_score	split36_test_score	split37_test_score	split38_test_score	split39_test_score	split40_test_score	split41_test_score	split42_test_score	split43_test_score	split44_test_score	split45_test_score	split46_test_score	split47_test_score	split48_test_score	split49_test_score	mean_test_score	std_test_score	rank_test_score
0.03557703971862793	0.01511582128654015	0.001341400146484375	0.0011402872613931014	True	1	{'estimator__fit_intercept': True, 'preprocessing_1__k': 1}	0.5036869930809122	0.4769603714405277	0.5022699042140045	0.5128132436439292	0.4849708940531806	0.47549829027677504	0.5145383418782428	0.4943994166595168	0.5006899315677331	0.4884604360949846	0.4797101667872963	0.4881583566621983	0.5257265001515128	0.4925850709183055	0.4948020485428507	0.4568687156728657	0.5020294047624285	0.5127165249918125	0.5189803249731446	0.49114329884778785	0.4819484326822143	0.46465286691092567	0.509303108195422	0.5336686028349471	0.49016989308643344	0.5056034991153141	0.48945464657296567	0.5030047189129834	0.49465806337635987	0.48871373132765694	0.4842133411314825	0.49027443136432547	0.5206185780474754	0.5006960471760129	0.4863359660363733	0.4903586139177919	0.5128131724074755	0.5004331429874576	0.471341713468741	0.5040292315509766	0.5024738057989384	0.4901290155233956	0.48197518825480756	0.48720017927365644	0.5179665299814402	0.5172722055762131	0.4972507861289407	0.4925646445160029	0.4834417978034091	0.4890546306361794	0.4959725763963265	0.015353622907394485	10
0.02980839252471924	0.01126386358448013	0.001226205825805664	0.00039090265035507827	True	2	{'estimator__fit_intercept': True, 'preprocessing_1__k': 2}	0.5103580321130787	0.4896993244733294	0.5194272176610958	0.5182057751799689	0.4935016393381929	0.48313211101844067	0.5311431197865755	0.5053582642962242	0.5140167702543748	0.48910188016231726	0.4901683324284938	0.5021878510517003	0.533618360007021	0.5020172816106973	0.5043237129320735	0.4664308913645385	0.5142334220740985	0.5255430045213847	0.5306920389543953	0.49545191103325037	0.4912187384410235	0.475614124953902	0.5202405330175353	0.543394557189172	0.5006127769536876	0.5221108950966971	0.5038651321615248	0.5067560981417729	0.5019687564021704	0.49725869411138635	0.48869754049480096	0.5082856300519552	0.533358885731086	0.5052416892801126	0.4966306572899557	0.49902839787574516	0.5248717840842118	0.5159631321052371	0.4785456090649949	0.5113935361471758	0.5163664780485545	0.4979431558744122	0.4884349517037254	0.49756261797586165	0.5300828361479492	0.5236654542788803	0.5137649285203437	0.5046752051433443	0.4951502102795067	0.4924294415242547	0.5060748677670446	0.01638533146173332	9
0.03500979900360107	0.014313037163146858	0.0013828516006469727	0.0008564468843422153	True	3	{'estimator__fit_intercept': True, 'preprocessing_1__k': 3}	0.51888185533579	0.5012899450742369	0.5303482419924144	0.5232962676578481	0.5066030498500984	0.48650834472812143	0.5440308984902746	0.5173073159099844	0.5245083611786756	0.4994715850636927	0.5035473896779897	0.5079894838276622	0.5406693315873907	0.5112908821971689	0.5182865125300316	0.4716013220618124	0.5222178516646474	0.5376150407061606	0.5448093299573067	0.5053431914746833	0.5033489502542728	0.48102833512456267	0.5268558492472967	0.5544041625031249	0.515215858543723	0.5252272286023922	0.5150895264736455	0.5181755434209363	0.5111514278647518	0.5110585501028291	0.4952925234813367	0.522542597277995	0.5444807464647908	0.5104752667054002	0.5090401984676308	0.5070496695109517	0.530141246626729	0.527936739742503	0.49316538716629243	0.5209959535280991	0.5291006030317916	0.5055020502551064	0.4998539214255324	0.5040231982091825	0.5413920482574532	0.5346565339164475	0.5199330317546393	0.5168443731623829	0.5070434334221099	0.5002730871620875	0.5159382848534397	0.01692265063178423	8
0.1869339609146118	0.17199532198899262	0.0012257528305053712	0.0004329802433970959	True	4	{'estimator__fit_intercept': True, 'preprocessing_1__k': 4}	0.5214142449852321	0.5019933330404684	0.5298420244798028	0.5247192011792178	0.5059184275475177	0.48832745739096883	0.5459873681365649	0.5191635030876169	0.5251776760667213	0.49968891069266497	0.5011377224559751	0.508262852061728	0.5405613521226253	0.5129202080130084	0.5204779933660456	0.4731315292375422	0.523320484980597	0.5395680170497584	0.5434222926181737	0.5055538866578788	0.5055089076170753	0.48259664035906813	0.5270512084803533	0.5565031383954864	0.5162373010668488	0.5273665245747752	0.5153400554736026	0.5171678447478111	0.5114933430355844	0.5111449548994982	0.49754420593636883	0.5218081670020951	0.5454324511905244	0.5101956579125273	0.5101024986524386	0.5065628470491186	0.5301901760221552	0.5273250427700147	0.49491909837437453	0.5211020435372486	0.5305490151068483	0.5058147551020713	0.5021985013094983	0.5051191877187386	0.5418207451246411	0.5356812750914877	0.5171760842978437	0.5162229491604103	0.5082583757315449	0.5028922201493209	0.5166382740211896	0.016789427703685484	7
0.039269757270812986	0.020580565560475914	0.0020883655548095703	0.0027916122344730948	True	5	{'estimator__fit_intercept': True, 'preprocessing_1__k': 5}	0.5280044315664942	0.504836247403779	0.5319749145331356	0.528975557109247	0.5070543846514234	0.4930234112219628	0.5504170801296082	0.5240148161881102	0.528646100825531	0.502198620146761	0.5036584803098754	0.5138160795708865	0.5440058952387242	0.5143262762173303	0.5252948078521773	0.47295382541301734	0.528426948820667	0.5446899997580212	0.5454762616485438	0.5052878046545592	0.5111687959930813	0.486656428292387	0.5288852302176532	0.5609233681700534	0.5197447329242519	0.5311514013234099	0.5150739161659844	0.5244800568882482	0.511849655177163	0.5132870633291926	0.5039928750427776	0.5280750598910204	0.5495616011832487	0.5107324178007285	0.5148346829539981	0.5131589957405963	0.5328993874981697	0.5285871011925123	0.5016343582645293	0.5218379113485173	0.5363781647663185	0.5113108043913974	0.5061802606109072	0.5088137952481439	0.5436287715765805	0.5402873385458107	0.5177971265612282	0.522076276401683	0.5127979609502284	0.5087853642904934	0.5202734569200034	0.016982056060805835	6
0.036172490119934085	0.01706610314987802	0.0012502622604370116	0.00017654136716093916	True	6	{'estimator__fit_intercept': True, 'preprocessing_1__k': 6}	0.5310995526978531	0.5082269907966488	0.532861925788525	0.5299057645863496	0.5134405940255398	0.49502702505872875	0.5527574236793138	0.5254733555712143	0.5324839234461384	0.5020082035255625	0.5010804160767233	0.5182360926638596	0.5460393169691938	0.5223641040145992	0.5261655984762488	0.47946300520699436	0.5315478109233442	0.5482236087612087	0.5475732311342332	0.5099732400853443	0.5095985302096645	0.48796488244724967	0.530631192293002	0.5624729850115494	0.5206910500524974	0.5303985753797519	0.5239798395160321	0.5253781658334438	0.5153848190173682	0.5151074493151911	0.5080077271629643	0.5314359416531349	0.551559019182046	0.5101399850267989	0.5151858130648207	0.514845756437469	0.5338890139064068	0.5306504931141838	0.5055499731624157	0.5289893226374847	0.5384025778897964	0.5122443098878424	0.509169202498003	0.5119207928108	0.5443859404492974	0.5433138259975054	0.5211358508591812	0.5248311245400026	0.5154064683571535	0.5089507973811686	0.5227114521716371	0.016777728296292788	5
0.11814176559448242	0.1310132758055764	0.0014751863479614258	0.0011586925587852496	True	7	{'estimator__fit_intercept': True, 'preprocessing_1__k': 7}	0.5327995847919753	0.5087504428517939	0.5334591059508795	0.5292429905269502	0.5142623131530353	0.493669431319934	0.5545428724076797	0.5277139350226354	0.5316167324118435	0.5030108452819844	0.5005285705098532	0.5187768396235009	0.5447247433705495	0.5236636838665641	0.5251478873404551	0.4789415907616782	0.5321454653047843	0.5493139997121123	0.5480593050914373	0.5128621422594015	0.5137069768401653	0.4895801667589851	0.5283449992401614	0.5643142917867026	0.5221520478778681	0.5315364867413706	0.5239983454934385	0.529594258659267	0.5163038050310427	0.5170698443785638	0.5104332951228199	0.5320666251125269	0.5501862144528223	0.5100111656556716	0.5168257693030807	0.5154618210881091	0.5345708096973338	0.5308040650996949	0.5080750235480008	0.5292913065865577	0.5404942559561177	0.5133999907398632	0.5087662977992271	0.5125655279943151	0.5462663339251235	0.5428691629146807	0.5228631575942321	0.525122329495546	0.5164841248048434	0.5102655024552979	0.5235331296742495	0.01673339412856076	4
0.34216118812561036	0.1299888302077413	0.004655976295471192	0.008054950986918554	True	8	{'estimator__fit_intercept': True, 'preprocessing_1__k': 8}	0.5348430710366117	0.509593920066328	0.5346091836948026	0.5313337226270369	0.5140496992093393	0.4942485048111993	0.5559432192378219	0.5286173277634758	0.5316557054090939	0.5042848684477561	0.5028881831104706	0.5197530232708019	0.547449967260104	0.5258534289824162	0.5270770510073121	0.47865103012603183	0.5339606508438497	0.5494357254517823	0.5492279267556905	0.5159798753456422	0.5149395593610205	0.4911520419242613	0.5305400770059294	0.5666565189599353	0.5255067998631389	0.5335322679925402	0.5242713751455282	0.5329514605265022	0.5162413580523385	0.5177637908783208	0.5131965784600847	0.5344241371757585	0.5507907430532848	0.5104238017603395	0.5179245235165988	0.5149065960128671	0.5365493470396383	0.5315193192908656	0.5096746079537939	0.5266185954425658	0.5414863886922154	0.514932270249479	0.5096542756494309	0.5134900914279033	0.5452611472737021	0.5460513200738277	0.5229481651099469	0.5265997809545403	0.5189416549835809	0.5106020297336514	0.5247801341604231	0.016904852028787755	3
0.18933979034423828	0.15568553888940473	0.0032761240005493163	0.008435892481732004	True	9	{'estimator__fit_intercept': True, 'preprocessing_1__k': 9}	0.5372478126809153	0.5132030751087026	0.5362444125405148	0.5314225235680068	0.5151212840119923	0.4967657761393588	0.5596080909007484	0.5294634049240442	0.5338768326228409	0.5046069764833487	0.5042200834538145	0.5227633338135267	0.5490791363625507	0.5287150925597994	0.5272049588807965	0.48057568277415874	0.5351087360415523	0.5510242120306503	0.550339734995362	0.517727211455054	0.51600423612594	0.49278226080527465	0.5307621733633474	0.5670020940382412	0.5275401610792525	0.5361102944109589	0.525584485346046	0.534385196574966	0.517521919792359	0.517121389463207	0.5139277829566322	0.536242646537346	0.5532374363597377	0.5114042309177556	0.5189222438994756	0.5154381374855718	0.5392379249285405	0.535470176819475	0.5110476190982014	0.5285087513012833	0.543608997996673	0.5158506163842407	0.5115148655447566	0.5154655688443753	0.5474769805946809	0.5476089026533886	0.5254876855106014	0.5264236047009252	0.5201205681392975	0.5117533272040482	0.5263576130044867	0.01703360185539475	2
0.05866667747497559	0.03749698803111797	0.002734994888305664	0.002511376843990397	True	10	{'estimator__fit_intercept': True, 'preprocessing_1__k': 10}	0.5402527473073133	0.5184133889868769	0.5389185014630405	0.5351391839473811	0.5204111085489194	0.4990795241740039	0.5635283087591535	0.5349301515018099	0.536880615197737	0.5092958516359176	0.508641043444408	0.5260948975845668	0.5522131292549566	0.533474713322623	0.531510941590805	0.48554150455678646	0.5377489943235219	0.5555378885879423	0.5543061448590847	0.5215065408132121	0.5206676768795125	0.4982764339684066	0.5350470420652804	0.5687308178260972	0.5307321338618859	0.5397563694391718	0.532822513390262	0.5360992727749445	0.5189851723266039	0.5219338488990881	0.5187018479460412	0.5413604750252932	0.5554166638642224	0.5163203831131176	0.5212597453968077	0.5205038802817814	0.5418021223438443	0.5384221493974913	0.5145759087196824	0.534193340879336	0.5477051076961893	0.52052203140811	0.5136069006449372	0.5198927315777423	0.5518638144324923	0.550519806604983	0.5303893302906921	0.5301903301652221	0.5240303819321105	0.5160777580275543	0.5302766234207794	0.01668309961416817	1
