mean_fit_time	mean_score_time	mean_test_score	param_estimator__criterion	param_estimator__max_features	param_estimator__min_weight_fraction_leaf	param_estimator__random_state	param_preprocessing_2__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.004129568735758464	0.0010706583658854167	-0.38172778078087355	mse		0.0	3111696	1	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	589	-0.5024431236267697	-0.25500096114868764	-0.3877754712827435	0.0006803606397506281	0.0002001611023764875	0.10120865054641755
0.003539482752482096	0.0007722377777099609	-0.16693289690118354	mse		0.0	3111696	2	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	577	-0.11772990591831256	0.017408904150024496	-0.40188458527281723	4.136789461021397e-05	1.2958219758702462e-05	0.1746015714797007
0.0037986437479654946	0.0008308887481689453	-0.2036764162092472	mse		0.0	3111696	3	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	583	0.0071076335993893736	0.0026145219178936863	-0.6232639040723487	8.391618999214664e-05	3.287295679059817e-05	0.29580921997807025
0.0040827592213948565	0.000820318857828776	0.013461464589119985	mse		0.0	3111696	4	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	249	0.04505747101092317	0.08137296854216225	-0.08664548861930887	3.4363902794724635e-05	2.0178282715943364e-05	0.07211753606279246
0.004060824712117513	0.0007552305857340494	0.18180450971776901	mse		0.0	3111696	5	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	145	0.27678027626445356	0.25244598929922457	0.015189569335844921	0.0007084790465623067	0.00019418870869106824	0.11788148328351225
0.0030319690704345703	0.0005079110463460287	0.12086844750579846	mse		0.0	3111696	6	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	167	0.2729897810171671	0.22790948558099766	-0.13985514318671255	4.584750634710172e-05	2.1572453598930423e-05	0.18472751544730048
0.003230412801106771	0.0005219777425130209	0.21853278536118842	mse		0.0	3111696	7	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	135	0.29271851803537907	0.25782535678699536	0.10437087701962455	3.406707746411025e-05	2.248758960085776e-05	0.08173602533111254
0.0008087952931722006	0.0	0.0	mse		0.0	3111696	8	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	263	0.0	0.0	0.0	1.822650739152787e-05	0.0	0.0
0.0007901986440022787	0.0	0.0	mse		0.0	3111696	9	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	263	0.0	0.0	0.0	2.433998240012098e-06	0.0	0.0
0.0009462833404541016	0.0	0.0	mse		0.0	3111696	10	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	263	0.0	0.0	0.0	0.0002033083824008192	0.0	0.0
