mean_fit_time	mean_score_time	mean_test_score	param_estimator__booster	param_estimator__max_depth	param_estimator__n_estimators	param_estimator__random_state	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.0019095738728841145	0.00045752525329589844	0.5244683159208091	gbtree	1	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	59	0.54169617593585	0.5903208397900341	0.4413879320365436	0.0003275299955605817	8.682649065007969e-05	0.06200995685372261
0.003399451573689779	0.0004134972890218099	0.9404215357619722	gbtree	1	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	45	0.9435610370384409	0.9513746283543485	0.9263289418931272	0.00012927862569997925	4.7162036812267786e-05	0.010463076468456818
0.005810101826985677	0.00043733914693196613	0.9752270048438751	gbtree	1	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	28	0.9809733584693097	0.9775783494684963	0.9671293065938193	7.061654402805815e-05	4.7855597233214686e-06	0.0058912963621836805
0.011774142583211264	0.0005292097727457682	0.9793069216825911	gbtree	1	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	25	0.9843004001497311	0.981496578699343	0.9721237861986997	0.0010704276679880207	2.3429267594258982e-05	0.005206625920649636
0.0017275015513102214	0.0004162788391113281	0.6439534179949609	gbtree	2	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	58	0.6599221240175739	0.7045138628043999	0.5674242671629088	0.00021362387471568449	4.2537954873146105e-05	0.05709430203510888
0.0036940574645996094	0.0004229545593261719	0.9855920410392749	gbtree	2	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	24	0.9866776464469585	0.9868861097107576	0.9832123669601084	0.0003417322617152901	4.185089386801422e-05	0.0016848344677111013
0.00678261121114095	0.00051116943359375	0.9936050855277031	gbtree	2	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	16	0.9950065084149405	0.9928149541652542	0.9929937940029144	0.0008091728553579464	4.7359556811796315e-05	0.0009936416200147626
0.01110235850016276	0.000518798828125	0.9959173792826371	gbtree	2	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	6	0.9968861723518032	0.9952525465337482	0.9956134189623601	4.04779858332253e-05	1.4385685255347243e-05	0.0007007030924156097
0.0016231536865234375	0.00042120615641276043	0.6822501111092618	gbtree	3	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	56	0.6916325232506917	0.7364173769531459	0.6187004331239478	5.379602346866781e-05	4.306226470993063e-06	0.048513516737196595
0.004137198130289714	0.00045379002888997394	0.992030894931919	gbtree	3	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	20	0.9917646388730265	0.9939304594952661	0.9903975864274641	3.88094544359928e-05	1.8682377356113413e-05	0.00145452563744403
0.007243235905965169	0.0006422996520996094	0.9953937530252369	gbtree	3	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	10	0.9953506054397535	0.9964618474023733	0.9943688062335841	5.908303377218922e-05	9.923426926525261e-05	0.0008550249973583116
0.01331019401550293	0.0007331371307373047	0.9964797778462448	gbtree	3	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	1	0.9965773483060388	0.9971554041458104	0.9957065810868849	5.144208900935163e-05	0.00015066934998711685	0.000595489748015229
0.0017178853352864583	0.00038997332255045575	0.6853413643475005	gbtree	4	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	54	0.6979247578822241	0.7407395441661686	0.6173597909941086	3.0566175165811935e-05	1.3404317628420521e-05	0.05114943608576021
0.005441506703694661	0.0006074905395507812	0.9929310748171569	gbtree	4	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	17	0.9915315964414011	0.9960812307015557	0.9911803973085139	0.0006882678270753726	0.00011594809702424855	0.002232106147378085
0.009720245997111002	0.0007532437642415365	0.9954429761926782	gbtree	4	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	8	0.9948480554099302	0.9973619029516749	0.9941189702164295	0.0012145015325201105	0.00016080755317328643	0.0013891487164545018
0.017615000406901043	0.001016060511271159	0.996117270967032	gbtree	4	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	4	0.9959906817691582	0.9976133418901098	0.9947477892418275	0.0004775441941355724	0.00019069843474180215	0.0011732764987512757
