mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__bootstrap	param_estimator__criterion	param_estimator__max_features	param_estimator__min_weight_fraction_leaf	param_estimator__n_estimators	param_estimator__random_state	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.027807331085205077	0.0016883333713686541	0.002630949020385742	0.00021538998874766357	True	mse		0.0	10	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.160193333225795	0.33183369254584205	0.3682895601027958	0.36258498097358716	0.417477276365783	0.32807576864276056	0.08831681431757815	61
0.0818089485168457	0.011941710870708585	0.005510139465332031	0.0009145111091426527	True	mse		0.0	50	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.071808160021399	0.41498238179856095	0.47388273390359525	0.48246587365408755	0.4962458944001218	0.38787700875555287	0.1604506602571729	3
0.13145761489868163	0.018891922075121574	0.009115505218505859	0.0009322486003657136	True	mse		0.0	100	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.033952095960012474	0.3431630835060425	0.5263109661527237	0.4610901336904004	0.5006105940306397	0.37302537466796376	0.18077184919424485	21
0.2664654731750488	0.03774504951410675	0.017251920700073243	0.0030377610707310204	True	mse		0.0	200	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.07217644879247431	0.42051009333423583	0.5241061778406937	0.431288311747953	0.48286134059304875	0.38618847446168114	0.16135827035609565	5
0.020985841751098633	0.00794217890836116	0.0020116329193115234	0.0005515363452044656	True	mse		0.1	10	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.1969057258883351	0.3008208107318331	0.3576073387110381	0.3380208633458909	0.3936061649336948	0.31739218072215836	0.0672948273941419	65
0.08016877174377442	0.009054610066515596	0.006738185882568359	0.0012120227245657374	True	mse		0.1	50	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.0626079554924659	0.3707577356059012	0.506467242766016	0.40353831637377424	0.47015468179278785	0.36270518640618904	0.15748235390753387	33
0.13494443893432617	0.02024488189398392	0.010045385360717774	0.0025442589691494224	True	mse		0.1	100	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.027521519388335247	0.3780290405956238	0.541886875730635	0.4103222226318808	0.4522168293747756	0.3619952975442501	0.1760489622728801	35
0.27936248779296874	0.02779196885927743	0.01802053451538086	0.003967250724675162	True	mse		0.1	200	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.0657437219806778	0.3942380905095766	0.5322975716503959	0.4408965773729534	0.4443606572784218	0.3755073237584051	0.16118563736792155	17
0.020321369171142578	0.0017659617448798819	0.0021616935729980467	0.00033632425065500607	True	mse		0.25	10	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.25, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.005253727702396405	0.1867991079444844	0.2203603504856111	0.38017616635418694	0.26183915243229827	0.21088570098379542	0.12182771216998561	105
0.08292884826660156	0.006195935513968423	0.007179689407348633	0.0003139524746503441	True	mse		0.25	50	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.25, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	-0.16065029755392657	0.2276300608756492	0.4580475094976192	0.36954493327523397	0.33588487978128145	0.24609141717517147	0.2163370822647149	95
0.1681232452392578	0.0025259382716907096	0.013399696350097657	0.0014300497231700571	True	mse		0.25	100	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.25, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	-0.19480219545258026	0.259288717232687	0.4525748746572148	0.35224090923558904	0.31866090788679136	0.23759264271194036	0.22510871347348646	99
0.24549450874328613	0.0403929805361909	0.01738085746765137	0.0045479656742992	True	mse		0.25	200	3111696	{'estimator__bootstrap': True, 'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.25, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	-0.20180573049216255	0.27220481338859603	0.42607690971961487	0.3314234441686982	0.30131242532273195	0.22584237242149569	0.21998606200451604	101
