mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__learning_rate	param_estimator__loss	param_estimator__n_estimators	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	split10_test_score	split11_test_score	split12_test_score	split13_test_score	split14_test_score	split15_test_score	split16_test_score	split17_test_score	split18_test_score	split19_test_score	split20_test_score	split21_test_score	split22_test_score	split23_test_score	split24_test_score	split25_test_score	split26_test_score	split27_test_score	split28_test_score	split29_test_score	split30_test_score	split31_test_score	split32_test_score	split33_test_score	split34_test_score	split35_test_score	split36_test_score	split37_test_score	split38_test_score	split39_test_score	split40_test_score	split41_test_score	split42_test_score	split43_test_score	split44_test_score	split45_test_score	split46_test_score	split47_test_score	split48_test_score	split49_test_score	mean_test_score	std_test_score	rank_test_score
0.014591660499572754	0.001768406608912759	0.001293330192565918	0.00017627229553045812	0.001	linear	10	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 10}	0.4667640946254893	0.7011338528598738	0.6822748794145039	0.5860853787986282	0.6525527739398771	0.33729850729242195	0.6952462790317165	0.7583664812292351	0.5070797078616854	0.7138661110259938	0.5990196645307108	0.7385682383227382	0.5472590591905262	0.7632778648898023	0.6238367971553264	0.6039997972557105	0.5396912398389266	0.7280748137785877	0.698443961591318	0.6378939250990932	0.7036346194925982	0.5554866937986681	0.4122392848365031	0.5964216547130284	0.6729585823416258	0.6568013828119625	0.595481862397162	0.6202003947069175	0.6580306250351651	0.5771910959100386	0.7675669006965343	0.5651493610992752	0.6988363525561878	0.6664532076008695	0.47133730211495295	0.587286014526669	0.6730855163872429	0.5332454385764058	0.671897170187854	0.6092812032976824	0.6227701046237217	0.49194675216444483	0.6999470022851033	0.5890611532674688	0.6565151775787801	0.742210815625379	0.759004123725443	0.42790913393997676	0.5467697816495428	0.7402698420646097	0.6229944395548795	0.09753502971952531	56
0.06638675689697265	0.003376440557355795	0.004082398414611816	0.0002944455154090793	0.001	linear	50	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 50}	0.46463428599574075	0.7580520443217542	0.6497118035408882	0.5888700670773224	0.6336447077771779	0.4422163583409704	0.6794219476380732	0.7510170759227556	0.6034924044916995	0.7638395965805019	0.7037302851195046	0.7357101580294372	0.606248112509361	0.7191669315450376	0.6576989240022668	0.690494130554473	0.6007035606070719	0.7086530468231542	0.7297083096691395	0.5707195696831329	0.7360142285025986	0.6004000180542832	0.48000547820670714	0.6316144839321782	0.7246960111461829	0.7027107050384643	0.6302287634299331	0.5888119159938482	0.7331539576373902	0.6931950986537642	0.7295446108256027	0.6290545038715502	0.7021270301120285	0.7148462201046045	0.4926318926063814	0.6298763227155688	0.6723365568548272	0.6549134895208952	0.7518797604675098	0.7143396605476682	0.6209409253869003	0.633554364963008	0.7186578026304271	0.600994405927046	0.7027418944261815	0.7577373734632371	0.78788171254913	0.3421166956100923	0.6086935722032378	0.7432694793742728	0.6557340450996996	0.0912138984005744	49
0.1305423879623413	0.0021212894345164655	0.007589545249938965	0.0003603704449982795	0.001	linear	100	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 100}	0.4667368630637466	0.7323623251193909	0.6892106196638947	0.6078370009166513	0.6639582431597846	0.4414192957408145	0.688845432757334	0.7974904963916595	0.5806128623948028	0.733519067517187	0.6769341497865211	0.7449135069846984	0.5861338535717023	0.7426106215722952	0.6444954502550555	0.6655296606418	0.583923677810354	0.6902645518916541	0.7118854466913537	0.5939677016713129	0.7147503630090993	0.570089681554151	0.5462375842580389	0.5854361646824544	0.7181945418316462	0.7306933819844852	0.6414604374164286	0.6073949070777438	0.7482651845317005	0.6774347620783531	0.7252832776763845	0.6161304696427493	0.6972540801213671	0.7468813148536162	0.5087936615392059	0.6425417609170005	0.6867067907127948	0.6592652923602305	0.7379702114923037	0.6802612572080174	0.6307961029984472	0.6517066151066832	0.7019270395172854	0.6146916267334419	0.7297571215828778	0.780682735599158	0.8083714374139356	0.38802729158128657	0.6010381028926759	0.7486683759403718	0.658787248038319	0.08778162013839803	44
0.27401315212249755	0.02666615080676667	0.015263991355895996	0.002708442276912291	0.001	linear	200	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 200}	0.4824027199097686	0.7377825279223296	0.6828331772832456	0.6094788160015151	0.6504255991061949	0.460070185680692	0.6976362799546204	0.7870694316809679	0.5959114145352581	0.7612636359012317	0.6952709773687293	0.7602909630631451	0.6234948738460528	0.7442530598047293	0.6531170122074914	0.6704145613472999	0.5813361950513585	0.7434535341705295	0.7115031146610133	0.5973014999398394	0.7240655100076308	0.5750063287177707	0.43757840824418515	0.6407984365803834	0.6776434621745147	0.724995343001855	0.5802073088711788	0.5602884057009163	0.7470619539674632	0.6968367402565874	0.7394330413518242	0.6111549540411413	0.6947634752290623	0.735798133996648	0.5474679071396052	0.6290057852357178	0.6306662168425713	0.6447809264706165	0.7576164037021902	0.6945612706279987	0.6248299040613653	0.6755683936932355	0.6862110353998341	0.5540863597197234	0.7140152170137155	0.7812774185139998	0.8164205519584716	0.39221507493086616	0.6156467649510227	0.7424098084134945	0.657954402405032	0.09165729666204944	46
0.014342279434204101	0.0033836972354015804	0.0013528585433959961	0.00047649694524973637	0.001	square	10	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 10}	0.4949512742012494	0.7691327748663754	0.7685057332969352	0.5578546099123075	0.648304315202305	0.4056762709709275	0.6963695229199649	0.7863051350573451	0.5715300473048726	0.7086766500859278	0.6618931786158981	0.7312935468873631	0.47456554610168356	0.6847189504778919	0.652307603284112	0.7097862144298772	0.583095349011144	0.5951769141789992	0.7021189346465151	0.5734317368428177	0.7027128769116844	0.5422118729835919	0.359605817283402	0.6041631056721015	0.6517925423183318	0.6455361362876463	0.5610593961518211	0.5397115178151738	0.6356771295921584	0.6145722470064333	0.7179341453896317	0.5340879994704767	0.6956265264718258	0.7136842121704066	0.5005740814172761	0.6073948632188081	0.6074066677424586	0.5364540478198021	0.7248967389581833	0.6260262320889138	0.6035674479795466	0.6454748472089721	0.6867061529935929	0.5577386454066471	0.7138939763092608	0.7409521886636667	0.8079660940371981	0.3695060574831004	0.5864682488789328	0.5930650109070258	0.6240432226986516	0.10023819382084702	55
0.07217650413513184	0.015419723291179504	0.004409193992614746	0.00116773246256936	0.001	square	50	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 50}	0.5120060495133407	0.7321526486332723	0.721262478854308	0.614454414293806	0.6752056602204932	0.45613647259649714	0.7021762106867744	0.7997031428839804	0.5566044447151262	0.7699143902101813	0.6685257106683768	0.7450156413325593	0.6287984777062166	0.7312107586194493	0.6172114142262153	0.7066455660992605	0.6047287279376781	0.7145249104829565	0.735101973144769	0.6552389305777517	0.7283269531512423	0.551729876973267	0.36966854465677035	0.6390567500244795	0.698802324337044	0.729526693254118	0.5883433513418568	0.5855205948489626	0.7394950491301288	0.6787211463697496	0.7518235213667188	0.5881155139897667	0.734974929185668	0.7513894818707637	0.4583790065691623	0.6357466645395391	0.6436398111331656	0.6237922893210467	0.7527117493280951	0.6277833074627348	0.6238369078866994	0.6509271332753611	0.7099871797153952	0.6176856316077102	0.7289657712186715	0.7870742321500634	0.802093210664644	0.3908554169063101	0.5957353338114432	0.7163499491006131	0.6569535269718841	0.09784968584344032	47
0.13355180263519287	0.00810508049812915	0.007920222282409668	0.0010731074869853093	0.001	square	100	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 100}	0.49221328170550416	0.7317055289685115	0.7148064345578701	0.6204455673953541	0.6221592664609161	0.42420621325779495	0.6796725573589566	0.8039985243800468	0.588262852668839	0.7501786960293497	0.6863446453834696	0.7498932132400153	0.6094411191384734	0.7420616475569545	0.7071390504552546	0.6973323018436389	0.5847250642265123	0.6820287836875524	0.7123504330410506	0.6034197493509353	0.7413594168359879	0.5656450132380446	0.46809416828095574	0.6260358864510092	0.6903631900349743	0.7264279077320877	0.5900500553952721	0.5990339144141025	0.7344895912966212	0.7023428099684877	0.7376294983485383	0.6159943988763181	0.7085472086189234	0.7355434884328973	0.5504047393509498	0.627277852484773	0.6372505856108792	0.6504381083644639	0.739009236196172	0.6377796362013575	0.6173524414556613	0.6354328787164897	0.6789686956133973	0.5652095921231267	0.7128251583840053	0.7767650517048292	0.8137266304879293	0.4080379372635832	0.6112187401312412	0.7193583741478724	0.656499942737359	0.08887191210389597	48
0.26911330223083496	0.016481137050665888	0.015419383049011231	0.0017462108687358135	0.001	square	200	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 200}	0.48287637025960073	0.7352592950692975	0.7073541098296838	0.6155948407340607	0.6625986949357704	0.458925341498174	0.6996488295532062	0.7947397632741664	0.5944092550153739	0.7512223726430531	0.705086451300686	0.7582387167680309	0.6257423161855733	0.7346968168171721	0.6630521542111165	0.6949301016487672	0.5855449797483094	0.6816182382396514	0.7187179568662727	0.6082191431889368	0.7292079918789425	0.5677628426811132	0.4578687288188973	0.6082121291116858	0.7080002958492178	0.7216272793505437	0.5918049585496237	0.5635452696651284	0.7428621782066185	0.7014178051182793	0.7420616294255897	0.6079908874184912	0.7090943466692119	0.7464041931152405	0.49720028408139716	0.6417587657289126	0.6841362874152482	0.6438485387381541	0.7437788199437824	0.6993272589903425	0.6265853008442384	0.638315065611022	0.7103752159001391	0.6114777048817025	0.7282377651055436	0.7732915436527101	0.8130982880503119	0.3803613663349281	0.6033376914059994	0.7274755097933574	0.6599788338024656	0.0916788517567521	42
0.015533924102783203	0.004659571046490328	0.0013991737365722657	0.0004663473505667539	0.001	exponential	10	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 10}	0.4759784868773057	0.6655409630408062	0.6148318290700443	0.5772134118265688	0.5277129281132198	0.44468681020701895	0.6548803713024745	0.6580875362863976	0.612684268979566	0.7252934991087445	0.6633056538999051	0.7094806042367126	0.4848832100302177	0.7406435143274979	0.6557319749171464	0.6461891376901449	0.5593563882863546	0.6755246459240956	0.7317289136958145	0.6254153069057244	0.6458989662715293	0.5546635921215837	0.47995411241194263	0.5144112992563741	0.6324359571866651	0.6849593811082766	0.6282774035186114	0.5368837360291767	0.6997319632950878	0.6643961086213623	0.761224618440888	0.7118555638970738	0.7052210010126687	0.7631269601325853	0.4952921708172766	0.6248203737777117	0.44008363869379463	0.5897433971190984	0.7375141422569533	0.6068287327098802	0.586649742947349	0.5162165521039391	0.7263199689621502	0.6009662509480165	0.6793389355933018	0.7257594988538429	0.8616373766140141	0.2927447283322602	0.5924833498338249	0.5651323395892949	0.6214748263436459	0.10231478007933116	57
0.06699899673461913	0.0022841432933424577	0.004153695106506348	0.00036303483077913205	0.001	exponential	50	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 50}	0.478986570607966	0.7451065968981446	0.7143902003805543	0.6091664733099574	0.6220242086542287	0.4378990788969377	0.6861519939105701	0.7983514289230997	0.5430348666925673	0.7098479791444375	0.6761991221848749	0.7289394164526495	0.6090936202058561	0.7142197006383424	0.6633062598379611	0.6697657472948813	0.5535517347756791	0.6930137283548754	0.71733061965525	0.6050345967240545	0.718700883212502	0.5616655810400841	0.5088137307716835	0.580068372007219	0.6755711413360976	0.7112356498688213	0.5750520568982874	0.6067531929333227	0.746856899150889	0.7135835220103058	0.7131097809787353	0.6251849445578191	0.7124120705273397	0.7599443116678926	0.47660994625311126	0.6244231754326708	0.6001160788808997	0.64655324939325	0.7592629161733939	0.7228733059983545	0.6126608628395854	0.6545368471416408	0.7537052713144304	0.5319296196957763	0.6824082142593999	0.7736560385094693	0.8241522094996854	0.41162496684092875	0.6058667370160441	0.7375952623857192	0.652046815642765	0.09294389398424074	51
