mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__criterion	param_estimator__max_features	param_estimator__min_weight_fraction_leaf	param_preprocessing_2__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	split10_test_score	split11_test_score	split12_test_score	split13_test_score	split14_test_score	split15_test_score	split16_test_score	split17_test_score	split18_test_score	split19_test_score	split20_test_score	split21_test_score	split22_test_score	split23_test_score	split24_test_score	split25_test_score	split26_test_score	split27_test_score	split28_test_score	split29_test_score	split30_test_score	split31_test_score	split32_test_score	split33_test_score	split34_test_score	split35_test_score	split36_test_score	split37_test_score	split38_test_score	split39_test_score	split40_test_score	split41_test_score	split42_test_score	split43_test_score	split44_test_score	split45_test_score	split46_test_score	split47_test_score	split48_test_score	split49_test_score	mean_test_score	std_test_score	rank_test_score
0.026798081398010255	0.005882342714138568	0.0011297798156738282	0.00025645514275516543	mse		0.0	1	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'preprocessing_2__k': 1}	0.2019461479437905	0.07871453967762398	0.24631027707378816	0.10994862668814864	0.12105594706086054	0.14701477672935848	0.28877996839937947	0.23631623837979976	-0.035249928293136	0.18120303434836293	0.04638226061494788	0.07506775876570904	0.13362481090592915	0.38453219761871105	0.26293233182096565	0.19502349847431244	-0.02801866369697681	0.18735876004842444	0.21187835849269832	0.24324156984300038	0.003824890774568379	0.20288685483492053	0.009796394465383162	0.15575763716154378	0.24279848095864043	0.27077036752716555	0.3673898411607226	0.1830767165144035	0.23943602616640813	-0.09930371147164374	0.2110518592314311	0.06719315391658898	0.18590119279296413	0.2345655517453763	0.07384215493677126	0.16607022953777506	0.10941714454005713	0.2626285769986594	0.06321134546800966	0.22811762079329156	0.07517681542455179	0.1924757671957047	0.20434675643144617	0.2754918873829818	-0.007123764012851419	0.20207079077360834	-0.1010198555819477	0.12735346445736329	0.2696373296019674	0.23705970013568833	0.15883927461514494	0.10836429636523617	460
0.0315241813659668	0.010037367444330874	0.0009943675994873048	0.0002135726613842427	mse		0.0	2	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'preprocessing_2__k': 2}	0.5997088975734015	0.6010204764036899	0.6709354687953473	0.649235600990699	0.6222126790653283	0.5963087141386745	0.6800119674196046	0.6647496643045004	0.6366635010442365	0.6613649099193517	0.5964581751274121	0.6322333332561714	0.5770352164937187	0.7541914944242887	0.6599331682945337	0.6596104318180721	0.6018860117699558	0.6447642683239049	0.6469696125656109	0.6658515489703483	0.5966022050258433	0.6867011289094025	0.6165434605228889	0.6391620887075942	0.6408389130174535	0.639981054023436	0.633846849487016	0.6740278359970686	0.624687416006771	0.5401906489642792	0.6831525974985653	0.6168322842719285	0.6516921736357717	0.6216261943091252	0.6106848176680985	0.6446914555938421	0.5763408884331587	0.579700641829313	0.6914375079281437	0.6604207726573358	0.5668374220551142	0.6475295862508035	0.6998412274228579	0.6666347696917065	0.6320248968168938	0.5958714401838094	0.5297233061724004	0.6703889969416907	0.6511914359902891	0.7133277890775784	0.6364735389157807	0.04271200370219892	81
0.027054734230041504	0.010357099958353284	0.000895543098449707	0.00017488510121876306	mse		0.0	3	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'preprocessing_2__k': 3}	0.7284092823990297	0.7128577391177815	0.8007177179533604	0.7786494643707979	0.7586516089251241	0.7647071520284273	0.7109847148423628	0.7866796416524992	0.735120850922307	0.8177123502399483	0.7098510370125252	0.758347209075557	0.7825631177787057	0.792499301673957	0.7571631477723038	0.7898844365540066	0.7794418616546446	0.7731308676119677	0.7964379869380678	0.7493555091514554	0.7979743538146846	0.8052084072909615	0.7200286980927164	0.7747236507797809	0.7941482753086507	0.7333784855575205	0.8040611738856576	0.7807341011974058	0.7773005325028602	0.7019622045313652	0.7511462498589982	0.7487025618268383	0.7748475033805247	0.8178472127465497	0.7495223685283761	0.7876611299056915	0.7572580476901677	0.7884101400935636	0.8181917053648746	0.7423668281917498	0.7705197046956118	0.7545819459785251	0.7803191647944734	0.7841045214244169	0.6994593949035401	0.7260424531216081	0.7534917648943332	0.7721517178527074	0.7954550269518708	0.7877045740181183	0.7666493779371794	0.030860774511128487	44
0.0323724889755249	0.01174648140131873	0.000898141860961914	0.00018074363781602013	mse		0.0	4	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'preprocessing_2__k': 4}	0.802468616342293	0.7786990992943817	0.8139001774377164	0.8122888902457768	0.7840775512663231	0.7737539146496875	0.7946818611383761	0.7973753862332444	0.7898173835711234	0.8354000252755693	0.754558159811525	0.8090539770287856	0.778439241326312	0.8163323828437897	0.798013139086422	0.7918534666183726	0.7906254264514352	0.8100379968240521	0.7965462922163777	0.7403016535461785	0.8036012787303813	0.836529729164698	0.7443150084998511	0.7962887124190199	0.8092650413543169	0.8095317974123005	0.796957761453406	0.8221764961881495	0.784649046495915	0.7742351333400102	0.7967828590010302	0.7929035107254614	0.8033830483993292	0.7810294745402344	0.7761693552650576	0.7973677525687027	0.7739131518199905	0.7677563417518898	0.8484027639059102	0.8035418108631749	0.7884285698309053	0.794698821239068	0.8038117858135421	0.8271121346498379	0.7737703978546865	0.768791736445695	0.7588975984686632	0.8305823984579239	0.8194945129693967	0.807868937478012	0.7952096321662859	0.022568215013711288	19
0.02791726589202881	0.010278444025267204	0.0009985733032226562	0.00021854584369030238	mse		0.0	5	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'preprocessing_2__k': 5}	0.7832828562669787	0.8079265081083625	0.8273512912214391	0.8064606757775704	0.7762444528696038	0.7806432048247388	0.7992005303941181	0.8103881309146093	0.816860318582774	0.8161815245026068	0.7225676548230764	0.808106650478201	0.8011722774184205	0.832669915739837	0.8197082847294208	0.7908296605901266	0.8105688263084443	0.836740710407496	0.7849186715976153	0.8209131831533976	0.8117018672133192	0.8528496415875414	0.8143555631625088	0.8205809491769377	0.8333894872077743	0.7928670646856708	0.8284593515417217	0.8356153395195374	0.8145257702212758	0.7856269236798938	0.8264923826128627	0.760649589846066	0.7688949409070114	0.8131275215936417	0.8289028481679297	0.8425740067326895	0.7742547422469177	0.8231185199871814	0.846280771828501	0.8237607972674827	0.8061062057867838	0.8203656044517702	0.8047119456301111	0.8237418008272602	0.8178473646288815	0.8092623239323765	0.8151729274605652	0.836554541688211	0.7941289354312993	0.8492937646448309	0.8105589764475478	0.02429672876740064	5
0.028327679634094237	0.010603261142241048	0.0009345483779907227	0.00015226498568523305	mse		0.0	6	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'preprocessing_2__k': 6}	0.8089742040433475	0.8067303025590105	0.8330054659314097	0.8013329339283591	0.8254023852792638	0.7869898347589371	0.8177459130915012	0.8321165330742767	0.8163963715791549	0.8361278212433711	0.7346301947798078	0.7949078878278117	0.7765678294762267	0.8193104858483905	0.8171183111950442	0.8065267780417813	0.8053579422257898	0.8227598540921955	0.7674018155313312	0.7969761616127671	0.781301922406189	0.8589484964401404	0.7936746415291733	0.8234002452447158	0.8160097073581212	0.7778194503295917	0.8673860379816608	0.829268228772934	0.8019032059263027	0.7618444031468146	0.8143054293993996	0.7798902058256821	0.8334897934213513	0.811861668708759	0.8060490099572342	0.8227105627493443	0.7935926145676885	0.8376087727976371	0.8322954909763358	0.8310503162458983	0.796596822967209	0.8275961650103375	0.7961491648396543	0.8337262474623282	0.8354987523453177	0.7973464988184524	0.8068142751904211	0.8386787001971179	0.786532223255518	0.832608749624526	0.8106467365923128	0.024634540028267232	4
0.03387110710144043	0.014767886178420066	0.0012196636199951173	0.0015525089870134059	mse		0.0	7	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'preprocessing_2__k': 7}	0.7957227958585262	0.7927330469519741	0.8331440866822215	0.8005857746557005	0.7958312508938762	0.784520633635694	0.8129131822196571	0.82826496568823	0.8098782743496449	0.8199257074606221	0.7292130961975144	0.7912422602506498	0.7934062259327993	0.8210763137433067	0.7924913347431799	0.7816374349187043	0.7845564015386337	0.8148293854287875	0.7763210900915962	0.7744775119279498	0.7646597809667373	0.8520748428775642	0.775335513920091	0.8103862997713975	0.8002794811861252	0.7771995657389222	0.8199815851226004	0.8323667477215885	0.7934036025067291	0.7456746010964556	0.7990442064227756	0.7564393390974413	0.8095761627745428	0.8043257920270698	0.7772962410864613	0.8010427437366892	0.7969893023465052	0.8221728224727782	0.7963902521450253	0.829826003109783	0.7839162870422554	0.8202571845081568	0.785580037591344	0.8220694518758833	0.811151802185969	0.7797724735903816	0.8050425075942644	0.8449190682448077	0.8003972483309119	0.803710992031492	0.7990810542458403	0.023666902790181278	13
0.029223804473876954	0.007687690984677734	0.0008353185653686523	0.000107803961124568	mse		0.0	8	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'preprocessing_2__k': 8}	0.7907569960908255	0.7990858427637239	0.8084240349635133	0.7804196321086871	0.7981081298067791	0.7693239156478852	0.8211147470072236	0.8314979988329357	0.8150031465587506	0.8244475536950009	0.7380040576780365	0.7696901280330039	0.7999707827408943	0.8068193275790729	0.7618016000616658	0.7911135329770124	0.7388448133948695	0.8041124399717322	0.7670420903747383	0.7546446613749294	0.7854597085964609	0.85618937659266	0.7614748973596783	0.8148875389233429	0.816813030061452	0.7873604196542607	0.8398985827045266	0.8208317238160943	0.788874033103723	0.754284187528477	0.8102155249975114	0.76526273394082	0.7875764074725573	0.775192225118416	0.8073386847425853	0.7912656712991161	0.7858836552736312	0.7795899733712344	0.8096292326426632	0.8322756361900243	0.7680957178979709	0.826147879928503	0.7992566758290811	0.8068769243523033	0.8000205462514826	0.7787429723533843	0.7848370009835067	0.8292747667546294	0.7876930860936291	0.7815103761717502	0.7940596924333351	0.025584317004129664	23
0.033451323509216306	0.019677950402144324	0.001893472671508789	0.004215288003916824	mse		0.0	9	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'preprocessing_2__k': 9}	0.7650391302133688	0.7967669151848924	0.8201003844153836	0.7841780353709947	0.8031554595654354	0.7621713938492061	0.7923433088836802	0.8381452448644932	0.7970949162859253	0.8093368913332277	0.7208741260763907	0.7995803373502555	0.7639925051939929	0.8177582992084247	0.7871716178921597	0.799972507903388	0.726872487154552	0.8024901776664151	0.7696671854392491	0.7923009188038935	0.7689388143818705	0.8485822556699483	0.7422130232877333	0.795713042387538	0.81120925184904	0.7922154995008136	0.8154216704251522	0.8241610874544887	0.8054553020587701	0.7467299220121939	0.8005244634491973	0.7577088291537819	0.7929309749069381	0.7684433583771917	0.8039516913902447	0.8050941949269826	0.7729655008090675	0.7870953406335635	0.7916520135710104	0.8062484830684575	0.7433634560946476	0.8431386338082704	0.7757192769759103	0.7994288521103711	0.7913497223926963	0.7517013388513182	0.7720593602592205	0.8145769930264362	0.7729791397981863	0.7696197481088202	0.7884040616679038	0.02747270943294137	29
0.04447754859924316	0.015394278474326315	0.0020397377014160158	0.003867539887940424	mse		0.0	10	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'preprocessing_2__k': 10}	0.7516231986485211	0.8021975601375241	0.8109236036875269	0.784969029432752	0.7582469520985028	0.7377937871977645	0.8020861651397848	0.8158612659949684	0.7906703791477909	0.7853408441540044	0.7013199239660151	0.772004272025363	0.7741310903331731	0.7930768406371731	0.7862663756507261	0.7974429286351388	0.7355283057460955	0.807344169278817	0.7427785947345622	0.7882884178731038	0.7475025059892977	0.8633588867223378	0.7425570273463303	0.8112199429663983	0.8069913933462525	0.8044358222650599	0.8235571427923972	0.7825146025452914	0.8075356561512868	0.7463893163510231	0.8043575864518389	0.7551243200504076	0.7644156423546655	0.7915498138877587	0.8085919005370554	0.809213426523297	0.7553435771021237	0.7630408576458834	0.812378766236545	0.8081017328944544	0.7655135501323695	0.8358764546291331	0.7877106864277195	0.7744469155464522	0.7942055540498357	0.7364868066000048	0.7609653367156958	0.8052038418299381	0.7648699022784861	0.7786073007438535	0.7829991994726501	0.030073365096757843	33
