mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__fit_intercept	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.0029191970825195312	0.0006671403272459207	0.0008326053619384765	0.00018821732109737375	True	1	{'estimator__fit_intercept': True, 'preprocessing_1__k': 1}	0.21470787306524297	0.44295758771649285	0.4409055098295822	0.20068149362617282	0.42895705264712414	0.3444623175182592	0.11299209151121256	3
0.0020742416381835938	0.00022153230347139591	0.0006099224090576171	7.265493156974712e-05	True	2	{'estimator__fit_intercept': True, 'preprocessing_1__k': 2}	0.22623507641246998	0.4744960735207784	0.43235354416545435	0.201793703295726	0.43797915862290493	0.3534153271062505	0.11604300308158175	1
0.0021030426025390623	0.00027098456423468257	0.000592184066772461	7.676003066883377e-05	True	3	{'estimator__fit_intercept': True, 'preprocessing_1__k': 3}	0.24688859977071587	0.4419048220831431	0.43270085378226864	0.2263475465420962	0.4204056431306613	0.35268768321230803	0.0961162549500248	2
0.000432586669921875	7.384198680870613e-05	0.0	0.0	True	4	{'estimator__fit_intercept': True, 'preprocessing_1__k': 4}								18
0.00043697357177734374	6.250776808630318e-05	0.0	0.0	True	5	{'estimator__fit_intercept': True, 'preprocessing_1__k': 5}								17
0.0003945350646972656	5.5005682609481525e-05	0.0	0.0	True	6	{'estimator__fit_intercept': True, 'preprocessing_1__k': 6}								16
0.0004635334014892578	0.00012167800508269048	0.0	0.0	True	7	{'estimator__fit_intercept': True, 'preprocessing_1__k': 7}								15
0.00038447380065917967	6.083769447187329e-05	0.0	0.0	True	8	{'estimator__fit_intercept': True, 'preprocessing_1__k': 8}								14
0.00034060478210449217	8.998924112101681e-05	0.0	0.0	True	9	{'estimator__fit_intercept': True, 'preprocessing_1__k': 9}								13
0.0002985477447509766	1.4246502646181156e-05	0.0	0.0	True	10	{'estimator__fit_intercept': True, 'preprocessing_1__k': 10}								12
0.0014817237854003907	0.00010240963607787998	0.0004803657531738281	1.3781666301458236e-05	False	1	{'estimator__fit_intercept': False, 'preprocessing_1__k': 1}	-5.416346558008578	-6.015912837257383	-4.848988713619439	-3.6216010503890868	-4.54257858559643	-4.893835648154674	0.8073205874158671	6
0.0014596939086914062	1.3384267777308732e-05	0.0005107879638671875	2.2151947349941175e-05	False	2	{'estimator__fit_intercept': False, 'preprocessing_1__k': 2}	-0.01111243259864736	0.020716014196937693	0.33077306762952563	0.06399453609758055	0.22892095955747727	0.12541725004346463	0.1313940833215924	5
0.0014657020568847657	3.6270981322739817e-06	0.0005072593688964844	7.213649517542287e-06	False	3	{'estimator__fit_intercept': False, 'preprocessing_1__k': 3}	0.04118381008023875	-0.01852002185773305	0.35425122339781634	0.08522800536791375	0.18963391556201248	0.12955203897464596	0.13067306500344653	4
0.00030817985534667967	8.943207706070082e-06	0.0	0.0	False	4	{'estimator__fit_intercept': False, 'preprocessing_1__k': 4}								11
0.00030527114868164065	1.008440132475597e-05	0.0	0.0	False	5	{'estimator__fit_intercept': False, 'preprocessing_1__k': 5}								10
0.0003039836883544922	7.565048189473845e-06	0.0	0.0	False	6	{'estimator__fit_intercept': False, 'preprocessing_1__k': 6}								9
0.0003149986267089844	1.143256242457427e-05	0.0	0.0	False	7	{'estimator__fit_intercept': False, 'preprocessing_1__k': 7}								8
0.0003082275390625	1.3112068141587942e-05	0.0	0.0	False	8	{'estimator__fit_intercept': False, 'preprocessing_1__k': 8}								7
0.00030541419982910156	7.011290083203431e-06	0.0	0.0	False	9	{'estimator__fit_intercept': False, 'preprocessing_1__k': 9}								19
0.00030269622802734373	9.343575141410453e-06	0.0	0.0	False	10	{'estimator__fit_intercept': False, 'preprocessing_1__k': 10}								20
