mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__loss	param_estimator__max_features	param_estimator__random_state	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.02614622116088867	0.003075376729499663	0.001023578643798828	9.99717731325175e-05	ls		3111696	1	{'estimator__loss': 'ls', 'estimator__max_features': None, 'estimator__random_state': 3111696, 'preprocessing_1__k': 1}	0.9926674932198211	0.9740104865468663	0.9297211837243132	0.8913226175477424	0.9838819956932123	0.9545510587950969	0.038169486477338414	81
0.025771903991699218	0.000570196689876274	0.0010055065155029296	0.0001426596529646464	ls		3111696	2	{'estimator__loss': 'ls', 'estimator__max_features': None, 'estimator__random_state': 3111696, 'preprocessing_1__k': 2}	0.9903382470582178	0.9968571207625703	0.9960049553021217	0.8886966708448776	0.9703528557371484	0.9686495549724905	0.04090996282936411	29
0.02801804542541504	0.0011985166602795916	0.0010238170623779296	0.00011026650761875126	ls		3111696	3	{'estimator__loss': 'ls', 'estimator__max_features': None, 'estimator__random_state': 3111696, 'preprocessing_1__k': 3}	0.9909819369275693	0.9959304243611087	0.9943879049312493	0.8889874762139719	0.9769101821623241	0.9696301928218248	0.04067813420005928	19
0.03130197525024414	0.0035676485136033136	0.0009396553039550781	2.1807885603700372e-05	ls		3111696	4	{'estimator__loss': 'ls', 'estimator__max_features': None, 'estimator__random_state': 3111696, 'preprocessing_1__k': 4}	0.9905274100487692	0.9961052284467905	0.9942590607731606	0.8906317981589836	0.9725424894721296	0.9690076666011398	0.039876369944058	23
0.03147702217102051	0.00016403831702576036	0.0009547233581542969	3.80435973419882e-05	ls		3111696	5	{'estimator__loss': 'ls', 'estimator__max_features': None, 'estimator__random_state': 3111696, 'preprocessing_1__k': 5}	0.9877188460301776	0.9938356411916225	0.9956069860467706	0.875429901353957	0.9754879257744556	0.965815553599488	0.04551475314877383	59
0.03371305465698242	0.00022035141930822104	0.0010891437530517578	0.00025323485017943333	ls		3111696	6	{'estimator__loss': 'ls', 'estimator__max_features': None, 'estimator__random_state': 3111696, 'preprocessing_1__k': 6}	0.9900115524454437	0.984403149196224	0.9954535028856969	0.8764378441747606	0.9759431293809323	0.964630450816645	0.044346749270111605	65
0.03652853965759277	0.001708976162045618	0.001041269302368164	0.00015617931816647214	ls		3111696	7	{'estimator__loss': 'ls', 'estimator__max_features': None, 'estimator__random_state': 3111696, 'preprocessing_1__k': 7}	0.9895935089930584	0.9844028667918142	0.9957964838317186	0.8773312703726976	0.9767742243046599	0.9649560082955647	0.044036849508815666	63
0.04110941886901855	0.007686284059897671	0.0020990848541259767	0.002161060376748238	ls		3111696	8	{'estimator__loss': 'ls', 'estimator__max_features': None, 'estimator__random_state': 3111696, 'preprocessing_1__k': 8}	0.988017004857556	0.9898080388909867	0.9956617621704524	0.893574927163294	0.9757819260901927	0.9687301904856056	0.03794297144472346	27
0.0394230842590332	0.0002298643264275794	0.0009795665740966798	1.5661469475152738e-05	ls		3111696	9	{'estimator__loss': 'ls', 'estimator__max_features': None, 'estimator__random_state': 3111696, 'preprocessing_1__k': 9}	0.9901960137266352	0.9892620157271751	0.9949179865294642	0.8931885069431217	0.9720630326261362	0.9680985547900018	0.0380617393125544	35
0.041070413589477536	0.00047577074489050527	0.0009650707244873047	2.5155770134763852e-05	ls		3111696	10	{'estimator__loss': 'ls', 'estimator__max_features': None, 'estimator__random_state': 3111696, 'preprocessing_1__k': 10}	0.9884546021583079	0.9886984694629284	0.9959905797759129	0.8865669559775381	0.973452787852703	0.9668068366388521	0.04058384595855972	55
0.022628641128540038	0.00013900736357048854	0.0009486198425292969	2.8768499025719747e-05	ls	auto	3111696	1	{'estimator__loss': 'ls', 'estimator__max_features': 'auto', 'estimator__random_state': 3111696, 'preprocessing_1__k': 1}	0.9926674932198211	0.9740104865468663	0.9297211837243132	0.8913226175477424	0.9838819956932123	0.9545510587950969	0.038169486477338414	81
0.03471431732177734	0.005773265270765276	0.0011926651000976562	0.00013430409544276626	ls	auto	3111696	2	{'estimator__loss': 'ls', 'estimator__max_features': 'auto', 'estimator__random_state': 3111696, 'preprocessing_1__k': 2}	0.9903382470582178	0.9968571207625703	0.9960049553021217	0.8886966708448776	0.9703528557371484	0.9686495549724905	0.04090996282936411	29
0.032439041137695315	0.00027065662699849883	0.0012169361114501953	2.5002550686741855e-05	ls	auto	3111696	3	{'estimator__loss': 'ls', 'estimator__max_features': 'auto', 'estimator__random_state': 3111696, 'preprocessing_1__k': 3}	0.9909819369275693	0.9959304243611087	0.9943879049312493	0.8889874762139719	0.9769101821623241	0.9696301928218248	0.04067813420005928	19
0.03359918594360352	0.0006944365267426538	0.0010569572448730468	0.00010986305359313476	ls	auto	3111696	4	{'estimator__loss': 'ls', 'estimator__max_features': 'auto', 'estimator__random_state': 3111696, 'preprocessing_1__k': 4}	0.9905274100487692	0.9961052284467905	0.9942590607731606	0.8906317981589836	0.9725424894721296	0.9690076666011398	0.039876369944058	23
0.033213567733764646	0.002050922711911379	0.0009770870208740234	2.530132290592516e-05	ls	auto	3111696	5	{'estimator__loss': 'ls', 'estimator__max_features': 'auto', 'estimator__random_state': 3111696, 'preprocessing_1__k': 5}	0.9877188460301776	0.9938356411916225	0.9956069860467706	0.875429901353957	0.9754879257744556	0.965815553599488	0.04551475314877383	59
