mean_fit_time	mean_score_time	mean_test_score	param_estimator__booster	param_estimator__max_depth	param_estimator__n_estimators	param_estimator__random_state	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.003757317860921224	0.0005048116048177084	0.2193129683276017	gbtree	1	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	40	0.2618966583897433	0.2376331540444615	0.15804220173065442	0.00024871102231033596	0.00014264131932546222	0.04431849980823234
0.011412541071573893	0.0004988511403401693	0.5783871497185352	gbtree	1	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	34	0.6072803162502969	0.5856151987812119	0.542048336439793	0.00012398642321540717	1.7926723808250424e-05	0.02710511143751799
0.02177286148071289	0.0006924470265706381	0.7274255813596965	gbtree	1	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	27	0.7491602906377269	0.7283692082871857	0.7046106286710108	0.00029247290818287537	2.8254585580964477e-05	0.01819042397471229
0.040836334228515625	0.0008829434712727865	0.8247746206438525	gbtree	1	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 1, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	23	0.8469623481680799	0.8151437441669025	0.812142125915568	0.000550400327642459	1.2845626844085761e-05	0.01576029542701458
0.005255381266276042	0.00047969818115234375	0.43245193851917313	gbtree	2	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	38	0.445251462043191	0.4457741754831587	0.40617281802823013	0.00018062965974839954	3.309526990708223e-05	0.01852765702806836
0.018658002217610676	0.0006670157114664713	0.8092180461639848	gbtree	2	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	25	0.8205663896525616	0.7974175525554286	0.8096729200798678	0.00030257145278933	1.1857712870529592e-05	0.009465352697728933
0.0348509152730306	0.0007572174072265625	0.8683268312114529	gbtree	2	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	7	0.871438917553002	0.8533229177925851	0.8802902958012857	8.188427777672787e-05	5.839162568475882e-05	0.011222359991387867
0.06824119885762532	0.0012164115905761719	0.8815394264277495	gbtree	2	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 2, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	2	0.885543871983996	0.8612489217383584	0.8979235943508528	0.00035998291321538207	4.742232841799167e-05	0.015231139591759445
0.006498813629150391	0.0005364418029785156	0.5592893759617842	gbtree	3	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	35	0.5835096752613941	0.5659317417686586	0.5282407911859839	5.3056928712822305e-05	3.257941393858369e-05	0.023037389664283477
0.025846560796101887	0.0007404486338297526	0.849455784742566	gbtree	3	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	22	0.8666143839902094	0.833358527532519	0.8483880490782374	4.811896258373031e-05	1.7385857406526177e-05	0.01361104692855986
0.04993788401285807	0.001015027364095052	0.8700359945317341	gbtree	3	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	6	0.8895167491651443	0.857637243520532	0.8629113282371027	5.760274887202818e-05	2.0343810282002588e-05	0.013962486785562058
0.09797430038452148	0.0015344619750976562	0.8751732474752325	gbtree	3	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 3, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	4	0.8949802715914994	0.8625148895618995	0.8679815170180644	0.0007698068888140993	3.3421715638600175e-05	0.014202950830536515
0.008089860280354818	0.0004913012186686198	0.6148999722036609	gbtree	4	10	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	31	0.6211041025183444	0.6363049607045823	0.587124533395191	5.591320937289843e-05	3.957907993924322e-05	0.020543021493251414
0.03390916188557943	0.0007964769999186198	0.8576009169830305	gbtree	4	50	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	20	0.860218469462841	0.8616652661002784	0.8508787629667129	0.00014910527570490134	3.4570054527010595e-05	0.004775767336652696
0.0659952958424886	0.001195828119913737	0.8640134949479383	gbtree	4	100	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	16	0.866188308921023	0.867632366830944	0.8581849073698229	0.0006814429631871857	1.2529016687347648e-05	0.004151234557145563
0.1285738150278727	0.0018280347188313801	0.8660627572699785	gbtree	4	200	3111696	{'estimator__booster': 'gbtree', 'estimator__max_depth': 4, 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	14	0.8688586178323063	0.8689050294659284	0.8603906598565304	0.0011998390509198314	1.1424759147363815e-05	0.003998797174412313
