mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__learning_rate	param_estimator__loss	param_estimator__n_estimators	param_estimator__random_state	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.018135929107666017	0.0027083822391289186	0.0016255855560302734	0.0008167045239253204	0.001	linear	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.8567369613635698	0.6448243368874638	0.8062550959469612	0.8081652431496126	0.8337311425500723	0.789942555979536	0.07488176774728811	51
0.0846479892730713	0.014820508513686877	0.004119014739990235	0.0007904077329882719	0.001	linear	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.8693191493317651	0.6346201153404728	0.7957030330256809	0.8149903153261029	0.858551584934164	0.7946368395916371	0.08447874862153903	41
0.15401215553283693	0.0027276026702858823	0.006880998611450195	0.000276344762014332	0.001	linear	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.8670012176670151	0.6475488010229713	0.7965729002036561	0.8142508981185906	0.8532491049531166	0.7957245843930699	0.07834466878332566	35
0.2979182243347168	0.002951914470061752	0.013090038299560547	0.00047347919175560603	0.001	linear	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.8688605353283478	0.6261734481964291	0.7958371416645335	0.8149457173801483	0.8520107820788	0.7915655249296517	0.0866574484958349	50
0.014649438858032226	0.0001211227768371125	0.0011249542236328124	2.6390944425516317e-05	0.001	square	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.8578075019110109	0.6441480952888254	0.7971270687772345	0.8081558305469341	0.8253417321554041	0.7865160457358816	0.0740802444119425	55
0.07434349060058594	0.0020975970354529336	0.003560924530029297	7.061821474530706e-05	0.001	square	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.8673664322156044	0.637418260730549	0.7921962964248279	0.8137529924047767	0.8561148423280907	0.7933697648207697	0.08264402720071348	46
0.15206151008605956	0.00445996513062508	0.006892013549804688	0.0003292200737307486	0.001	square	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.8683630027951473	0.6485381212723772	0.7924782089546194	0.8135062454452892	0.8542406270342546	0.7954252411003376	0.07834615547880842	38
0.30900888442993163	0.016789069540344745	0.014231109619140625	0.0007268644287898275	0.001	square	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.8721055679004955	0.6355366052509228	0.7993829424858014	0.8167495144996982	0.8568153909060537	0.7961180042085945	0.08447601709098321	34
0.01621999740600586	0.0016385363056274514	0.001174020767211914	2.5917930941897314e-05	0.001	exponential	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.8567369613635698	0.6447286874544162	0.8062550959469612	0.8087502806321727	0.824331508233156	0.7881605067260552	0.07393931458815162	53
0.08359794616699219	0.005910000319237025	0.004038858413696289	0.00033599979058688585	0.001	exponential	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.8684797763870926	0.6477537420091644	0.7957663114286535	0.8136203267037896	0.8505716592269957	0.7952383631511392	0.07812293780221612	39
