mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__learning_rate	param_estimator__loss	param_estimator__n_estimators	param_estimator__random_state	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.24721140861511232	0.03714011417909693	0.0014875411987304687	0.000284312347190432	0.001	linear	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.6540940071728247	0.6094299642251768	0.584089415302177	0.5617445699774715	0.6258529005685811	0.6070244087210881	0.03211016941227532	56
1.043575382232666	0.02833137328832195	0.004553985595703125	0.0005132770812094367	0.001	linear	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.6354839084495962	0.6179885775760766	0.6118549930186062	0.5928007155065838	0.6022279110362224	0.6120805160277865	0.014505129531853941	54
2.1887661457061767	0.07357411151465679	0.009666681289672852	0.0011323749887145803	0.001	linear	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.643111957518675	0.6292855872482631	0.6263246274652321	0.5964188449049876	0.5971757416981609	0.6184834533818597	0.018574631564837723	42
4.143553304672241	0.025724822699959942	0.01623063087463379	0.00011366895745473519	0.001	linear	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.6408306497362597	0.6312786075661256	0.6314241523647506	0.5968924363121519	0.5816091869532776	0.6164398657174226	0.02294195198750146	47
0.20760087966918944	0.002288016692474894	0.0013487815856933593	3.8307567154683944e-06	0.001	square	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.6426956289180267	0.59618082214811	0.5762877335585734	0.5682417985090993	0.6178154299087988	0.6002276904014392	0.027303874299987402	60
1.0409092426300048	0.008804136817985437	0.004565143585205078	0.0004328001795173333	0.001	square	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.6104768831505897	0.6160590794069141	0.606866783512739	0.5982166881072468	0.6003602277259371	0.6064016318185086	0.006536230683044265	57
2.094081974029541	0.014741779784973102	0.008286476135253906	0.00012167544500445657	0.001	square	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.6316991993213323	0.6267501598603111	0.6276042969385214	0.6081738175816493	0.5952814246198244	0.6179231397729626	0.013911233926607458	45
4.179693222045898	0.059178253590998396	0.017560863494873048	0.0019077490124092301	0.001	square	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.6432749244462433	0.6281121240483113	0.6254009458181766	0.599478183335181	0.5832295641096856	0.6159299978172815	0.02155447129810222	50
0.2111520767211914	0.006487326734023815	0.0014186382293701171	8.123315312292731e-05	0.001	exponential	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.654068027610553	0.6082519943325938	0.5851621002090082	0.5901173022655601	0.6245485205787238	0.6124181452489766	0.025066730526477107	53
1.0427889823913574	0.006374107814388377	0.004392433166503906	1.9340670319786715e-05	0.001	exponential	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.6489014973519331	0.6208369371652231	0.6135804934892555	0.6011255223955134	0.6014758939117382	0.6171989018891265	0.0175341573421527	46
2.082400321960449	0.018233689211916218	0.008351659774780274	0.00011948492608663346	0.001	exponential	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.6376448678132387	0.6344545250895712	0.6311992704384222	0.5964056647029379	0.5729973607643458	0.6145795662574512	0.025524593247149015	51
4.126731204986572	0.02543944249156419	0.016735219955444337	0.0013852008861816008	0.001	exponential	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	0.6501220897495047	0.6323734313358396	0.628000369204946	0.5956626952595567	0.575175180700895	0.616305555490516	0.027025188416902688	48
0.2067880153656006	0.003113447460475774	0.0013147830963134766	7.064638202437942e-05	0.01	linear	10	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	0.6652634084771176	0.5964723331054875	0.6158100205286342	0.5758520332931876	0.6131005391578881	0.6132998549462255	0.029651993409937485	52
1.0500857353210449	0.00945239273983437	0.004491424560546875	0.00022673908215595088	0.01	linear	50	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	0.6375907309597115	0.6292359568137194	0.6323293105850814	0.5853886993266142	0.6063996694494442	0.6182000058197163	0.019567364039179302	43
2.1105988025665283	0.03100716415137325	0.008459329605102539	0.0001732077092852031	0.01	linear	100	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	0.6467504303099436	0.6526806232778701	0.6359325538745695	0.6088599599074191	0.6208816375181562	0.6330325040592343	0.016218138568755466	38
