mean_fit_time	mean_score_time	mean_test_score	param_estimator__fit_intercept	param_preprocessing_1__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.003618478775024414	0.0009070237477620443	0.23502195647406446	True	1	{'estimator__fit_intercept': True, 'preprocessing_1__k': 1}	13	0.28286295229516956	0.3214596885105766	0.099934320617305	0.00048485527407067665	7.780153487107715e-05	0.09653227019930587
0.003393967946370443	0.0008688767751057943	0.387126764720162	True	2	{'estimator__fit_intercept': True, 'preprocessing_1__k': 2}	10	0.39641857296020433	0.45246244449454975	0.31204971352492206	4.75979404385024e-05	1.4180506062472624e-05	0.05767095251269033
0.003407160441080729	0.0008604526519775391	0.40245210293161804	True	3	{'estimator__fit_intercept': True, 'preprocessing_1__k': 3}	9	0.43291961103992826	0.46343825573124076	0.3104475163555648	2.409194541858921e-05	2.9968750691357935e-06	0.06605013151292104
0.003193378448486328	0.0007298787434895834	0.4343463524279621	True	4	{'estimator__fit_intercept': True, 'preprocessing_1__k': 4}	7	0.4433944224119022	0.47269473411912644	0.3866643799596341	0.0003300496859998676	9.388695058541911e-05	0.035684016483291905
0.002773920694986979	0.0006671746571858724	0.45952777665882527	True	5	{'estimator__fit_intercept': True, 'preprocessing_1__k': 5}	5	0.4343870877380972	0.5302741318673759	0.413647377441558	3.0110251860258026e-05	2.1484440719288436e-05	0.05080999312779304
0.0029518604278564453	0.0006899833679199219	0.4713383117850805	True	6	{'estimator__fit_intercept': True, 'preprocessing_1__k': 6}	3	0.47807549452763787	0.517246618620172	0.4183756807039518	0.0001650312439738421	1.8986862890305088e-05	0.04062465721774834
0.002895196278889974	0.0006694793701171875	0.4845155917619067	True	7	{'estimator__fit_intercept': True, 'preprocessing_1__k': 7}	1	0.49361103657268324	0.5267131029466992	0.4329136420555212	6.531982586905072e-05	2.4724363013617344e-05	0.038812343179611894
0.0005416075388590494	0.0	0.0	True	8	{'estimator__fit_intercept': True, 'preprocessing_1__k': 8}	15	0.0	0.0	0.0	2.5610737871046097e-05	0.0	0.0
0.0005312760670979818	0.0	0.0	True	9	{'estimator__fit_intercept': True, 'preprocessing_1__k': 9}	15	0.0	0.0	0.0	2.6396237698847705e-05	0.0	0.0
0.000455776850382487	0.0	0.0	True	10	{'estimator__fit_intercept': True, 'preprocessing_1__k': 10}	15	0.0	0.0	0.0	9.179215065990506e-05	0.0	0.0
0.0014015833536783855	0.0003871917724609375	0.17846900238477012	False	1	{'estimator__fit_intercept': False, 'preprocessing_1__k': 1}	14	0.20414848485067238	0.35816336916615055	-0.02814203872544807	1.575528147097727e-05	1.0204760818020198e-05	0.15867447819843503
0.001439968744913737	0.00036907196044921875	0.28999702956179774	False	2	{'estimator__fit_intercept': False, 'preprocessing_1__k': 2}	12	0.288946810267834	0.4508972533691018	0.12918407321403957	5.131793382512121e-05	1.215233319985834e-05	0.1312746848575641
0.0015014012654622395	0.0003666083017985026	0.3446390073683709	False	3	{'estimator__fit_intercept': False, 'preprocessing_1__k': 3}	11	0.3863759545705222	0.4793337033710957	0.16714452293936888	1.3979996634989436e-05	1.1057299762336602e-05	0.13077038145226672
0.0015207926432291667	0.00037439664204915363	0.41512286527018477	False	4	{'estimator__fit_intercept': False, 'preprocessing_1__k': 4}	8	0.4231449022275854	0.49008155190647995	0.3316422577994187	1.197854002270466e-05	1.5681749324061822e-05	0.06489904948234589
0.001527865727742513	0.00037471453348795575	0.44107920504968395	False	5	{'estimator__fit_intercept': False, 'preprocessing_1__k': 5}	6	0.41313570059606497	0.5451085944319571	0.36453497141664026	1.1825711068195674e-05	1.411488105411105e-05	0.07629273190951401
0.0015362898508707683	0.0003751118977864583	0.4607303951116877	False	6	{'estimator__fit_intercept': False, 'preprocessing_1__k': 6}	4	0.46578082652184194	0.5379284310189949	0.37798645509954276	1.7763206415535352e-05	1.5490889280109633e-05	0.06536101555433947
0.001549084981282552	0.0003801981608072917	0.48368051566580506	False	7	{'estimator__fit_intercept': False, 'preprocessing_1__k': 7}	2	0.4881665336868354	0.5533031009372791	0.4091254750040686	1.4531585774872363e-05	1.3479028101090983e-05	0.05891627920692408
0.00030843416849772137	0.0	0.0	False	8	{'estimator__fit_intercept': False, 'preprocessing_1__k': 8}	15	0.0	0.0	0.0	1.3649449193429481e-05	0.0	0.0
0.00027672449747721356	0.0	0.0	False	9	{'estimator__fit_intercept': False, 'preprocessing_1__k': 9}	15	0.0	0.0	0.0	1.1734027115689436e-06	0.0	0.0
0.00026790301005045575	0.0	0.0	False	10	{'estimator__fit_intercept': False, 'preprocessing_1__k': 10}	15	0.0	0.0	0.0	1.1239159602905075e-07	0.0	0.0
