mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__leaf_size	param_estimator__n_neighbors	param_estimator__weights	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.002632808685302734	0.0004978466162728985	0.0016477584838867187	0.00019461764986022809	10	1	uniform	1	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 1}	0.5468429229997361	0.5344167431440014	0.5430892371796168	0.4797827341999793	0.05209438728497828	0.4343064391138694	0.18931362702789342	359
0.0022214412689208984	0.00044723707329302704	0.0015494346618652344	0.00044464540606313545	10	1	uniform	2	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 2}	0.6961255739516365	0.90257547888763	0.8216831193701948	0.7660582325530095	0.527390098951197	0.7445450625018195	0.1266339303644043	1
0.0015685558319091797	0.00026642394531305945	0.0012189865112304688	0.0002520937265524639	10	1	uniform	3	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 3}	0.6922860620277043	0.7786183550756596	0.7555530792386145	0.7332650272910338	0.2698939570785519	0.6485963295489335	0.18826359663750075	179
0.002644777297973633	0.0002226758563689615	0.0018309593200683595	0.00021408308256361597	10	1	uniform	4	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 4}	0.6372032170113269	0.7249268137269498	0.785509919769198	0.5308946452795273	0.15196861414881058	0.5702611792514772	0.22259101361172648	307
0.0022838592529296877	0.00025224502685402384	0.0017019271850585937	6.573431549180508e-05	10	1	uniform	5	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 5}	0.6679948749555671	0.7957764027291269	0.7643977042584134	0.46387957935753343	0.2440852639823028	0.5915461047489344	0.20595508384639274	283
0.0005911827087402344	0.00011806670990175011	0.0	0.0	10	1	uniform	6	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 6}								567
0.0004973888397216796	0.0001173281446512584	0.0	0.0	10	1	uniform	7	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 7}								566
0.0003334999084472656	1.485284601892989e-05	0.0	0.0	10	1	uniform	8	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 8}								565
0.0005888462066650391	0.00023122017199449192	0.0	0.0	10	1	uniform	9	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 9}								564
0.0007540225982666015	7.791183562504211e-05	0.0	0.0	10	1	uniform	10	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 10}								563
0.002749919891357422	8.337603727347904e-05	0.0021914005279541015	3.599555242757416e-05	10	1	distance	1	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 1}	0.5468429229997361	0.5344167431440014	0.5430892371796168	0.4797827341999793	0.05209438728497828	0.4343064391138694	0.18931362702789342	359
0.0017831802368164062	0.0005354444429916035	0.001523590087890625	0.0006223046013158718	10	1	distance	2	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 2}	0.6961255739516365	0.90257547888763	0.8216831193701948	0.7660582325530095	0.527390098951197	0.7445450625018195	0.1266339303644043	1
0.0024619102478027344	0.0005981431133572161	0.0020752429962158205	0.0002390474798686348	10	1	distance	3	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 3}	0.6922860620277043	0.7786183550756596	0.7555530792386145	0.7332650272910338	0.2698939570785519	0.6485963295489335	0.18826359663750075	179
0.002793693542480469	4.271396436230855e-05	0.0023202896118164062	8.873233582604262e-05	10	1	distance	4	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 4}	0.6372032170113269	0.72492681372695	0.785509919769198	0.5308946452795273	0.15196861414881058	0.5702611792514772	0.22259101361172653	307
0.0018297195434570312	0.0006193821491177075	0.0012645721435546875	0.00019030749602830856	10	1	distance	5	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 5}	0.6679948749555671	0.795776402729127	0.7643977042584134	0.46387957935753343	0.2440852639823028	0.5915461047489344	0.20595508384639277	283
0.00043420791625976564	0.00012895588197045933	0.0	0.0	10	1	distance	6	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 6}								562
0.00038399696350097654	0.00011898645555022863	0.0	0.0	10	1	distance	7	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 7}								561
0.0007187366485595703	0.00010136739297646854	0.0	0.0	10	1	distance	8	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 8}								560
0.0006120204925537109	7.573774370450576e-05	0.0	0.0	10	1	distance	9	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 9}								559
