mean_fit_time	mean_score_time	mean_test_score	param_estimator__C	param_estimator__intercept_scaling	param_estimator__loss	param_estimator__random_state	param_preprocessing_2__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
1.0998704433441162	0.02774985631306966	-0.6111935181697589	0.01	0.1	epsilon_insensitive	3111696	1	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	899	-0.6325877782541878	-0.6383888330153384	-0.56260394323975	0.1051904248224756	0.001841450899177241	0.03443954270887527
1.0363156000773113	0.02712082862854004	-0.6104825264125585	0.01	0.1	epsilon_insensitive	3111696	2	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	898	-0.6325869335673944	-0.6383888330153438	-0.5604718126549375	0.01631389254448485	0.00011315869207930417	0.03544215124406774
1.0959652264912922	0.02952432632446289	-0.6098999264832522	0.01	0.1	epsilon_insensitive	3111696	3	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	897	-0.6314099759459815	-0.6383888330149161	-0.5599009704888589	0.049001618642736576	0.002348675601303173	0.03546921493252151
1.2860995133717854	0.03249088923136393	-0.5675674222285029	0.01	0.1	epsilon_insensitive	3111696	4	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	892	-0.5056479723794607	-0.6383888330144343	-0.5586654612916138	0.033846975975010844	0.0027315361396648957	0.0545555845104776
1.3606887658437092	0.032716989517211914	-0.5672932284011024	0.01	0.1	epsilon_insensitive	3111696	5	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	891	-0.5056479723792702	-0.6383888330125382	-0.5578428798114989	0.1803447776605207	0.0006454987719649416	0.05460168395915972
1.2724058628082275	0.03918917973836263	-0.566340590709241	0.01	0.1	epsilon_insensitive	3111696	6	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	889	-0.5056479723796246	-0.6383888330032996	-0.554984966744799	0.104085874630992	0.0068104947159628205	0.054782884592999424
1.5901739597320557	0.03908983866373698	-0.5656755299343941	0.01	0.1	epsilon_insensitive	3111696	7	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	888	-0.5056479723800802	-0.6383888330137031	-0.5529897844093987	0.11520913031113679	0.0026779923130641264	0.054928621107047805
1.5698328812917073	0.04288999239603678	-0.5653903496319757	0.01	0.1	epsilon_insensitive	3111696	8	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	887	-0.5056684805516871	-0.6383888330134171	-0.5521137353308228	0.10378106729572252	0.0040224847756341366	0.05499014672264866
1.822419802347819	0.05730358759562174	-0.5669263317448185	0.01	0.1	epsilon_insensitive	3111696	9	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	890	-0.5058477780690886	-0.6383888071143586	-0.5565424100510081	0.17915601260657524	0.0007238442072850423	0.054605558126147834
1.8941419919331868	0.04755338033040365	-0.5675682547205911	0.01	0.1	epsilon_insensitive	3111696	10	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	893	-0.5063034944939182	-0.6383888328264427	-0.5580124368414126	0.029758737136970238	0.0036095833641331602	0.0543453119235958
1.152802308400472	0.025305668512980144	-4.426956184862737e-05	0.01	0.1	squared_epsilon_insensitive	3111696	1	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'squared_epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	359	-3.26659208811364e-05	-8.507037814675655e-05	-1.5072386517989145e-05	0.02813031746495034	0.00028366843981117483	2.9731162896777448e-05
1.323473612467448	0.030503511428833008	-2.368795524165801e-05	0.01	0.1	squared_epsilon_insensitive	3111696	2	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'squared_epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	356	-1.0738780590102692e-05	-6.142511252882343e-05	1.1000273939520966e-06	0.04003028228890584	0.0054281704347851276	2.7118371678108142e-05
1.4841353098551433	0.02893837292989095	-2.4538855377712984e-05	0.01	0.1	squared_epsilon_insensitive	3111696	3	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'squared_epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	357	-1.3690599685478588e-05	-6.767977111876711e-05	7.753804671106757e-06	0.14265443100835284	0.0005578617525162857	3.1736620044618624e-05
1.4461170832316081	0.03402137756347656	-4.605616945222804e-05	0.01	0.1	squared_epsilon_insensitive	3111696	4	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'squared_epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	360	-8.673206427012303e-05	-5.799169320419573e-05	6.5552491176346095e-06	0.175700327730734	0.005405934922886311	3.900831753358733e-05
1.6862067381540935	0.03367074330647787	-4.8376097917153985e-05	0.01	0.1	squared_epsilon_insensitive	3111696	5	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'squared_epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	361	-9.858188163192061e-05	-5.5902677166042025e-05	9.356265046500667e-06	0.13812480679916844	0.0008777338101581247	4.438579294838564e-05
1.9876344203948975	0.038434108098347984	-5.293721222891327e-05	0.01	0.1	squared_epsilon_insensitive	3111696	6	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'squared_epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	362	-0.00010055310472645296	-5.8445662288075795e-05	1.8713032778894245e-07	0.09831092158711129	0.0012023820352761107	4.131106394366762e-05
2.1865235964457193	0.03945144017537435	-5.354114140088129e-05	0.01	0.1	squared_epsilon_insensitive	3111696	7	{'estimator__C': 0.01, 'estimator__intercept_scaling': 0.1, 'estimator__loss': 'squared_epsilon_insensitive', 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	363	-9.846006296876375e-05	-5.433054787862268e-05	-7.832813355257429e-06	0.1340122961007346	0.001930845658921707	3.700263022243618e-05
