oz1	oz2	oz3	oz4	oz5	oz6	oz7	oz8	oz9	oz10	oz11	oz12	oz13	oz14	oz15	oz16	oz17	oz18	oz19	oz20	oz21	oz22	oz23	oz24	oz25	target
-0.25211334228515625	-1.1967931985855103	-0.2758980095386505	-0.5869166851043701	0.29781147837638855	-1.4761382341384888	0.8965727090835571	1.3896595239639282	-1.277794361114502	-0.7578023076057434	1.4690696001052856	-1.5265613794326782	-1.6614152193069458	-1.0252296924591064	1.3427484035491943	0.00298223365098238	-0.37695202231407166	-1.0012638568878174	1.5879360437393188	-1.0572550296783447	-0.3500714898109436	-0.4847186207771301	1.668669581413269	-1.1485050916671753	-0.05415966734290123	0.4237639605998993
-0.5623217821121216	-0.38273927569389343	0.9069994688034058	1.5042606592178345	-0.3884185254573822	-1.000998616218567	-0.8968088030815125	-1.2705307006835938	-0.3467312753200531	-0.046670448035001755	-0.5423142313957214	1.0059020519256592	-1.3251286745071411	1.699674129486084	-0.22547730803489685	1.202685832977295	0.2026371955871582	0.2770766317844391	1.2681329250335693	0.01564415916800499	-0.1913062483072281	-0.16433709859848022	-0.6394914984703064	0.026710934937000275	1.6735942363739014	1.2983442544937134
-0.6295574307441711	-1.2256025075912476	-1.1507912874221802	-0.8548461198806763	-1.5552008152008057	1.0332928895950317	-0.7484339475631714	0.9511297941207886	1.1043709516525269	1.5777820348739624	-0.23493455350399017	-0.815644383430481	-1.6633085012435913	-1.4651893377304077	-1.3466178178787231	-1.1298757791519165	1.6634142398834229	0.8691456913948059	0.40648141503334045	-0.23994280397891998	1.6809552907943726	-0.6089558005332947	1.5842622518539429	-1.0262112617492676	-0.6309373378753662	0.16984154284000397
1.4942659139633179	1.5306116342544556	-0.021952712908387184	-0.5782281160354614	-0.8733066320419312	1.6417112350463867	1.3111635446548462	1.4874093532562256	1.2922097444534302	0.9452201724052429	-0.5232425332069397	1.3896006345748901	-0.2823234796524048	0.10705357044935226	0.6386932134628296	-1.2321995496749878	-0.7833640575408936	-1.6097207069396973	1.2260254621505737	0.11809719353914261	0.19166390597820282	0.9641814827919006	0.6018450856208801	1.7647544145584106	-1.032771348953247	0.4783848524093628
2.313145399093628	1.4654361009597778	0.25958573818206787	-0.8025638461112976	0.3268395662307739	-1.669161319732666	1.3831719160079956	-0.6879295706748962	-1.0517332553863525	-0.05362020432949066	0.7605569362640381	-0.5292530655860901	0.4785144329071045	0.8460054993629456	-1.2974377870559692	0.10243306308984756	1.1718847751617432	-1.050092339515686	1.4953217506408691	-1.3476550579071045	-0.7769701480865479	-1.056250810623169	0.830582857131958	1.4472076892852783	-0.6377619504928589	-0.19833701848983765
0.32237836718559265	0.745753824710846	0.17328132688999176	-0.006814116612076759	-0.9322429299354553	1.4127329587936401	-1.5417003631591797	-1.5297578573226929	-1.5165773630142212	0.5354392528533936	-1.584631085395813	-1.5985347032546997	0.12953254580497742	-0.6628427505493164	-0.3123083710670471	-1.0196844339370728	0.6087837815284729	-0.15304900705814362	0.386199414730072	0.33057379722595215	0.9893894195556641	-1.036151647567749	-1.1174501180648804	-1.5056178569793701	-0.4166484475135803	-1.7330909967422485
-0.6321498155593872	-0.09774573147296906	-0.8150702118873596	-1.5287861824035645	1.6550986766815186	0.21779568493366241	-0.3398744463920593	0.17406119406223297	1.596636176109314	1.2390186786651611	1.5577956438064575	-0.5770442485809326	1.4277137517929077	0.9424923062324524	1.119646430015564	0.9411253333091736	-1.1921401023864746	0.45161038637161255	0.6055114269256592	0.6974409222602844	-1.3423926830291748	0.7130980491638184	-0.5863115787506104	-1.1847829818725586	-0.5127711296081543	0.8696165084838867
-0.6448516845703125	-0.11950098723173141	0.02829003892838955	0.26271823048591614	0.4544534385204315	1.0149065256118774	-0.7587347030639648	0.7389540672302246	0.4126252830028534	0.09409759938716888	-0.7563513517379761	1.1438231468200684	0.018095508217811584	-0.9156709313392639	-1.513721227645874	-1.3945173025131226	0.8512900471687317	-0.6944451928138733	0.5079987049102783	1.5069431066513062	-0.7339833974838257	-0.9259003400802612	0.27970707416534424	-0.3909054696559906	0.42252829670906067	0.9243821501731873
-0.2949472963809967	-0.30718445777893066	-0.30513110756874084	-0.84168940782547	1.1738251447677612	1.110976219177246	0.7725507616996765	-0.5145067572593689	-0.7773634195327759	0.8087688088417053	1.2853317260742188	-1.5469199419021606	1.0738581418991089	-0.4776507318019867	-0.13535496592521667	0.5430561304092407	-0.9034329652786255	-1.6910181045532227	0.7062009572982788	-1.5488780736923218	-0.15425264835357666	0.726373016834259	0.8251177072525024	1.0727988481521606	1.6211570501327515	0.8306931257247925
-1.855749249458313	-1.7457753419876099	-1.574970006942749	0.4070177376270294	-0.7098125219345093	-0.5135549306869507	0.4185102581977844	-1.1521700620651245	0.16642941534519196	-0.4400157630443573	-0.35094210505485535	-1.2642300128936768	-0.35007914900779724	-1.7450910806655884	-0.455361008644104	0.9973398447036743	1.2814630270004272	0.42694926261901855	-0.12385056167840958	0.9984562993049622	0.625698447227478	1.3983534574508667	0.3457557260990143	-0.8963776230812073	0.23916059732437134	0.6687324047088623
