mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__criterion	param_estimator__max_features	param_estimator__min_weight_fraction_leaf	param_estimator__random_state	param_preprocessing_2__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.004174518585205078	0.00038036787522902966	0.000628805160522461	5.699083826947029e-05	mse		0.0	3111696	1	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	-1.297287027685286	-1.1511155955530317	-0.7357215017393082	-0.8125519196411581	-0.33507612518788776	-0.8663504339613344	0.3373449671496452	321
0.004216146469116211	3.12094928797431e-05	0.0006063938140869141	1.1873723981772966e-05	mse		0.0	3111696	2	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	-0.9329686660372445	-1.0593808327079959	-0.4074783195892375	-0.9351006217448679	-0.6019566743499525	-0.7873770228858596	0.24319086791685515	313
0.004465055465698242	1.3629037031888718e-05	0.000611257553100586	1.3934255502465626e-05	mse		0.0	3111696	3	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	-0.41299295925726875	-1.0897097572276402	-0.20672671709229617	-0.758435565099751	-0.21454208042896572	-0.5364814158211845	0.34145504477995686	287
0.004768180847167969	5.221059868552398e-05	0.000611257553100586	1.0686260092034484e-05	mse		0.0	3111696	4	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	-0.8763155422252524	-0.8716833539557984	-0.034028844519608414	-0.6944377401747193	-0.03582757134338532	-0.5024586104437527	0.38733005955399574	285
0.005058670043945312	9.268156654653725e-05	0.00063018798828125	1.1685332132664376e-05	mse		0.0	3111696	5	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	-0.6835784166777772	-0.6588564241467558	-0.05491445739365197	-0.7315512249486216	-0.04940539213115569	-0.4356611830595924	0.31400369182193677	279
0.005320501327514648	9.331782374292119e-05	0.0006099700927734375	1.3666688678300877e-05	mse		0.0	3111696	6	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	-0.47946549466146293	-0.9846092787597784	-0.16318326638415548	-0.9669223930944535	-0.28039931114250516	-0.5749159488084712	0.34260540503722003	295
0.005600690841674805	0.00014189082679450733	0.0006186485290527344	1.0352309316447852e-05	mse		0.0	3111696	7	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	-0.14179246474571472	-0.6241190439582938	0.051748901760189425	-0.4781043773824669	-0.2503124026265684	-0.28851587739057083	0.23972512174245406	261
0.002696847915649414	1.5647671268843775e-05	0.0	0.0	mse		0.0	3111696	8	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}								484
0.0026788234710693358	1.3725457553456478e-05	0.0	0.0	mse		0.0	3111696	9	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}								483
0.0026841163635253906	1.0607885367822163e-05	0.0	0.0	mse		0.0	3111696	10	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}								482
0.0035778045654296874	9.381218194725961e-06	0.0005859851837158204	1.5391872121068355e-05	mse		0.1	3111696	1	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	0.02005436643854741	-0.06350120186839225	0.1344783410176571	0.1520089926267989	0.1110112370052373	0.0708103470439697	0.081090944985557	107
0.0036936283111572267	5.4580756596114016e-05	0.0005913257598876953	7.84596385981357e-06	mse		0.1	3111696	2	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	0.023349304899593082	0.023893272843139246	0.13105613262029392	0.1563545494075812	0.11875147945590536	0.09068094784530255	0.05608079155404383	47
0.0038057804107666016	2.4083628279573393e-05	0.0005974292755126954	1.1256185273172552e-05	mse		0.1	3111696	3	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	0.13148096651659424	0.025773541789168797	0.2883623873270559	0.0865606547672616	0.16111913483812113	0.13865933704764033	0.08766350466382336	31
0.0038915634155273437	3.290162570205628e-05	0.000606536865234375	6.6261494646655915e-06	mse		0.1	3111696	4	{'estimator__criterion': 'mse', 'estimator__max_features': None, 'estimator__min_weight_fraction_leaf': 0.1, 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	0.11854491854160853	0.016435488245808982	0.29251672464239287	0.17050488645296136	0.1853677257585592	0.15667394872826618	0.09009831983797363	19
