mean_fit_time	mean_score_time	mean_test_score	param_estimator__learning_rate	param_estimator__loss	param_estimator__n_estimators	param_estimator__random_state	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.2549978892008464	0.0015256404876708984	0.6099365388802308	0.001	linear	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	58	0.612332849349452	0.6318507644791744	0.5856260028120659	0.017005275921422345	0.00015010944315152868	0.018947099614345923
1.171047608057658	0.008169412612915039	0.6362279860564649	0.001	linear	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	44	0.629725982405104	0.6500110945079982	0.6289468812562926	0.04701773889415923	0.004651220831819866	0.009751318153291399
2.39064359664917	0.012372732162475586	0.6310674206867836	0.001	linear	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	50	0.6260645183281742	0.6540971192359988	0.6130406244961777	0.03764176732877766	0.003427568121141383	0.017130493553652083
4.63994574546814	0.01972651481628418	0.6337670402373269	0.001	linear	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	48	0.6250998473914533	0.6570991245447071	0.6191021487758201	0.0669075749374219	0.0003876795088802626	0.016678983097819372
0.22931687037150064	0.0013328393300374348	0.6062730582831989	0.001	square	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	60	0.6223183237130538	0.6173268761093285	0.5791739750272142	0.0003460169275666476	2.3200903277030746e-05	0.019269991736398037
1.1442465782165527	0.005013386408487956	0.6381335482303592	0.001	square	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	41	0.6337057900568067	0.6486180095566754	0.6320768450775954	0.003442998504552465	1.4517235735296174e-05	0.0074434003167723195
2.422321637471517	0.00986917813618978	0.6310254850651867	0.001	square	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	51	0.6358134180569585	0.6516017755174113	0.6056612616211905	0.041039774748910296	0.00013760647056128186	0.01905826034405179
4.560217618942261	0.020073095957438152	0.6307679960705672	0.001	square	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	52	0.632202815136619	0.6568259598833635	0.6032752131917192	0.004135641266644419	3.731604099978701e-05	0.02188553018354657
0.22884869575500488	0.0013267993927001953	0.6066649418891338	0.001	exponential	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	59	0.6133354155844157	0.6314455753626262	0.5752138347203594	0.0007083151026037063	1.9498889223585477e-05	0.023436063071036177
1.1422336101531982	0.004893938700358073	0.637523463123223	0.001	exponential	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	42	0.6283939296145667	0.654413025829839	0.6297634339252632	0.0006765306886311183	9.513694673798935e-05	0.011955804220260243
2.2909837563832602	0.010216633478800455	0.6338928546479341	0.001	exponential	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	47	0.6261445528868526	0.6549612931713393	0.6205727178856104	0.004575182486698033	0.00015849383013370492	0.015070294460320406
4.562127908070882	0.020011107126871746	0.6281506666176512	0.001	exponential	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	53	0.6215454328874985	0.6563137340452896	0.6065928329201653	0.01199114465659346	0.0003439201203079795	0.020828887578649924
0.25923649470011395	0.0013942718505859375	0.6213984034134595	0.01	linear	10	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	55	0.6282178624971011	0.6241238300714737	0.6118535176718038	0.04592890211310238	8.271189178315619e-05	0.006953124393223943
1.1691306432088215	0.0050271352132161455	0.6342301094571214	0.01	linear	50	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	46	0.6221273545435249	0.6646244428136145	0.6159385310142247	0.02491499504946987	7.908631734741389e-05	0.021640040192637204
2.3038084506988525	0.009869098663330078	0.6428343401426364	0.01	linear	100	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	37	0.645634313590667	0.6647483307218653	0.6181203761153768	0.018611171673128906	0.00029766277131876767	0.01913846782753599
4.538696765899658	0.01952385902404785	0.654794269987553	0.01	linear	200	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	29	0.6544380758526815	0.66846077557334	0.641483958536637	0.027409897334071065	0.00029464504589573053	0.011016119100488636
