mean_fit_time	mean_score_time	mean_test_score	param_estimator__learning_rate	param_estimator__loss	param_estimator__n_estimators	param_estimator__random_state	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.02802451451619466	0.001665671666463216	0.357441634657949	0.001	linear	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	5	0.4608889934947661	0.10603090561093476	0.5054050048681463	0.003973709139273237	0.0002238469308747845	0.17870074580540538
0.12731353441874185	0.0050423940022786455	0.36008720447480325	0.001	linear	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	1	0.4558220038564088	0.12319767452676045	0.5012419350412405	0.0005726219791879011	0.0002978529337633097	0.16852938336575457
0.2444005012512207	0.008692026138305664	0.3434824712125148	0.001	linear	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	26	0.4139424775537195	0.12073879397956322	0.4957661421042616	0.007376451158715012	0.0011068321238466782	0.16100690943882479
0.40866994857788086	0.014037450154622396	0.3441093868647348	0.001	linear	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'linear', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	24	0.4263035402245863	0.11511619528497852	0.4909084250846396	0.04571915253522279	0.0016918180618431787	0.164056614474714
0.018921693166097004	0.0011130174001057942	0.3564086763932871	0.001	square	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	6	0.4608889934947661	0.10293203081694902	0.5054050048681463	1.150409105400418e-05	3.972053209813372e-06	0.18015405667857928
0.09352374076843262	0.0036280155181884766	0.3594924258942975	0.001	square	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	3	0.4506003125234843	0.12735009433518973	0.5005268708242185	0.0004948230809158834	1.7849045209997704e-05	0.165410019612302
0.18715564409891763	0.006678581237792969	0.3440371654799761	0.001	square	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	25	0.410108820725511	0.12475176519676268	0.4972509105176546	0.001615857306343409	3.983850085289774e-05	0.15908698047789738
0.41699767112731934	0.016417423884073894	0.3492381039951752	0.001	square	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'square', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	15	0.4245093301647229	0.12461628389852875	0.4985886979222738	0.05431244926149205	0.00257327443155091	0.16168520800099445
0.024527708689371746	0.0015118122100830078	0.3574615113847005	0.001	exponential	10	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	4	0.4608889934947661	0.10609053579118921	0.5054050048681463	8.554905438292385e-05	3.18964498145286e-05	0.17867278163405112
0.11631814638773601	0.004837592442830403	0.3596737463933223	0.001	exponential	50	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	2	0.45545498057036793	0.1274143199328489	0.4961519386767499	0.0009470303754648698	5.730726139633401e-05	0.16507047279791173
0.23054353396097818	0.008867422739664713	0.3491815652241583	0.001	exponential	100	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	16	0.42381518656760453	0.12885698964390158	0.49487251946096866	0.0003329410719970298	5.7650096667955215e-05	0.1584707651123592
0.5074025789896647	0.01754148801167806	0.34749556278897853	0.001	exponential	200	3111696	{'estimator__learning_rate': 0.001, 'estimator__loss': 'exponential', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	19	0.4294128581927883	0.11545287665976944	0.49762095351437796	0.03564616861692945	0.0034503896423399667	0.16642504259955143
0.02001500129699707	0.001230160395304362	0.35550582407925013	0.01	linear	10	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 10, 'estimator__random_state': 3111696}	7	0.4431711984085266	0.1107175960585901	0.5126286777706337	1.2557214815391248e-05	1.6959962597439493e-05	0.17539867501011397
0.11195882161458333	0.0039032300313313804	0.351281408299814	0.01	linear	50	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 50, 'estimator__random_state': 3111696}	11	0.419139329356232	0.11561028358201209	0.519094611961198	0.004529142827370616	0.0007850918146258473	0.17156810872940026
0.21773648262023926	0.009830792744954428	0.35348245856611693	0.01	linear	100	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 100, 'estimator__random_state': 3111696}	8	0.41993358884375054	0.11875847543237061	0.5217553114222295	0.01814122141202762	0.001847305967171146	0.17110119226321518
0.46402692794799805	0.016033411026000977	0.35282465994194534	0.01	linear	200	3111696	{'estimator__learning_rate': 0.01, 'estimator__loss': 'linear', 'estimator__n_estimators': 200, 'estimator__random_state': 3111696}	10	0.43068662559632076	0.10844287166297095	0.5193444825665443	0.014602786127380203	0.0028843966280192963	0.17655385907697826
