mean_fit_time	mean_score_time	mean_test_score	param_estimator__fit_intercept	param_preprocessing_1__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.001296679178873698	0.0003777345021565755	0.795055506809732	True	1	{'estimator__fit_intercept': True, 'preprocessing_1__k': 1}	12	0.7820690488346869	0.8499738367066919	0.7525159265990937	0.00020852148840216962	2.3714626762129708e-05	0.04079300469448779
0.001284201939900716	0.00037018458048502606	0.8226650826600644	True	2	{'estimator__fit_intercept': True, 'preprocessing_1__k': 2}	7	0.8419190351308767	0.7955541090013487	0.8306359737202563	0.00017482237290550431	1.3932478583304207e-05	0.019781617861334356
0.0011454423268636067	0.0003592173258463542	0.8472044326493904	True	3	{'estimator__fit_intercept': True, 'preprocessing_1__k': 3}	6	0.8395407895531665	0.8389063690832884	0.863397468393779	3.1529799183014827e-06	9.308168574683709e-06	0.011371088152945501
0.0011397997538248699	0.00035579999287923175	0.8521260795507849	True	4	{'estimator__fit_intercept': True, 'preprocessing_1__k': 4}	5	0.8421950749588425	0.8292379423953932	0.8854208610335879	1.1938929213341981e-05	8.468242489479372e-06	0.023968065669066663
0.001153866449991862	0.0003561973571777344	0.8700927533440579	True	5	{'estimator__fit_intercept': True, 'preprocessing_1__k': 5}	3	0.8675049294951971	0.8593979860473854	0.883567845810541	1.6182438467558392e-05	2.005363410043002e-05	0.010024880926837216
0.0011635621388753254	0.00035079320271809894	0.8834806929260017	True	6	{'estimator__fit_intercept': True, 'preprocessing_1__k': 6}	1	0.8819875073382676	0.8714799637522044	0.8971701716695846	5.703250604632426e-06	1.5414866937766135e-05	0.01052861751214366
0.0012004375457763672	0.00034999847412109375	0.8830295735119631	True	7	{'estimator__fit_intercept': True, 'preprocessing_1__k': 7}	2	0.881892134698123	0.8716260898931706	0.8957522484436191	4.759900197434906e-05	1.0262159000073539e-05	0.009870479393033756
0.00024930636088053387	0.0	0.0	True	8	{'estimator__fit_intercept': True, 'preprocessing_1__k': 8}	15	0.0	0.0	0.0	5.629685957725791e-06	0.0	0.0
0.00024700164794921875	0.0	0.0	True	9	{'estimator__fit_intercept': True, 'preprocessing_1__k': 9}	15	0.0	0.0	0.0	2.827715376958401e-06	0.0	0.0
0.00024445851643880207	0.0	0.0	True	10	{'estimator__fit_intercept': True, 'preprocessing_1__k': 10}	15	0.0	0.0	0.0	5.1590068712607965e-06	0.0	0.0
0.0010902086893717449	0.00036652882893880207	0.7725578759033392	False	1	{'estimator__fit_intercept': False, 'preprocessing_1__k': 1}	14	0.7405129213303181	0.819170277401855	0.7577793065586347	2.2663842672793137e-05	5.300309499274275e-06	0.033819226561648
0.0010828177134195964	0.0003552436828613281	0.7917173463732798	False	2	{'estimator__fit_intercept': False, 'preprocessing_1__k': 2}	13	0.8000001624523282	0.7410601416704573	0.8347058565713115	9.401340350882287e-06	1.2937732441923224e-05	0.038633714158260994
0.0010807514190673828	0.00035858154296875	0.796047878681305	False	3	{'estimator__fit_intercept': False, 'preprocessing_1__k': 3}	11	0.7937647729271526	0.7754606544794831	0.8192496626946124	3.6053009739601627e-06	2.0349087414296973e-05	0.017928288567702313
0.0010933081309000652	0.0003542900085449219	0.8009912312597144	False	4	{'estimator__fit_intercept': False, 'preprocessing_1__k': 4}	10	0.7939348795306372	0.7718361633979056	0.8377274540330768	2.570305129495657e-06	1.249974442307019e-05	0.027329782912450768
0.001106580098470052	0.0003533363342285156	0.8140235615090089	False	5	{'estimator__fit_intercept': False, 'preprocessing_1__k': 5}	9	0.8116140521248751	0.7917649245833515	0.8390492171856088	1.0595255368072392e-05	1.3006383606897216e-05	0.019355802664593184
0.0011191368103027344	0.00035190582275390625	0.8190242085292451	False	6	{'estimator__fit_intercept': False, 'preprocessing_1__k': 6}	8	0.8159392409925668	0.7989756789569842	0.8424929737122269	8.729723757717458e-06	1.1932049968049796e-05	0.01787867969227102
0.001123348871866862	0.0003562768300374349	0.8540266025471572	False	7	{'estimator__fit_intercept': False, 'preprocessing_1__k': 7}	4	0.8539977018359632	0.8401778531711348	0.8681053779979568	2.433998240012098e-06	1.3929758370089649e-05	0.011387441872720271
0.00025010108947753906	0.0	0.0	False	8	{'estimator__fit_intercept': False, 'preprocessing_1__k': 8}	15	0.0	0.0	0.0	5.461121413742535e-06	0.0	0.0
0.0002468427022298177	0.0	0.0	False	9	{'estimator__fit_intercept': False, 'preprocessing_1__k': 9}	15	0.0	0.0	0.0	3.3510794071051307e-06	0.0	0.0
0.00023945172627766928	0.0	0.0	False	10	{'estimator__fit_intercept': False, 'preprocessing_1__k': 10}	15	0.0	0.0	0.0	4.495663841162029e-06	0.0	0.0
