mean_fit_time	mean_score_time	mean_test_score	param_estimator__fit_intercept	param_preprocessing_1__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.0014332135518391926	0.0003857612609863281	0.05967836910137693	True	1	{'estimator__fit_intercept': True, 'preprocessing_1__k': 1}	20	-0.06551009589107215	0.07945440052328678	0.16659909743086132	0.0002593285751775969	4.138102276860197e-05	0.0958703464969739
0.0012594064076741536	0.0003611246744791667	0.1887109928305848	True	2	{'estimator__fit_intercept': True, 'preprocessing_1__k': 2}	18	0.08088577687346099	0.2241587631922669	0.26238753741346166	3.5295792945113535e-05	4.801371087072123e-06	0.07826733236899465
0.0012474854787190754	0.0003600120544433594	0.2987350660071535	True	3	{'estimator__fit_intercept': True, 'preprocessing_1__k': 3}	2	0.10459634638117621	0.39273502728384757	0.4012128450748218	9.537405414899314e-06	9.969964482447582e-06	0.13814448760705714
0.0012467702229817708	0.0003707408905029297	0.28893615929208966	True	4	{'estimator__fit_intercept': True, 'preprocessing_1__k': 4}	4	0.10630214652911485	0.35250995293123244	0.4101967882082467	1.2948467936310756e-05	3.3093552293232305e-06	0.1320262705830582
0.0012572606404622395	0.0003561973571777344	0.28116865924620105	True	5	{'estimator__fit_intercept': True, 'preprocessing_1__k': 5}	6	0.0872675983114587	0.35922197203841455	0.3993525647493895	1.597859110751113e-05	4.050777733286113e-06	0.1388979463974252
0.001268625259399414	0.00036136309305826825	0.2655342970979329	True	6	{'estimator__fit_intercept': True, 'preprocessing_1__k': 6}	9	0.09204489437797603	0.35318102129206685	0.35346720939146614	5.761645304486548e-06	7.552849051486157e-06	0.12341238482428964
0.0012865066528320312	0.000356753667195638	0.2619205597057297	True	7	{'estimator__fit_intercept': True, 'preprocessing_1__k': 7}	10	0.09012220663698245	0.3462062544930361	0.3515030776626976	1.4009331801341674e-05	6.498333961728296e-06	0.12222844861962824
0.0013001759847005208	0.00036787986755371094	0.25253398915033215	True	8	{'estimator__fit_intercept': True, 'preprocessing_1__k': 8}	12	0.07536488141200992	0.33548399693861863	0.3488876566634802	7.884252437105756e-06	1.9172570040726375e-06	0.12614816418515887
0.0013128121693929036	0.0003635883331298828	0.23968841658506668	True	9	{'estimator__fit_intercept': True, 'preprocessing_1__k': 9}	14	0.02660003555136936	0.3272240914796629	0.36780845261614004	1.2659904322140934e-05	6.592895238226617e-06	0.15248042547206206
0.0013151168823242188	0.0003616809844970703	0.21899998621721278	True	10	{'estimator__fit_intercept': True, 'preprocessing_1__k': 10}	17	-0.039053284228499185	0.33098060926142536	0.3681817091662509	8.136561630477237e-06	2.2450203723630166e-06	0.18419182874080448
0.0011626084645589192	0.00035063425699869793	0.08589224748840274	False	1	{'estimator__fit_intercept': False, 'preprocessing_1__k': 1}	19	-0.01210609006302188	0.08207918641884993	0.18888434897144557	6.001121879785176e-06	8.86612273482995e-06	0.08217852174615292
0.001173098882039388	0.00035190582275390625	0.22422261406972424	False	2	{'estimator__fit_intercept': False, 'preprocessing_1__k': 2}	16	0.15595689156551962	0.22619378048212602	0.2913396487459151	5.673271273795683e-06	8.478677789174159e-06	0.05534147948076748
0.0012108484903971355	0.0003636678059895833	0.30490651349356007	False	3	{'estimator__fit_intercept': False, 'preprocessing_1__k': 3}	1	0.11246162350865696	0.3929260814555574	0.41165044864881395	4.2808511591950505e-05	1.5120742790254314e-06	0.13710879032754855
0.0011892318725585938	0.00035683314005533856	0.2932298468025439	False	4	{'estimator__fit_intercept': False, 'preprocessing_1__k': 4}	3	0.11239551910456202	0.35300432657428815	0.41646842156851616	8.024004347145417e-06	1.0349185137227968e-05	0.1312102057894563
0.0012029012044270833	0.0003570715586344401	0.28546162164332517	False	5	{'estimator__fit_intercept': False, 'preprocessing_1__k': 5}	5	0.09520384908175339	0.36031409107836976	0.4031591870898712	1.2553190389419648e-05	8.400848914449516e-06	0.13646170505120903
0.0012118816375732422	0.0003559589385986328	0.2710513464498256	False	6	{'estimator__fit_intercept': False, 'preprocessing_1__k': 6}	7	0.10064638927049896	0.35504876474408575	0.3595119571081369	1.5075144729172932e-05	8.939901952387178e-06	0.12123183679931622
0.0012088616689046223	0.00036295255025227863	0.2680112796966066	False	7	{'estimator__fit_intercept': False, 'preprocessing_1__k': 7}	8	0.100744357934893	0.3491805041260686	0.3561242411464691	7.022451411684202e-06	1.5854785715150835e-06	0.11901957335193497
0.0012390613555908203	0.00035881996154785156	0.2611692205176422	False	8	{'estimator__fit_intercept': False, 'preprocessing_1__k': 8}	11	0.09437659845710966	0.33749910649483117	0.35364150626436575	5.004897592491719e-06	1.1932049968049796e-05	0.11883069556871599
0.0012374718983968098	0.00035341580708821613	0.24627581069838095	False	9	{'estimator__fit_intercept': False, 'preprocessing_1__k': 9}	13	0.039997731981827656	0.32866468943462246	0.37265028873551864	1.1428075638550041e-05	8.262120194986359e-06	0.14782698583082896
0.0012539227803548176	0.0003573099772135417	0.2255968292539717	False	10	{'estimator__fit_intercept': False, 'preprocessing_1__k': 10}	15	-0.025611403733378335	0.3325234483847175	0.372905048327291	4.673382577256888e-06	8.597038815191449e-06	0.17945371006040828
