mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__alpha	param_estimator__fit_intercept	param_estimator__l1_ratio	param_estimator__random_state	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.002617359161376953	0.0006944892003683075	0.0005659580230712891	4.859960247487857e-05	0.1	True	0.0	3111696	1	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 1}	0.1542661117846803	0.11881672032596646	0.22308680401158731	0.18102621604467795	0.19665335100728132	0.17476984063483866	0.03578746646103817	231
0.0035879135131835936	4.786585354457544e-05	0.0005496025085449218	2.647859178990121e-05	0.1	True	0.0	3111696	2	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 2}	0.15538754460604998	0.11458393944307921	0.2219695779634041	0.1785593290505718	0.19631992379561292	0.17336406297174364	0.03659157432523608	241
0.004203414916992188	2.000307724071429e-05	0.0005565166473388671	1.6259657665057516e-05	0.1	True	0.0	3111696	3	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 3}	0.23433937575844566	0.1837706365711741	0.24957033926685468	0.13880734106900938	0.2247062609867444	0.20623879073044565	0.04015004804458872	181
0.004505014419555664	0.00023117356566053118	0.0005811214447021485	2.926537315177356e-05	0.1	True	0.0	3111696	4	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 4}	0.25435351371824744	0.18792779426886264	0.29581668494539937	0.20582370399985217	0.28577587261871795	0.2459395139102159	0.04270854921185302	101
0.00515594482421875	8.662998700701121e-05	0.0005543231964111328	2.9968371337682373e-05	0.1	True	0.0	3111696	5	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 5}	0.3188068833826878	0.2693549770371473	0.3254287655596382	0.22384434498904182	0.3008449968970811	0.2876559935731193	0.037357633087283834	12
0.006455850601196289	2.8384590476393456e-05	0.0005569934844970703	1.3384097894934717e-05	0.1	True	0.0	3111696	6	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 6}	0.32369908718022833	0.27617975254821836	0.3356882974129045	0.22072938074191029	0.2929561720620599	0.2898505379890643	0.04054896839155169	4
0.00742955207824707	0.0002550097927584763	0.000613546371459961	3.3414548862501756e-05	0.1	True	0.0	3111696	7	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 7}	0.32210352263067277	0.2676674216331667	0.3362145841270838	0.21683898421461245	0.2865784199304898	0.2858805865072051	0.04229553548815021	27
0.008201074600219727	0.00040671686695738246	0.0005976676940917969	7.340139480132287e-05	0.1	True	0.0	3111696	8	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 8}	0.3237357655218691	0.2664156914561687	0.33700447976482717	0.21195216543068962	0.28849519695320136	0.28552065982535124	0.04449078348144971	31
0.00874481201171875	8.253699977813104e-05	0.000597381591796875	4.7410803864912795e-05	0.1	True	0.0	3111696	9	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 9}	0.3234199759062447	0.2710944347690707	0.3280320204118742	0.20860378346577424	0.2842286130285283	0.2830757655162984	0.04321961966657908	41
0.009674930572509765	0.00011557008073044663	0.000609731674194336	3.515509234697969e-05	0.1	True	0.0	3111696	10	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0, 'estimator__random_state': 3111696, 'preprocessing_1__k': 10}	0.32353390712123953	0.26914016276781827	0.3297252096974215	0.2027279700951592	0.2830002136572324	0.28162549266777415	0.045721964894220035	48
0.0016587734222412109	4.821448563883102e-05	0.0005250453948974609	2.4032498162704006e-05	0.1	True	0.0001	3111696	1	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_1__k': 1}	0.1542663928121667	0.11881755711014075	0.2230852956306415	0.18102573124833954	0.19665219408815582	0.17476943417788884	0.035786606865962065	232
0.002145671844482422	0.0005546449342820122	0.0006991863250732422	0.00017843184019924503	0.1	True	0.0001	3111696	2	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_1__k': 2}	0.15538504216338556	0.11457943183335784	0.22196269072805663	0.17856110040844808	0.1963194275480835	0.17336153853626632	0.03659142685435331	242
0.0029378414154052736	6.252322566352706e-05	0.0009443759918212891	2.9036603208899088e-05	0.1	True	0.0001	3111696	3	{'estimator__alpha': 0.1, 'estimator__fit_intercept': True, 'estimator__l1_ratio': 0.0001, 'estimator__random_state': 3111696, 'preprocessing_1__k': 3}	0.23433528859559105	0.18376612130520664	0.24956393697886115	0.13881165863949918	0.22470586506046086	0.20623657411592375	0.04014711275442391	182
