mean_fit_time	mean_score_time	mean_test_score	param_estimator__leaf_size	param_estimator__n_neighbors	param_estimator__weights	param_preprocessing_1__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.0012317498524983723	0.0008055369059244791	0.19731169859230754	10	1	uniform	1	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 1}	720	0.28320395136379306	-0.05978357246154031	0.36800647869259007	0.00020714877959314982	7.578219536930073e-05	0.18480055986218005
0.0011006991068522136	0.0008420149485270182	0.21159374920108995	10	1	uniform	2	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 2}	703	0.27733724422580364	-0.018361263498537728	0.37541625211254415	2.612421709283781e-05	6.368062604435435e-05	0.1672317957828307
0.0011340777079264324	0.0008903344472249349	0.30742316786802093	10	1	uniform	3	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 3}	625	0.526174440497916	-0.033103397946105284	0.42790407482367276	5.58843972438533e-05	2.95833383621906e-05	0.24376058325654054
0.001135110855102539	0.0009722709655761719	0.31341246191535005	10	1	uniform	4	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 4}	613	0.48270676894588793	-0.015730976506746597	0.4722598518451897	3.01810675662436e-05	2.5991634911148168e-05	0.23243520004996168
0.0010865529378255208	0.0010153452555338542	0.28964065728162885	10	1	uniform	5	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 5}	667	0.46476023480283335	-0.019591483353550654	0.422717009877727	4.5667514478552e-06	4.673382577256888e-06	0.21901167126631524
0.0011367003122965496	0.0010979175567626953	0.28897854457680033	10	1	uniform	6	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 6}	679	0.37411710617810623	0.19002040045710977	0.30229434862417137	5.000251456334183e-05	3.1388660871532864e-05	0.07577930953063865
0.001142422358194987	0.0012024243672688801	0.37129879626314666	10	1	uniform	7	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 7}	595	0.4465302196008507	0.3037015349829435	0.3632194778545351	1.88359060516729e-05	1.4491108347627617e-05	0.05861624168233644
0.001081705093383789	0.0013710657755533855	0.2925528365748402	10	1	uniform	8	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 8}	649	0.45371454269260214	0.2204772628931584	0.2025130845759331	1.4166692069471482e-05	1.99421460786213e-05	0.11452978060088198
0.0011133352915445964	0.0014469623565673828	0.29771891829729485	10	1	uniform	9	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 9}	637	0.45253864376281705	0.25873691083458117	0.18096510724439452	1.1860908301857445e-05	0.00010412115414624388	0.11428726746848693
0.0011077721913655598	0.001554409662882487	0.2546379647403032	10	1	uniform	10	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 10}	685	0.32148752770426436	0.2594085449176664	0.18262226205481336	1.3688262871382958e-05	4.0212167566521165e-05	0.056819081049393046
