mean_fit_time	mean_score_time	mean_test_score	param_estimator__leaf_size	param_estimator__n_neighbors	param_estimator__weights	param_preprocessing_1__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.3118538061777751	1.711240530014038	-0.12261129313878046	10	1	uniform	1	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 1}	713	0.11323202092052842	-0.3524226311765344	-0.12866062461798933	0.010371090527180044	0.05233402555506849	0.19015199766203814
0.19101190567016602	0.7911572456359863	0.10017467319377628	10	1	uniform	2	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 2}	707	0.15795905642765373	0.17357630028315163	-0.031015589420537948	0.0008411536095011322	0.006730089518817444	0.09298266557533742
0.17930165926615396	0.49299097061157227	0.5322694757675044	10	1	uniform	3	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 3}	621	0.5605261453297898	0.5422749211936386	0.49400528140094346	0.00396952663358586	0.056488528122036946	0.028063604446668944
0.18280760447184244	0.4219346046447754	0.6860451205551722	10	1	uniform	4	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 4}	551	0.6692090424182806	0.698532591632545	0.6903949665637037	0.0019803959990311293	0.02580668183441375	0.012360167714925128
0.17617440223693848	0.4029538631439209	0.821429341436199	10	1	uniform	5	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 5}	427	0.8162683925680718	0.8194391961940484	0.828580815335193	0.004260626467201274	0.04487836198324958	0.00521982136536597
0.19912966092427573	0.3944946924845378	0.8613045921810754	10	1	uniform	6	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 6}	401	0.8607886770343578	0.8623024135679764	0.8608227239065365	0.001762216671928324	0.000580523221823053	0.0007056901899652537
0.21681594848632812	0.43668381373087567	0.8978065163979688	10	1	uniform	7	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 7}	297	0.8982337580020073	0.8989397732401415	0.8962459865115041	0.0007073252029435469	0.005080092803972308	0.0011404644819198654
0.25703954696655273	0.5794502099355062	0.8972447961831499	10	1	uniform	8	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 8}	311	0.8953053680964274	0.8986468302209535	0.897782332952511	0.02803507679961118	0.04984893426648524	0.0014161162554698534
0.2514778772989909	0.9089388052622477	0.8855793152703032	10	1	uniform	9	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 9}	369	0.8866231273539106	0.8842914011885398	0.8858233404554426	0.0017252726888480209	0.06815840395355688	0.0009674409443226404
0.2504032452901204	1.4566493034362793	0.8548044485309777	10	1	uniform	10	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'uniform', 'preprocessing_1__k': 10}	419	0.8540875610371952	0.8565519397255487	0.8537738975851747	0.003386705865882947	0.07333720031105018	0.0012422577111021807
0.3030850092569987	1.7416645685831706	-0.12261129313878046	10	1	distance	1	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 1}	713	0.11323202092052842	-0.3524226311765344	-0.12866062461798933	0.0006650679699463625	0.09652922355431061	0.19015199766203814
0.19066866238911948	0.8210935592651367	0.10017467319377628	10	1	distance	2	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 2}	707	0.15795905642765373	0.17357630028315163	-0.031015589420537948	0.0009995380455743669	0.04192105167946988	0.09298266557533742
0.1747278372446696	0.4800409475962321	0.5322694757675044	10	1	distance	3	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 3}	621	0.5605261453297898	0.5422749211936386	0.49400528140094346	0.005345594732957636	0.03563123755738375	0.028063604446668944
0.16753212610880533	0.3725285530090332	0.6860451205551722	10	1	distance	4	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 4}	551	0.6692090424182806	0.698532591632545	0.6903949665637037	0.001264656802890575	0.003930561280936763	0.012360167714925128
0.19147912661234537	0.3678348859151204	0.821429341436199	10	1	distance	5	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 5}	427	0.8162683925680718	0.8194391961940484	0.828580815335193	0.03069621792489775	0.0055362068436414225	0.00521982136536597
0.18914262453715006	0.39868871370951336	0.8613045921810754	10	1	distance	6	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 6}	401	0.8607886770343578	0.8623024135679764	0.8608227239065365	0.0003200683562012888	0.002212062141455664	0.0007056901899652537
0.20832085609436035	0.448261022567749	0.8978065163979688	10	1	distance	7	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 7}	297	0.8982337580020073	0.8989397732401415	0.8962459865115041	0.0005072382025866651	0.004047810171938989	0.0011404644819198654
